id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
557,Robby Fabbri,"DET, STL",C,56,705.05,8,11,7,4,19,76.00,78,10.26,6.23,118,98,74,31,3,5,8,4,4,0,0,16,21,10,56,77,12,14,21,40.00
558,Kasperi Kapanen,TOR,R,64,791.53333333333,10,17,7,10,27,81.82,94,10.64,6.54,163,122,86,32,9,9,8,4,4,0,0,10,24,23,67,42,12,1,4,20.00
559,Jared McCann,PIT,C,59,744.83333333333,11,11,4,7,22,56.41,115,9.57,8.68,190,156,103,31,7,6,15,6,5,1,0,9,19,23,76,67,21,198,230,46.26
560,David Pastrnak,BOS,R,65,925.71666666667,24,22,16,6,46,80.70,165,14.55,13.2,291,221,168,64,9,18,28,14,14,0,0,17,59,44,42,81,16,5,5,50.00
561,Nikolay Goldobin,VAN,R,1,8.6166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-
562,Adrian Kempe,L.A,"C, L",63,745.33333333333,4,9,6,3,13,72.22,84,4.76,7.54,147,114,74,38,7,7,16,8,8,0,0,7,19,20,58,42,13,73,117,38.42
563,John Quenneville,CHI,C,9,91.233333333333,0,0,0,0,0,0.00,13,0.00,1.05,18,16,15,4,0,1,0,0,0,0,0,1,5,2,21,17,3,3,1,75.00
564,Brendan Lemieux,NYR,L,52,559.16666666667,3,7,4,3,10,55.56,63,4.76,6.15,128,95,68,38,3,7,53,14,9,3,2,18,25,11,133,61,46,13,25,34.21
565,Jayce Hawryluk,"FLA, OTT","C, R",20,210.16666666667,1,4,2,2,5,83.33,16,6.25,1.73,25,22,16,6,0,4,8,4,4,0,0,3,9,7,52,17,8,0,5,0.00
566,Ivan Barbashev,STL,C,63,716.2,7,14,11,3,21,77.78,59,11.86,7.66,112,94,80,42,2,7,13,5,4,1,0,16,24,23,124,50,26,123,145,45.90
567,Marcus Pettersson,PIT,D,62,1034.8333333333,1,13,7,6,14,29.17,58,1.72,2.36,149,90,30,3,1,7,22,11,11,0,0,4,27,13,89,222,66,0,0,-
568,Andreas Englund,OTT,D,18,165.01666666667,0,2,2,0,2,66.67,8,0.00,0.22,18,9,3,2,0,1,7,2,1,1,0,1,4,3,39,22,8,0,0,-
569,Vladislav Kamenev,COL,C,31,245.3,1,5,4,1,6,75.00,22,4.55,1.49,43,28,22,7,3,4,2,1,1,0,0,4,5,13,25,14,16,37,39,48.68
570,Ryan MacInnis,CBJ,C,9,83.05,0,1,0,1,1,50.00,12,0.00,0.8,14,13,7,2,1,2,0,0,0,0,0,1,2,3,7,11,3,7,11,38.89
571,Nicolas Aube-Kubel,PHI,R,30,301.1,4,5,4,1,9,64.29,35,11.43,3.66,67,53,35,20,3,3,15,6,5,1,0,7,7,12,68,35,14,1,1,50.00
572,Maxim Letunov,S.J,C,3,27.233333333333,1,0,0,0,1,100.00,3,33.33,0.46,4,4,3,2,0,0,0,0,0,0,0,0,1,2,0,1,1,3,3,50.00
573,Brandon Montour,BUF,D,48,800.01666666667,4,9,3,6,13,36.11,70,5.71,2.67,119,96,28,3,1,5,24,12,12,0,0,5,20,8,50,60,42,0,0,-
574,Ryan Donato,MIN,C,56,534.46666666667,13,7,2,5,20,71.43,74,17.57,6.97,142,115,74,42,7,9,8,4,4,0,0,8,10,18,39,58,11,37,55,40.22
575,Christian Dvorak,ARI,"C, L",66,849.68333333333,10,16,12,4,26,60.47,93,10.75,9.64,159,120,108,58,2,12,10,5,5,0,0,3,20,14,36,86,29,356,302,54.10
576,Warren Foegele,CAR,L,62,774.11666666667,10,16,9,7,26,70.27,115,8.70,12.42,186,152,130,67,7,20,20,10,10,0,0,8,23,34,56,83,15,17,19,47.22
577,Brayden Point,T.B,C,60,863.21666666667,16,26,18,8,42,67.74,88,18.18,10.55,168,129,134,60,7,11,9,3,2,1,0,10,12,21,22,70,24,272,295,47.97
578,Jake Walman,STL,D,1,11.066666666667,0,0,0,0,0,0.00,1,0.00,0.02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,-
