"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"590","Jared McCann","FLA, PIT","C","78","91.983333333333","4","0","0","0","4","80.00","11","36.36","0.86","13","12","7","3","2","1","0","0","0","0","0","0","1","3","2","3","2","18","18","50.00"
"683","Derek Ryan","CGY","C","81","155.28333333333","0","4","3","1","4","80.00","7","0.00","0.75","10","9","6","4","2","0","0","0","0","0","0","3","3","9","0","1","7","59","39","60.20"
"56","Blake Wheeler","WPG","R","82","93.533333333333","2","1","1","0","3","75.00","6","33.33","0.74","10","8","6","4","1","0","5","1","0","1","0","2","5","7","4","1","10","1","4","20.00"
"62","Carl Soderberg","COL","C","82","202.7","3","0","0","0","3","100.00","16","18.75","2.04","19","17","10","7","2","1","4","2","2","0","0","1","4","13","10","6","20","95","124","43.38"
"142","Paul Byron","MTL","L","56","77.7","2","1","1","0","3","100.00","4","50.00","0.56","4","4","3","3","2","0","0","0","0","0","0","4","0","2","3","1","5","5","12","29.41"
"161","Ryan McDonagh","T.B","D","82","257.78333333333","0","3","2","1","3","50.00","8","0.00","0.18","9","9","3","0","0","0","2","1","1","0","0","4","7","6","11","2","39","0","0","-"
"167","Lars Eller","WSH","C","81","189.36666666667","1","2","1","1","3","75.00","10","10.00","1.55","14","12","6","3","1","0","0","0","0","0","0","0","11","17","3","2","19","88","113","43.78"
"172","Zack Smith","OTT","L","70","128.76666666667","1","2","2","0","3","100.00","8","12.50","0.79","10","9","6","3","2","1","6","3","3","0","0","7","3","7","3","3","4","55","81","40.44"
"194","Travis Hamonic","CGY","D","69","195.68333333333","1","2","1","1","3","30.00","6","16.67","0.06","7","7","1","0","0","0","2","1","1","0","0","2","11","8","3","7","42","0","0","-"
"195","Derek Stepan","ARI","C","72","139.08333333333","3","0","0","0","3","75.00","26","11.54","1.63","33","28","12","7","9","2","0","0","0","0","0","1","4","12","1","2","6","77","79","49.36"
"221","Ryan O'Reilly","STL","C","82","163.8","1","2","2","0","3","100.00","7","14.29","0.79","9","8","6","3","2","0","0","0","0","0","0","1","2","15","0","0","4","121","111","52.16"
"224","Jakob Silfverberg","ANA","R","73","124.33333333333","2","1","1","0","3","100.00","4","50.00","0.47","8","6","3","3","2","0","2","1","1","0","0","0","1","5","1","4","8","1","2","33.33"
"230","Oliver Ekman-Larsson","ARI","D","81","102.16666666667","1","2","2","0","3","75.00","4","25.00","0.05","5","5","0","0","2","0","0","0","0","0","0","2","3","0","7","1","4","0","0","-"
"253","Casey Cizikas","NYI","C","73","141.86666666667","2","1","1","0","3","100.00","8","25.00","1.05","10","9","6","4","2","0","2","1","1","0","0","6","4","10","2","4","19","77","87","46.95"
"256","Cody Eakin","VGK","C","78","103.33333333333","3","0","0","0","3","75.00","9","33.33","0.97","16","14","8","4","1","1","0","0","0","0","0","3","0","7","5","0","7","36","37","49.32"
"299","Kevin Hayes","NYR, WPG","C, R","71","126.25","2","1","1","0","3","100.00","9","22.22","1.06","16","13","12","5","2","2","0","0","0","0","0","1","2","8","1","1","4","43","64","40.19"
"359","Adam Lowry","WPG","C","78","177.66666666667","1","2","1","1","3","75.00","10","10.00","0.83","11","11","7","6","1","0","2","1","1","0","0","2","4","4","8","3","14","127","115","52.48"
"373","Brandon Saad","CHI","L","80","137.03333333333","3","0","0","0","3","75.00","17","17.65","2.72","28","23","20","9","2","1","0","0","0","0","0","2","4","8","3","4","1","4","5","44.44"
"377","Matt Nieto","COL","L","64","167.8","1","2","2","0","3","50.00","16","6.25","1.09","19","19","9","4","1","0","0","0","0","0","0","1","2","2","1","2","6","8","7","53.33"
"380","William Karlsson","VGK","C","82","125.46666666667","1","2","2","0","3","75.00","16","6.25","1.5","21","19","11","10","2","1","0","0","0","0","0","2","5","6","7","7","5","42","37","53.16"
"383","Ryan Nugent-Hopkins","EDM","C","82","139.05","1","2","2","0","3","100.00","10","10.00","1.18","17","13","10","6","2","1","0","0","0","0","0","4","4","9","4","4","4","53","80","39.85"
"389","Mark Scheifele","WPG","C","82","95.733333333333","0","3","2","1","3","75.00","7","0.00","0.42","10","7","4","1","0","0","2","1","1","0","0","0","4","10","1","4","8","43","59","42.16"
"416","Luke Glendening","DET","C","78","197.45","1","2","2","0","3","50.00","11","9.09","1.07","13","13","8","3","0","2","0","0","0","0","0","0","3","7","8","3","15","87","86","50.29"
"438","Jacob Trouba","WPG","D","82","203.95","1","2","1","1","3","60.00","5","20.00","0.12","5","5","1","0","0","0","8","3","3","0","0","1","10","3","14","2","20","0","0","-"
"458","Teddy Blueger","PIT","C","28","35.816666666667","1","2","2","0","3","100.00","2","50.00","0.18","2","2","1","1","0","0","0","0","0","0","0","2","0","3","0","3","1","6","7","46.15"
"470","Josh Anderson","CBJ","R","82","110.45","2","1","1","0","3","100.00","15","13.33","3.44","20","20","12","10","5","1","0","0","0","0","0","1","0","14","1","4","5","2","8","20.00"
"476","Connor Brown","TOR","R","82","160.48333333333","0","3","2","1","3","100.00","5","0.00","0.24","6","6","2","0","0","0","0","0","0","0","0","2","1","7","1","3","7","7","12","36.84"
"523","J.T. Compher","COL","L","66","125.23333333333","3","0","0","0","3","100.00","8","37.50","0.73","11","10","8","3","1","3","2","1","1","0","0","3","0","4","1","1","10","68","79","46.26"
"538","Seth Jones","CBJ","D","75","171.78333333333","0","3","2","1","3","42.86","9","0.00","0.22","12","10","4","0","1","1","2","1","1","0","0","0","4","6","8","3","17","0","0","-"
"543","Bo Horvat","VAN","C","82","38.35","2","1","1","0","3","100.00","2","100.00","0.13","2","2","1","1","0","0","2","1","1","0","0","1","0","1","1","0","3","45","46","49.45"
"548","Alexander Wennberg","CBJ","C","75","95.9","1","2","2","0","3","75.00","4","25.00","0.36","4","4","2","2","2","0","0","0","0","0","0","0","1","9","3","2","2","25","44","36.23"
"572","Leon Draisaitl","EDM","C","82","95.083333333333","3","0","0","0","3","100.00","11","27.27","1.69","16","15","15","8","4","0","0","0","0","0","0","4","5","12","1","0","4","60","61","49.59"
"583","Dylan Larkin","DET","C","76","99.333333333333","2","1","1","0","3","100.00","13","15.38","1.06","17","14","7","5","1","0","2","1","1","0","0","0","5","8","3","0","3","70","58","54.69"
"613","Viktor Arvidsson","NSH","L, R","58","74.216666666667","2","1","1","0","3","100.00","11","18.18","1.03","16","16","10","6","3","0","0","0","0","0","0","4","2","4","2","2","6","0","2","0.00"
"635","Pavel Zacha","N.J","C","61","132.88333333333","2","1","1","0","3","100.00","16","12.50","1.81","18","17","14","4","6","1","2","1","1","0","0","0","3","8","5","1","1","31","27","53.45"
"667","Mitchell Marner","TOR","C, R","82","110.86666666667","1","2","2","0","3","100.00","13","7.69","1.42","20","18","16","8","1","0","2","1","1","0","0","2","5","13","2","1","3","5","1","83.33"
"678","Evan Rodrigues","BUF","L","74","123.9","0","3","3","0","3","100.00","13","0.00","0.7","19","16","7","2","3","0","2","1","1","0","0","6","1","9","4","5","5","18","18","50.00"
"705","Brandon Tanev","WPG","L","80","172.38333333333","2","1","1","0","3","75.00","10","20.00","1","12","12","9","4","1","0","10","1","0","0","1","3","3","4","16","5","31","3","5","37.50"
"22","Alexander Steen","STL","L","65","127.08333333333","1","1","1","0","2","100.00","6","16.67","0.31","6","6","3","2","0","1","0","0","0","0","0","2","2","11","8","1","14","1","4","20.00"
"28","Ryan Suter","MIN","D","82","189.88333333333","1","1","0","1","2","50.00","3","33.33","0.07","5","3","2","2","1","0","0","0","0","0","0","3","0","2","4","1","8","0","0","-"
"31","Jeff Carter","L.A","C","76","95.3","1","1","1","0","2","100.00","6","16.67","0.81","12","9","5","2","2","1","0","0","0","0","0","1","2","3","4","2","2","42","48","46.67"
"34","Zach Parise","MIN","L","74","86.766666666667","0","2","2","0","2","100.00","5","0.00","0.17","5","5","2","0","0","0","4","2","2","0","0","4","1","2","0","4","9","1","6","14.29"
"39","Brian Boyle","N.J, NSH","C","73","112.25","1","1","1","0","2","100.00","4","25.00","0.2","4","4","2","1","0","0","4","2","2","0","0","4","4","8","5","3","11","11","23","32.35"
"59","Travis Zajac","N.J","C","80","217.01666666667","2","0","0","0","2","33.33","7","28.57","0.71","14","9","8","1","2","0","6","3","3","0","0","2","0","16","1","1","7","94","72","56.63"
"64","Alex Goligoski","ARI","D","76","119.6","0","2","2","0","2","50.00","2","0.00","0.07","2","2","1","0","0","0","0","0","0","0","0","2","2","1","6","3","24","0","0","-"
"74","Paul Stastny","VGK","C","50","54.766666666667","1","1","1","0","2","100.00","2","50.00","0.18","3","3","1","1","0","0","2","1","1","0","0","0","1","1","1","2","1","41","23","64.06"
"75","Sidney Crosby","PIT","C","79","44.9","0","2","2","0","2","100.00","4","0.00","0.43","4","4","4","3","0","1","0","0","0","0","0","5","2","3","1","1","2","15","23","39.47"
"77","Jack Johnson","PIT","D","82","185.65","0","2","0","2","2","40.00","4","0.00","0.04","4","4","0","0","0","0","0","0","0","0","0","5","7","2","25","2","28","0","0","-"
"78","Anze Kopitar","L.A","C","81","159.23333333333","2","0","0","0","2","100.00","9","22.22","1.3","11","10","8","5","3","2","0","0","0","0","0","1","3","4","5","1","9","109","101","51.90"
"88","Kris Letang","PIT","D","65","140.08333333333","1","1","1","0","2","40.00","7","14.29","0.15","8","8","1","1","0","0","2","1","1","0","0","1","14","5","13","2","18","0","0","-"
"94","Niklas Hjalmarsson","ARI","D","82","260.28333333333","0","2","0","2","2","15.38","7","0.00","0.01","7","7","0","0","1","0","6","3","3","0","0","4","9","7","5","7","50","0","0","-"
"101","Bryan Little","WPG","C","82","99.116666666667","0","2","2","0","2","100.00","2","0.00","0.13","4","2","3","1","0","0","0","0","0","0","0","1","1","3","2","1","6","39","48","44.83"
"122","Michael Frolik","CGY","R","65","36.7","2","0","0","0","2","100.00","4","50.00","1.46","5","5","5","3","1","0","2","1","1","0","0","1","4","1","0","0","2","1","1","50.00"
"124","Andrew MacDonald","PHI","D","47","89.85","0","2","0","2","2","100.00","1","0.00","0.08","1","1","1","0","0","0","4","2","2","0","0","1","2","0","2","4","15","0","0","-"
"129","Alex Killorn","T.B","L","82","159.58333333333","1","1","1","0","2","40.00","9","11.11","0.48","13","10","9","1","0","0","6","3","3","0","0","1","4","7","3","3","4","1","3","25.00"
"160","Mikael Backlund","CGY","C","77","106.76666666667","1","1","1","0","2","66.67","10","10.00","1.35","13","12","7","5","0","1","2","1","1","0","0","4","2","7","0","2","2","47","31","60.26"
"169","Nick Holden","VGK","D","61","106.41666666667","0","2","1","1","2","50.00","4","0.00","0.14","6","6","1","1","1","0","0","0","0","0","0","1","1","3","2","2","9","0","0","-"
"176","Steven Stamkos","T.B","C","82","49.333333333333","2","0","0","0","2","100.00","3","66.67","0.34","5","5","3","2","1","0","4","2","2","0","0","3","0","2","0","1","4","75","59","55.97"
"183","Tyler Myers","WPG","D","80","177.41666666667","1","1","0","1","2","40.00","4","25.00","0.58","7","6","5","2","1","1","12","2","1","0","1","2","7","1","12","4","17","0","0","-"
"204","Matt Calvert","COL","L","82","184.58333333333","0","2","2","0","2","100.00","21","0.00","1.66","23","22","13","7","1","4","7","2","1","1","0","3","3","12","6","4","14","13","12","52.00"
"223","Alex Chiasson","EDM","R","73","44.816666666667","1","1","1","0","2","66.67","2","50.00","0.35","3","3","3","2","1","0","2","1","1","0","0","2","2","3","2","0","0","2","2","50.00"
"228","Evander Kane","S.J","L","75","74.833333333333","1","1","1","0","2","100.00","10","10.00","1.16","13","12","10","7","3","0","39","6","2","1","3","4","0","5","6","0","0","8","7","53.33"
"232","Magnus Paajarvi","OTT","L","80","157.86666666667","1","1","1","0","2","100.00","10","10.00","0.82","13","12","7","5","1","0","0","0","0","0","0","1","1","2","2","0","12","5","4","55.56"
"248","Mattias Ekholm","NSH","D","80","179.23333333333","0","2","0","2","2","66.67","4","0.00","0.37","7","6","2","2","0","1","4","2","2","0","0","0","10","1","6","3","19","0","0","-"
"257","Kevin Connauton","ARI","D","50","137.88333333333","0","2","2","0","2","28.57","4","0.00","0.15","5","5","2","0","1","1","0","0","0","0","0","2","2","0","8","0","16","0","0","-"
"304","Riley Sheahan","FLA, PIT","C","82","165.81666666667","1","1","1","0","2","66.67","14","7.14","1.39","18","17","12","10","2","1","0","0","0","0","0","2","3","10","7","6","10","67","64","51.15"
"311","Ryan Johansen","NSH","C","80","114.51666666667","1","1","1","0","2","50.00","3","33.33","0.29","7","6","4","2","1","0","0","0","0","0","0","3","4","10","4","4","1","49","46","51.58"
"315","Mikael Granlund","MIN, NSH","C, R","79","49.05","2","0","0","0","2","100.00","5","40.00","1.33","10","6","4","0","2","0","0","0","0","0","0","0","0","3","0","1","2","3","8","27.27"
"322","Marcus Sorensen","S.J","L","80","84.783333333333","1","1","1","0","2","66.67","3","33.33","0.24","5","5","2","1","1","0","0","0","0","0","0","4","0","5","6","1","5","0","4","0.00"
"388","Mika Zibanejad","NYR","C","82","163.06666666667","2","0","0","0","2","66.67","5","40.00","0.37","8","7","3","1","0","0","0","0","0","0","0","2","10","12","11","3","10","107","114","48.42"
"404","Phillip Danault","MTL","C","81","202.28333333333","0","2","2","0","2","100.00","9","0.00","0.64","14","10","10","3","1","2","5","1","0","1","0","3","7","11","0","0","11","161","134","54.58"
"417","Yanni Gourde","T.B","C","80","139.86666666667","1","1","0","1","2","100.00","7","14.29","1.33","9","9","5","3","0","0","2","1","1","0","0","3","4","10","5","5","4","6","10","37.50"
"427","Scott Laughton","PHI","C","82","184.86666666667","0","2","2","0","2","100.00","17","0.00","1.9","23","20","14","10","1","4","12","2","1","0","1","2","3","11","2","2","12","34","38","47.22"
"430","Mike Matheson","FLA","D","75","180.9","0","2","1","1","2","100.00","4","0.00","0.03","5","4","1","0","0","0","8","4","4","0","0","0","12","7","4","3","30","0","0","-"
"434","Tom Wilson","WSH","R","63","141.15","2","0","0","0","2","100.00","9","22.22","0.67","12","10","6","4","0","0","0","0","0","0","0","12","4","4","10","0","14","6","5","54.55"
"435","Tomas Hertl","S.J","C","77","127.28333333333","1","1","1","0","2","100.00","8","12.50","0.93","13","11","8","3","2","1","2","1","1","0","0","4","4","14","3","3","13","60","70","46.15"
"440","Filip Forsberg","NSH","L","64","67.916666666667","2","0","0","0","2","100.00","7","28.57","1.09","13","11","12","4","4","0","0","0","0","0","0","3","1","16","1","2","6","0","2","0.00"
"441","Radek Faksa","DAL","C","81","130.66666666667","1","1","1","0","2","66.67","10","10.00","1.19","12","12","8","8","0","1","4","2","2","0","0","4","1","3","4","4","10","72","70","50.70"
"444","Oskar Sundqvist","STL","C","74","123.06666666667","1","1","1","0","2","100.00","12","8.33","1.16","16","14","12","8","2","1","0","0","0","0","0","3","1","8","1","4","4","7","23","23.33"
"445","Esa Lindell","DAL","D","82","265.05","2","0","0","0","2","66.67","14","14.29","0.29","17","14","3","0","2","0","4","2","2","0","0","3","11","6","8","4","45","0","0","-"
"449","Devin Shore","ANA, DAL","C","76","97.183333333333","2","0","0","0","2","100.00","3","66.67","0.19","6","4","2","1","0","0","0","0","0","0","0","0","1","4","1","1","5","7","8","46.67"
"450","Jujhar Khaira","EDM","L","60","69.183333333333","1","1","1","0","2","66.67","8","12.50","0.74","9","9","7","3","2","0","0","0","0","0","0","4","2","4","0","0","7","4","9","30.77"
"463","Jaccob Slavin","CAR","D","82","197.08333333333","1","1","1","0","2","40.00","13","7.69","0.25","15","13","1","1","1","0","0","0","0","0","0","2","6","6","12","4","23","0","1","0.00"
"468","Cedric Paquette","T.B","C","80","161.36666666667","2","0","0","0","2","66.67","6","33.33","0.79","8","8","7","5","1","0","25","7","5","1","1","10","1","6","2","5","19","41","61","40.20"
"496","Tyler Motte","VAN","C","74","127.05","2","0","0","0","2","66.67","12","16.67","1.15","14","14","9","4","1","0","0","0","0","0","0","5","3","7","3","1","10","4","7","36.36"
"534","Brett Pesce","CAR","D","73","182.55","0","2","1","1","2","40.00","1","0.00","0.08","1","1","1","0","0","0","0","0","0","0","0","2","5","4","3","4","24","0","0","-"
"547","Josh Morrissey","WPG","D","59","165.78333333333","1","1","0","1","2","50.00","2","50.00","0.13","3","3","1","1","0","0","0","0","0","0","0","1","7","4","7","2","14","0","0","-"
"561","Ryan Carpenter","VGK","C","68","85.116666666667","1","1","1","0","2","66.67","3","33.33","0.1","3","3","2","1","0","1","0","0","0","0","0","0","1","3","4","2","2","15","15","50.00"
"565","Garnet Hathaway","CGY","R","76","128.6","2","0","0","0","2","50.00","9","22.22","1.57","12","11","9","6","2","0","2","1","1","0","0","7","5","4","9","4","8","2","5","28.57"
"568","Pierre-Edouard Bellemare","VGK","C, L","76","147.9","2","0","0","0","2","66.67","10","20.00","1.97","15","13","7","5","3","0","0","0","0","0","0","1","3","7","6","5","12","66","80","45.21"
"589","Kasperi Kapanen","TOR","R","78","125.38333333333","2","0","0","0","2","66.67","9","22.22","1.14","15","13","9","4","4","0","0","0","0","0","0","1","1","8","4","3","5","2","2","50.00"
"596","Ivan Barbashev","STL","C","80","126.86666666667","2","0","0","0","2","100.00","7","28.57","1.21","10","9","6","5","1","0","2","1","1","0","0","4","1","5","1","2","5","16","27","37.21"
"630","Noah Hanifin","CGY","D","80","135.08333333333","1","1","1","0","2","40.00","7","14.29","0.58","9","8","4","2","1","2","0","0","0","0","0","1","2","6","5","0","4","0","0","-"
"636","Connor McDavid","EDM","C","78","49.2","1","1","1","0","2","66.67","3","33.33","0.58","8","7","6","1","0","0","0","0","0","0","0","1","0","0","1","0","1","7","9","43.75"
"652","Brandon Carlo","BOS","D","72","199.06666666667","0","2","0","2","2","66.67","5","0.00","0.1","6","5","1","1","0","0","0","0","0","0","0","4","3","7","19","2","17","0","0","-"
"665","Mathieu Joseph","T.B","R","70","47.766666666667","0","2","2","0","2","100.00","6","0.00","0.46","6","6","5","1","1","0","0","0","0","0","0","1","1","4","0","1","0","1","1","50.00"
"666","Lawson Crouse","ARI","L","81","104.78333333333","2","0","0","0","2","50.00","7","28.57","1.12","10","9","6","3","1","1","0","0","0","0","0","5","1","1","2","3","7","4","6","40.00"
"5","Ron Hainsey","TOR","D","81","229.75","1","0","0","0","1","25.00","9","11.11","0.1","10","10","1","0","2","0","2","1","1","0","0","1","10","5","6","7","25","1","0","100.00"
"13","Mikko Koivu","MIN","C","48","77.266666666667","0","1","1","0","1","100.00","2","0.00","0.2","4","4","2","0","0","0","2","1","1","0","0","1","0","4","1","1","2","52","45","53.61"
"17","Valtteri Filppula","NYI","C","72","133.2","1","0","0","0","1","50.00","6","16.67","0.63","6","6","6","3","3","0","0","0","0","0","0","0","3","7","0","3","3","46","82","35.94"
"18","Trevor Daley","DET","D","44","115.5","1","0","0","0","1","33.33","1","100.00","0.01","1","1","0","0","0","0","0","0","0","0","0","1","13","1","0","1","11","0","0","-"
"19","Frans Nielsen","DET","C","72","99.233333333333","0","1","1","0","1","100.00","3","0.00","0.23","6","5","2","0","0","1","0","0","0","0","0","2","2","1","3","0","5","18","32","36.00"
"21","Johnny Boychuk","NYI","D","74","111.7","0","1","1","0","1","33.33","0","-","0.11","3","3","0","0","0","0","0","0","0","0","0","2","2","2","2","3","21","0","0","-"
"23","Duncan Keith","CHI","D","82","166.36666666667","0","1","1","0","1","50.00","2","0.00","0.14","2","2","1","0","0","0","39","6","2","1","3","3","5","7","3","1","21","0","0","-"
"26","Eric Staal","MIN","C","81","21","0","1","0","1","1","100.00","3","0.00","0.03","3","3","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","6","9","40.00"
"32","Dustin Brown","L.A","R","72","122.48333333333","0","1","1","0","1","100.00","5","0.00","0.53","8","7","6","4","0","0","2","1","1","0","0","2","7","5","6","2","6","0","8","0.00"
"33","Brent Seabrook","CHI","D","78","166.03333333333","0","1","1","0","1","25.00","1","0.00","0.04","2","2","0","0","0","0","0","0","0","0","0","3","14","2","14","1","25","0","0","-"
"35","Eric Fehr","MIN","C","72","136.43333333333","0","1","0","1","1","100.00","7","0.00","0.9","13","12","9","4","1","0","2","1","1","0","0","0","1","8","3","2","16","95","96","49.74"
"49","Joe Pavelski","S.J","C","75","54.65","1","0","0","0","1","100.00","2","50.00","0.12","2","2","1","1","1","0","0","0","0","0","0","1","1","4","2","0","4","36","55","39.56"
"50","Kyle Brodziak","EDM","C","70","117.78333333333","1","0","0","0","1","50.00","7","14.29","0.29","9","7","3","2","2","0","0","0","0","0","0","1","1","9","0","0","3","54","64","45.76"
"55","Andrew Ladd","NYI","L","26","10.566666666667","0","1","1","0","1","100.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","100.00"
"63","Brandon Dubinsky","CBJ","C","61","78.983333333333","0","1","1","0","1","100.00","2","0.00","0.05","2","2","1","0","0","0","15","2","0","1","1","0","0","3","4","2","4","43","49","46.74"
"67","Alexander Edler","VAN","D","56","147.11666666667","0","1","1","0","1","100.00","7","0.00","0","7","7","0","0","0","0","0","0","0","0","0","2","5","2","5","2","36","0","0","-"
"68","Ryan Callahan","T.B","R","52","53.016666666667","0","1","1","0","1","100.00","2","0.00","0.13","3","2","3","0","0","0","2","1","1","0","0","0","0","2","1","1","9","4","10","28.57"
"70","Troy Brouwer","FLA","R","75","125.35","1","0","0","0","1","100.00","6","16.67","0.44","8","7","5","2","1","0","10","1","0","0","1","4","9","6","9","2","8","2","5","28.57"
"81","T.J. Oshie","WSH","R","69","41","1","0","0","0","1","100.00","4","25.00","0.81","5","5","0","0","1","0","2","1","1","0","0","1","0","2","1","1","1","4","9","30.77"
"83","Matt Niskanen","WSH","D","80","221.53333333333","0","1","1","0","1","50.00","6","0.00","0.09","8","7","1","1","0","0","2","1","1","0","0","2","8","9","18","6","28","0","0","-"
"86","Justin Abdelkader","DET","L","71","132.95","1","0","0","0","1","100.00","7","14.29","1.12","9","8","8","5","2","0","2","1","1","0","0","3","3","4","5","0","6","8","9","47.06"
"87","Adam McQuaid","CBJ, NYR","D","50","86.683333333333","0","1","1","0","1","50.00","0","-","0","0","0","0","0","0","0","4","2","2","0","0","5","1","2","11","1","16","0","0","-"
"89","Kris Russell","EDM","D","72","140.5","0","1","0","1","1","33.33","1","0.00","0","1","1","0","0","0","0","2","1","1","0","0","2","9","4","8","1","33","0","0","-"
"91","Vladimir Sobotka","BUF","C","69","130.51666666667","0","1","0","1","1","50.00","5","0.00","0.29","7","7","3","0","3","0","0","0","0","0","0","1","3","3","4","1","7","35","38","47.95"
"98","Dan Girardi","T.B","D","62","140.2","0","1","0","1","1","25.00","1","0.00","0.05","1","1","1","0","0","0","0","0","0","0","0","0","3","3","9","4","22","0","0","-"
"112","Cal Clutterbuck","NYI","R","73","133.8","0","1","1","0","1","100.00","7","0.00","1.21","11","10","4","4","3","0","4","2","2","0","0","3","2","4","9","2","6","2","2","50.00"
"113","Jeff Petry","MTL","D","82","172.8","0","1","0","1","1","50.00","6","0.00","0.2","7","7","1","0","0","0","2","1","1","0","0","1","16","4","18","5","24","0","1","0.00"
"114","Claude Giroux","PHI","C","82","141.9","1","0","0","0","1","50.00","10","10.00","0.77","15","15","8","3","2","0","2","1","1","0","0","1","0","6","2","3","4","72","57","55.81"
"123","Artem Anisimov","CHI","C","78","90.183333333333","1","0","0","0","1","100.00","10","10.00","1.19","14","11","10","3","1","1","0","0","0","0","0","2","2","10","0","1","3","15","21","41.67"
"125","Jonathan Toews","CHI","C","82","143.71666666667","1","0","0","0","1","25.00","7","14.29","1.37","9","8","6","3","2","0","4","2","2","0","0","0","7","9","1","3","8","122","112","52.14"
