"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"JESSE.PULJUJARVI","2018-2020","EDM","R",46,522.97,4,3,7,5,0.8,0.57,4.05,0.46,421,489,-68,46.26,-2.17,13,26,-13,33.33,-13.15,16.79,24.01,-7.22,41.15,-6.53,7,4,-3,102,11.7,3.76,0.43,8,95.75,47,23.3,29.74,47.72,28.55,50.13
"JIMMY.VESEY","2018-2020","NYR/BUF","L",88,1082.37,12,15,27,24,1.5,1.33,20.75,1.15,934,1101,-167,45.9,-0.53,40,46,-6,46.51,-1.24,42.57,52.31,-9.74,44.87,-3.63,8,11,3,219,12.14,12.41,0.69,9.92,100.22,48.24,25.65,28.76,46.27,28.71,49.91
"JOAKIM.NORDSTROM","2018-2020","BOS","C",73,825.53,7,4,11,9,0.8,0.65,18.05,1.31,727,726,1,50.03,-3.52,26,24,2,52,-4.92,26.1,27.66,-1.56,48.55,-3.98,4,11,7,153,11.12,7,0.51,7.45,100.57,48.21,23.28,28.58,52.58,28.29,49.35
"JOAKIM.NYGARD","2018-2020","EDM","L",6,54.72,0,0,0,0,0,0,-0.09,-0.1,32,42,-10,43.24,-4.46,0,3,-3,0,-54.55,1.06,1.55,-0.49,40.61,-8.48,0,1,1,10,10.96,0.48,0.53,0,86.36,55.56,19.21,28.3,43.24,28.55,47.41
"JOAKIM.RYAN","2018-2020","S.J/L.A","D",47,585.3,0,7,7,1,0.72,0.1,14.51,1.49,654,536,118,54.96,-1.46,32,32,0,50,3.85,28.82,25.09,3.73,53.46,-2.92,6,4,-2,86,8.82,1.54,0.16,0,98.89,61.09,26.22,27.86,53.92,28.26,49.54
"JOE.HICKETTS","2018-2020","DET","D",11,173.93,0,0,0,0,0,0,-2.1,-0.72,126,188,-62,40.13,-7.17,2,11,-9,15.38,-22.55,5.13,7.34,-2.21,41.14,-2.75,0,1,1,25,8.62,0.47,0.16,0,92.52,43.3,32.47,27.05,47.03,28.21,50.53
"JOEL.ARMIA","2018-2020","MTL","R",62,747,8,7,15,14,1.2,1.12,25.61,2.06,767,677,90,53.12,-1.32,26,27,-1,49.06,-4.9,29.2,24.72,4.48,54.15,-0.85,5,10,5,200,16.06,8.94,0.72,6.72,98.65,56.32,24.9,29.07,54.15,28.38,49.17
"JOEL.EDMUNDSON","2018-2020","STL/CAR","D",72,1170.76,2,8,10,9,0.51,0.46,18.86,0.97,1103,1044,59,51.37,-0.43,48,45,3,51.61,-3.6,46.26,39.91,6.35,53.68,-1.52,26,5,-21,203,10.4,4.35,0.22,2.06,99.66,47.03,33.99,28.04,51.36,29.33,50.3
"JOEL.ERIKSSON EK","2018-2020","MIN","C",64,737.8,7,7,14,13,1.14,1.06,20.95,1.7,706,680,26,50.94,0.26,29,33,-4,46.77,-0.65,29.68,23.74,5.94,55.56,1.59,7,13,6,165,13.42,10.91,0.89,6.19,97.55,50.12,24.05,29.13,50.27,28.86,50.08
"JOEL.HANLEY","2018-2020","DAL","D",18,228.2,0,1,1,1,0.26,0.26,2.17,0.57,191,184,7,50.93,4.88,6,8,-2,42.86,-5.29,9.45,6.39,3.06,59.66,14.05,2,2,0,26,6.84,0.53,0.14,0,96.84,44.88,26.14,26.9,47.79,28.34,50.02
"JOEL.L'ESPERANCE","2018-2020","DAL","R",21,214.06,2,0,2,2,0.56,0.56,2.05,0.57,201,212,-11,48.67,-1.11,2,6,-4,25,-28.33,7.39,6.63,0.76,52.71,2.15,3,1,-2,43,12.05,1.9,0.53,8.33,96.72,50.44,20.74,28.63,47.94,28.02,50.3
"JOEL.PERSSON","2018-2020","EDM","D",5,76.55,0,0,0,0,0,0,0.97,0.76,73,69,4,51.41,4.14,4,5,-1,44.44,-1.01,2.53,2.52,0.01,50.1,3.64,0,0,0,13,10.19,0.25,0.2,0,99.62,65.12,32.09,28.43,43.95,28.71,45.98
"JOE.MORROW","2018-2020","WPG","D",41,559.52,1,6,7,5,0.75,0.54,3.4,0.36,514,624,-110,45.17,-5.51,28,29,-1,49.12,-4.03,19.04,25.96,-6.92,42.31,-6.68,7,3,-4,119,12.76,1.58,0.17,2.5,102.31,55.32,28.59,26.37,49.16,28.06,49.6
"JOE.PAVELSKI","2018-2020","S.J/DAL","C",83,1176.85,21,16,37,31,1.89,1.58,51.62,2.63,1251,1039,212,54.63,0.67,53,56,-3,48.62,-3.67,61.44,46.28,15.16,57.04,4.04,9,23,14,226,11.52,17.44,0.89,15.33,97.8,53.03,29.23,30.69,53.61,29.51,49.66
"JOE.THORNTON","2018-2020","S.J","C",80,1024.2,10,23,33,25,1.93,1.46,42.27,2.48,1058,807,251,56.73,3.19,52,46,6,53.06,3.43,42.74,37.76,4.98,53.09,-0.15,10,11,1,110,6.44,7.88,0.46,14.71,99.08,54.81,26.37,29.4,52.94,28.72,49.73
"JOEY.ANDERSON","2018-2020","N.J","R",34,379.4,2,2,4,4,0.63,0.63,3.62,0.57,320,355,-35,47.41,0.76,9,17,-8,34.62,-11.26,14.59,16.53,-1.94,46.88,-2.97,2,2,0,67,10.6,2.8,0.44,4.44,94.76,41.86,23.19,28.6,45.98,28.52,49.63
"JOHAN.LARSSON","2018-2020","BUF","L",80,925.62,6,8,14,10,0.91,0.65,17.83,1.16,823,790,33,51.02,0.83,28,35,-7,44.44,-3.5,29.53,33.17,-3.64,47.1,-1.99,17,14,-3,159,10.31,5.85,0.38,7.41,98.62,17.31,23.52,28.38,47.55,28.34,49.63
"JOHN.CARLSON","2018-2020","WSH","D",87,1463.77,10,27,37,26,1.52,1.07,50.1,2.05,1537,1446,91,51.53,3.36,99,69,30,58.93,7.99,65.71,68.66,-2.95,48.9,1.83,8,7,-1,292,11.97,5.97,0.24,7.14,102.83,57.4,35.47,28.35,47.67,29.24,49.9
"JOHN.GILMOUR","2018-2020","NYR","D",5,78.97,0,0,0,0,0,0,-0.82,-0.62,61,92,-31,39.87,-12.96,1,4,-3,20,-17.5,2.98,3.55,-0.57,45.64,-4.94,1,0,-1,19,14.44,0.26,0.2,0,94.47,66.67,32.51,26.46,45.65,28.17,49.42
"JOHN.HAYDEN","2018-2020","CHI/N.J","C",55,469.84,3,2,5,4,0.64,0.51,2.6,0.33,379,448,-69,45.83,-3.37,13,23,-10,36.11,-14.58,16.72,18.95,-2.23,46.87,2.06,8,8,0,88,11.24,4.19,0.54,7.32,97.79,42.28,17.39,27.56,49.56,28.29,49.86
"JOHN.KLINGBERG","2018-2020","DAL","D",72,1395.93,4,15,19,9,0.82,0.39,27.84,1.2,1381,1325,56,51.03,4.45,48,44,4,52.17,4.77,55.53,52.1,3.43,51.59,1.95,7,7,0,261,11.22,4.7,0.2,3.45,100.61,56.37,39.87,29.01,45.34,29.29,50.11
"JOHN.MARINO","2018-2020","PIT","D",5,68.93,0,0,0,0,0,0,-1.3,-1.13,37,63,-26,37,-17.95,0,2,-2,0,-55,1.01,1.63,-0.62,38.26,-14.81,1,0,-1,7,6.09,0.09,0.08,0,93.94,40.48,27.84,25.58,50.85,27.88,50.09
"JOHN.MOORE","2018-2020","BOS","D",61,947.48,1,7,8,5,0.51,0.32,13.35,0.85,908,894,14,50.39,-3.71,30,35,-5,46.15,-11.09,32.73,37.74,-5.01,46.45,-7.36,13,4,-9,165,10.45,3.04,0.19,1.14,98.88,52.59,32,26.91,53.12,28.37,49.39
"JOHNNY.BOYCHUK","2018-2020","NYI","D",78,1259.28,2,13,15,8,0.71,0.38,15.3,0.73,1119,1334,-215,45.62,-3.01,48,47,1,50.53,-8.3,48.27,54.43,-6.16,47,-5.91,7,8,1,313,14.91,4.63,0.22,1.33,101.32,48.41,33.04,27.47,47.81,28.55,49.84
"JOHNNY.GAUDREAU","2018-2020","CGY","L",88,1360.1,25,35,60,49,2.65,2.16,74.73,3.3,1397,1173,224,54.36,0.76,75,57,18,56.82,3.93,61.72,53.54,8.18,53.55,0.92,7,34,27,338,14.91,17.4,0.77,12.76,101.13,56.91,32.5,31.26,52.82,29.43,49.78
"JOHN.QUENNEVILLE","2018-2020","N.J","C",19,194.78,1,0,1,1,0.31,0.31,1.34,0.41,169,195,-26,46.43,-1.71,6,5,1,54.55,-3.95,7.39,8.91,-1.52,45.34,-4.53,2,4,2,31,9.55,1.24,0.38,6.67,101.84,48.31,22.54,29.27,46.45,28.6,50
"JOHN.TAVARES","2018-2020","TOR","C",90,1357.52,35,27,62,52,2.74,2.3,78.28,3.46,1594,1372,222,53.74,2.37,88,63,25,58.28,6.73,69.08,59.85,9.23,53.58,2.62,17,23,6,381,16.84,23.28,1.03,16.59,102.67,52.12,30.62,31.38,47.17,29.89,50
"JONAS.BRODIN","2018-2020","MIN","D",88,1517.37,3,12,15,9,0.59,0.36,25.92,1.02,1416,1322,94,51.72,1.3,43,55,-12,43.88,-4.97,54.1,46.48,7.62,53.79,-0.29,14,7,-7,221,8.74,3.69,0.15,2.65,97.09,45.49,36,27.56,50.55,29.46,50.09
"JONAS.SIEGENTHALER","2018-2020","WSH","D",34,447.92,0,4,4,3,0.54,0.4,5.38,0.72,395,404,-9,49.44,-1.27,17,12,5,58.62,6.15,16.9,12.88,4.02,56.75,7.73,9,2,-7,50,6.7,0.65,0.09,0,102.32,46.9,28.11,26.8,49.98,28.65,49.54
"JONATHAN.DROUIN","2018-2020","MTL","L",86,1133.74,13,25,38,32,2.01,1.69,42.41,2.24,1189,1100,89,51.94,-3.3,55,54,1,50.46,-3.98,46.31,47.13,-0.82,49.56,-6.64,12,12,0,242,12.81,9.58,0.51,9.15,99.74,51.83,27.22,29.82,54.6,29.25,49.42
"JONATHAN.ERICSSON","2018-2020","DET","D",52,757.68,3,2,5,4,0.4,0.32,-2.23,-0.18,635,786,-151,44.69,-4.02,21,34,-13,38.18,-11.49,22.48,38.28,-15.8,37,-11.11,15,5,-10,100,7.92,1.47,0.12,6.98,99.14,42.21,29.84,27.52,47.5,29.1,50.2
"JONATHAN.HUBERDEAU","2018-2020","FLA","C",88,1236.38,17,34,51,44,2.47,2.14,54.31,2.64,1213,1137,76,51.62,2.51,63,61,2,50.81,7.11,54.07,52.44,1.63,50.77,3.69,13,16,3,256,12.42,15.59,0.76,10.49,98.99,47.56,29.15,31.69,48.74,29.7,49.87
"JONATHAN.MARCHESSAULT","2018-2020","VGK","C",89,1293.03,16,24,40,29,1.86,1.35,52.65,2.44,1347,1174,173,53.43,-0.87,64,62,2,50.79,-1.09,60.78,49.45,11.33,55.14,-1.37,18,16,-2,369,17.12,16.96,0.79,7.31,99.07,51.34,29.89,30.48,54.57,29.72,49.9
"JONATHAN.TOEWS","2018-2020","CHI","C",84,1249.26,20,24,44,36,2.11,1.73,44.7,2.15,1243,1267,-24,49.52,0.61,64,60,4,51.61,2.01,50.07,63.77,-13.7,43.98,-1.77,12,13,1,240,11.53,14.73,0.71,12.9,101.32,55.79,30.27,31.21,49.22,29.7,50.07
"JON.MERRILL","2018-2020","VGK","D",64,1046.2,2,13,15,7,0.86,0.4,33.22,1.91,1129,807,322,58.32,4.36,46,36,10,56.1,7.84,50.26,32.62,17.64,60.64,4.12,19,3,-16,164,9.41,2.81,0.16,2.9,99.56,63.83,33.52,27.07,52.94,28.11,49.42
"JONNY.BRODZINSKI","2018-2020","L.A/S.J","C",15,137.7,2,1,3,3,1.31,1.31,2.71,1.18,111,133,-22,45.49,-3.43,6,6,0,50,12.96,3.99,5.94,-1.95,40.18,-10.41,1,0,-1,35,15.25,1.67,0.73,10.53,100.94,54.41,18.95,28.04,48.63,28.3,50.09
"JOONAS.DONSKOI","2018-2020","S.J/COL","R",86,1064.26,13,20,33,24,1.86,1.35,44.3,2.5,1071,911,160,54.04,-0.77,54,45,9,54.55,3.51,49.79,39.49,10.3,55.77,2.56,3,19,16,182,10.26,13.06,0.74,11.5,99.33,54.9,25.64,30.65,53.5,29.11,49.79
"JORDAN.EBERLE","2018-2020","NYI","C",82,1080.81,11,13,24,20,1.33,1.11,26.7,1.48,1048,1075,-27,49.36,2.93,41,40,1,50.62,-3.71,46.7,45.31,1.39,50.76,0.15,6,10,4,204,11.32,12.19,0.68,9.32,100.49,51.5,27.05,30.47,46.63,29.13,50.21
"JORDAN.GREENWAY","2018-2020","MIN","L",87,1091.06,11,14,25,20,1.37,1.1,24.38,1.34,965,996,-31,49.21,-2.35,34,41,-7,45.33,-2.57,40.52,34.84,5.68,53.77,-0.39,16,16,0,205,11.27,10.42,0.57,10.58,98.52,54.42,26.13,30,51.52,28.88,49.92
"JORDAN.KYROU","2018-2020","STL","C",16,148.28,1,2,3,3,1.21,1.21,0.97,0.39,113,161,-48,41.24,-10.71,4,5,-1,44.44,-0.38,4.73,6.93,-2.2,40.57,-16.01,2,2,0,24,9.71,0.9,0.36,6.25,100.73,54.55,19.68,29.3,51.41,28.58,49.43
"JORDAN.MARTINOOK","2018-2020","CAR","L",85,1052.58,12,9,21,20,1.2,1.14,34.97,1.99,1129,933,196,54.75,0.21,38,48,-10,44.19,-10.32,57.87,38.76,19.11,59.89,4.3,16,16,0,246,14.02,17.94,1.02,9.16,96.23,50.53,25.68,29.26,53.71,28.61,49.51
"JORDAN.NOLAN","2018-2020","STL","C",14,107.02,0,2,2,1,1.12,0.56,3.27,1.83,111,97,14,53.37,0.38,7,5,2,58.33,2.24,5.22,4,1.22,56.62,-3.35,3,0,-3,28,15.7,0.73,0.41,0,103.09,18.18,15.97,27.21,50.54,28.16,48.72
"JORDAN.OESTERLE","2018-2020","ARI","D",75,1147.61,3,9,12,7,0.63,0.37,10.22,0.53,1047,1200,-153,46.6,-2.56,43,51,-8,45.74,-3.96,43.27,45.1,-1.83,48.96,-0.54,5,4,-1,177,9.25,2.87,0.15,4.48,99.19,52.55,31.89,27.12,49.73,28.58,49.84
