"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"DANNY.DEKEYSER","2018-2020","DET","D",57,1036.27,4,14,18,13,1.04,0.75,17.27,1,921,999,-78,47.97,2.38,50,41,9,54.95,13.1,37.23,42.94,-5.71,46.44,3.6,16,8,-8,137,7.93,2.79,0.16,6.35,102.64,42.73,36.97,28.07,47.49,29.56,50.16
"DANTE.FABBRO","2018-2020","NSH","D",10,151.8,1,0,1,1,0.4,0.4,2.1,0.83,132,135,-3,49.44,-3.28,6,6,0,50,-8.54,4.26,4.18,0.08,50.47,-2.36,1,2,1,25,9.88,0.24,0.09,10,99.41,52.25,31.91,27.93,50.97,28.9,49.93
"DANTON.HEINEN","2018-2020","BOS","C/L/L",83,1018.91,10,16,26,22,1.53,1.3,35.37,2.08,976,876,100,52.7,-0.47,37,21,16,63.79,12.65,36.79,33.14,3.65,52.61,1.33,6,9,3,188,11.07,9.08,0.53,9.9,102.5,55.57,25.19,29.17,52.19,28.52,49.48
"DARNELL.NURSE","2018-2020","EDM","D",89,1690.64,9,20,29,19,1.03,0.67,21.95,0.78,1403,1666,-263,45.72,-3.38,68,79,-11,46.26,1.33,60.24,78.19,-17.95,43.52,-4.76,24,15,-9,328,11.64,6.99,0.25,5.42,100.24,45.77,38.7,28.84,48.26,29.07,49.92
"DARREN.ARCHIBALD","2018-2020","VAN/OTT","R",12,88.3,1,1,2,1,1.36,0.68,0.49,0.33,61,84,-23,42.07,-9.03,3,6,-3,33.33,-4.17,1.88,3.08,-1.2,37.9,-9.28,3,2,-1,11,7.47,0.72,0.49,10,94.87,43.33,15.73,28.1,47.28,27.55,48.93
"DARREN.HELM","2018-2020","DET","C",67,821.62,8,7,15,15,1.1,1.1,15.21,1.11,739,806,-67,47.83,0.47,26,36,-10,41.94,-3.34,28.61,33.13,-4.52,46.34,1.96,9,9,0,185,13.51,8.38,0.61,7.62,98.26,42.59,25.12,29.86,45.69,29.27,50.23
"DAVID.BACKES","2018-2020","BOS","R",73,796.23,5,7,12,8,0.9,0.6,25.51,1.92,758,671,87,53.04,-0.38,22,12,10,64.71,10.89,27.8,24.01,3.79,53.66,1.61,10,14,4,184,13.87,7.96,0.6,4.03,101.8,46.26,22.22,28.48,50.99,27.92,49.18
"DAVID.KAMPF","2018-2020","CHI","C",65,761.45,4,13,17,13,1.34,1.02,16.99,1.34,659,671,-12,49.55,1,24,27,-3,47.06,-5.53,27.2,27.64,-0.44,49.6,5.82,2,3,1,124,9.77,6.73,0.53,5.48,99.28,35.15,23.76,28.36,49.05,28.74,50.32
"DAVID.KREJCI","2018-2020","BOS","C",86,1206.2,12,36,48,35,2.39,1.74,58.42,2.91,1215,962,253,55.81,4.17,58,41,17,58.59,4.74,47.23,40.74,6.49,53.69,2.8,4,16,12,182,9.05,9.18,0.46,10.62,101.48,62.91,28.81,29.55,52.47,28.78,49.45
"DAVID.PASTRNAK","2018-2020","BOS","R",72,1034.18,24,21,45,38,2.61,2.2,58.95,3.42,1076,882,194,54.95,3.45,60,43,17,58.25,3.97,43.39,35.6,7.79,54.93,4.05,13,24,11,290,16.82,12.73,0.74,14.81,101.48,62.66,29.48,30.22,53.69,29.74,49.6
"DAVID.PERRON","2018-2020","STL","L",63,882.83,16,17,33,27,2.24,1.84,30.22,2.05,753,769,-16,49.47,-0.55,43,30,13,58.9,8.9,31.23,32.25,-1.02,49.2,-1.96,21,10,-11,162,11.01,7.25,0.49,17.02,103.07,48.4,29.18,30.1,49.65,29.2,50.07
"DAVID.SAVARD","2018-2020","CBJ","D",87,1511.29,7,13,20,14,0.79,0.56,29.2,1.16,1346,1352,-6,49.89,-0.34,71,55,16,56.35,7.58,60.39,52.66,7.73,53.42,4.52,14,9,-5,226,8.97,5.39,0.21,6.03,101.58,46.12,34.94,27.45,49.56,28.79,49.86
"DAVID.SCHLEMKO","2018-2020","MTL","D",18,282.5,0,0,0,0,0,0,7.1,1.51,330,250,80,56.9,4.59,12,13,-1,48,-8.25,12.1,11.46,0.64,51.36,-1.13,2,2,0,57,12.11,0.62,0.13,0,97.38,55.91,32.23,27.49,53.75,28.6,49.66
"DEAN.KUKAN","2018-2020","CBJ","D",25,332.56,0,4,4,3,0.72,0.54,6.92,1.25,296,259,37,53.33,2.59,11,8,3,57.89,10.17,14.19,10.57,3.62,57.31,6.06,3,1,-2,39,7.04,0.66,0.12,0,101.11,55.05,26.26,26.45,48.63,28.03,49.62
"DENIS.GURIANOV","2018-2020","DAL","R",25,236.76,1,1,2,1,0.51,0.25,0.9,0.23,192,245,-53,43.94,-4.85,5,5,0,50,-2.5,7.27,7.94,-0.67,47.8,-2.24,0,0,0,41,10.39,2.13,0.54,4.17,100.65,51.49,19.6,29.3,48.23,28.57,50.09
"DENIS.MALGIN","2018-2020","FLA","C",54,617.05,8,9,17,13,1.65,1.26,18.16,1.77,580,543,37,51.65,2.06,25,33,-8,43.1,-3.01,20.32,21.74,-1.42,48.31,0.29,6,6,0,117,11.38,5.55,0.54,11.76,97.79,59.18,23.71,28.72,49.4,28.4,49.69
"DENNIS.CHOLOWSKI","2018-2020","DET","D",58,846.6,3,3,6,6,0.43,0.43,5.11,0.36,787,840,-53,48.37,0.34,28,42,-14,40,-12.53,31.79,35,-3.21,47.6,1.06,9,2,-7,117,8.29,2.96,0.21,5.56,97.94,60.56,29.89,27.7,47.04,28.32,49.6
"DEREK.FORBORT","2018-2020","L.A","D",81,1447.83,2,11,13,6,0.54,0.25,5.05,0.21,1157,1349,-192,46.17,-3.05,39,52,-13,42.86,-3.4,45.63,55.43,-9.8,45.15,-4.11,14,4,-10,172,7.13,2.13,0.09,2.94,99.46,44.63,36.39,29.39,49.75,29.21,50.18
"DEREK.GRANT","2018-2020","PIT/ANA","C",63,614.59,5,9,14,10,1.37,0.98,12.23,1.19,542,618,-76,46.72,-3.55,24,29,-5,45.28,-7.1,23.4,24.53,-1.13,48.82,-0.83,6,4,-2,124,12.11,5.65,0.55,6.33,99.29,36.59,20.27,28.39,47.94,28.45,49.64
"DEREK.RYAN","2018-2020","CGY","C",87,860.65,10,16,26,18,1.81,1.25,32.73,2.28,827,706,121,53.95,0.2,36,24,12,60,5.67,31.92,26.81,5.11,54.35,1.66,11,4,-7,146,10.18,7.46,0.52,11.36,101.8,45.77,20.82,27.86,51.9,28.2,49.48
"DEREK.STEPAN","2018-2020","ARI","C",76,1027.25,10,15,25,21,1.46,1.23,30.62,1.79,1043,1020,23,50.56,1.84,36,41,-5,46.75,0.92,41.53,40.5,1.03,50.63,2.3,4,6,2,234,13.67,11.73,0.69,6.76,98.35,49.44,28.21,29.71,48.86,29.17,49.98
"DERICK.BRASSARD","2018-2020","PIT/FLA/COL/NYI","C",75,942.39,9,5,14,13,0.89,0.83,4.21,0.27,799,975,-176,45.04,-4.94,26,46,-20,36.11,-19.58,31.71,42.74,-11.03,42.59,-10.01,15,5,-10,151,9.61,8.23,0.52,10.34,97.46,44.35,25.72,29.82,49.78,28.6,50.05
"DERRICK.POULIOT","2018-2020","VAN","D",61,928.3,2,8,10,6,0.65,0.39,13.25,0.86,863,852,11,50.32,3.19,44,40,4,52.38,8.48,35,40.2,-5.2,46.54,1,10,1,-9,130,8.4,2.13,0.14,4,101.85,52.18,32.06,27.57,47.66,28.41,50.11
"DERYK.ENGELLAND","2018-2020","VGK","D",81,1286.73,2,7,9,5,0.42,0.23,16.11,0.75,1272,1282,-10,49.8,-5.6,49,55,-6,47.12,-7,53.63,54.13,-0.5,49.77,-8.29,9,3,-6,209,9.75,3.12,0.15,2.04,99.73,50.68,32.69,27.85,55.57,29.12,49.99
"DEVANTE.SMITH-PELLY","2018-2020","WSH","R",54,486.92,4,4,8,7,0.99,0.86,5.15,0.63,410,504,-94,44.86,-3.71,14,20,-6,41.18,-14.95,16.05,19.36,-3.31,45.33,-1.44,5,4,-1,103,12.69,5.83,0.72,7.41,98.73,44.03,18.94,27.83,48.64,28.25,49.72
"DEVIN.SHORE","2018-2020","DAL/ANA","C",81,917.05,6,16,22,17,1.44,1.11,16.09,1.05,804,943,-139,46.02,-1.57,34,39,-5,46.58,-1.59,32.84,37.36,-4.52,46.78,-1.89,3,11,8,140,9.16,7.73,0.51,8.57,99.75,44.06,23.2,29.66,47.87,28.99,49.96
"DEVON.TOEWS","2018-2020","NYI","D",53,819.59,4,10,14,10,1.02,0.73,20.83,1.52,771,708,63,52.13,5.69,31,24,7,56.36,3.14,34.66,27.32,7.34,55.92,5.72,1,4,3,140,10.25,2.86,0.21,5.97,100.84,56.9,31.1,27.27,46.7,28.43,49.56
"DILLON.DUBE","2018-2020","CGY","C",25,231.53,1,4,5,1,1.3,0.26,4.08,1.06,187,217,-30,46.29,-7.73,9,7,2,56.25,4.49,7.94,9.68,-1.74,45.06,-6.23,1,7,6,35,9.07,2.57,0.67,5.56,103.69,51.67,19.62,27.56,52.77,27.99,49.81
"DILLON.HEATHERINGTON","2018-2020","DAL","D",5,50.68,0,1,1,1,1.18,1.18,1.43,1.69,48,58,-10,45.28,7.49,5,1,4,83.33,47.62,2.3,1.71,0.59,57.36,14.82,0,1,1,8,9.47,0.42,0.5,0,113.44,43.48,20.01,26.82,47.39,28.68,51.26
"DION.PHANEUF","2018-2020","L.A","D",67,883.98,1,4,5,2,0.34,0.14,7.58,0.51,842,866,-24,49.3,1.42,28,46,-18,37.84,-9.29,31.23,32.62,-1.39,48.91,2.98,19,17,-2,172,11.67,2.24,0.15,1.45,96.63,54.34,27.31,26.68,48.58,28.32,49.87
"DMITRIJ.JASKIN","2018-2020","WSH","R",37,363.18,2,6,8,3,1.32,0.5,9.02,1.49,343,326,17,51.27,3.69,13,19,-6,40.62,-13.22,13.68,15.88,-2.2,46.28,1.02,4,4,0,90,14.87,4.88,0.81,4.35,97.33,42.08,20.54,27.85,47.5,28.48,49.86
"DMITRY.KULIKOV","2018-2020","WPG","D",64,939.45,1,8,9,4,0.57,0.26,5.63,0.36,830,945,-115,46.76,-1.87,38,38,0,50,0.85,34.96,39.68,-4.72,46.84,-0.94,17,8,-9,116,7.41,2.05,0.13,2.04,101.06,52.77,30.23,27.29,49.59,28.72,49.92
"DMITRY.ORLOV","2018-2020","WSH","D",89,1634.78,3,22,25,15,0.92,0.55,24.3,0.89,1528,1563,-35,49.43,-0.09,70,76,-6,47.95,-10.04,58.8,67.85,-9.05,46.43,-1.9,14,9,-5,215,7.89,4.14,0.15,3.26,99.79,49.62,38.7,28.42,48.04,29.11,49.9
"DOMINIK.KAHUN","2018-2020","CHI/PIT","C",87,1095.6,11,22,33,28,1.81,1.53,35.8,1.96,1056,1063,-7,49.83,0.64,52,37,15,58.43,10.39,42.61,47.35,-4.74,47.37,2.85,5,5,0,207,11.34,10.61,0.58,8.53,102.38,52.37,25.61,30.33,49.31,29.12,50.07
"DOMINIK.SIMON","2018-2020","PIT","C",78,973.72,8,19,27,19,1.66,1.17,40.12,2.47,1019,819,200,55.44,7.77,44,35,9,55.7,1.15,43.06,32.1,10.96,57.29,8.01,10,13,3,210,12.94,10.32,0.64,6.45,100.52,56.43,25.53,30.54,49.23,29.12,49.88
"DOUGIE.HAMILTON","2018-2020","CAR","D",89,1474.32,17,14,31,25,1.26,1.02,64.29,2.62,1730,1295,435,57.19,3.97,68,56,12,54.84,4.12,79.73,57.18,22.55,58.24,2.29,19,8,-11,446,18.15,9.93,0.4,7.8,99.41,54.86,34.43,27.83,52.57,28.87,49.49
"DRAKE.BATHERSON","2018-2020","OTT","C",22,255.85,1,5,6,4,1.41,0.94,-1.47,-0.34,168,318,-150,34.57,-11.74,10,15,-5,40,-8.68,7.03,10.6,-3.57,39.88,-7.06,4,9,5,22,5.16,0.97,0.23,7.69,100.85,48.46,24.05,29.17,45.73,28.2,50.22
"DRAKE.CAGGIULA","2018-2020","EDM/CHI","C",58,748.6,10,8,18,13,1.44,1.04,20.12,1.61,715,728,-13,49.55,1.1,35,38,-3,47.95,-2.62,29.38,33.61,-4.23,46.64,0.84,9,13,4,137,10.98,7.79,0.62,10.75,99.84,54.64,26.41,31.66,47.97,29.03,49.66
"DREW.DOUGHTY","2018-2020","L.A","D",88,1721.43,1,15,16,11,0.56,0.38,9.46,0.33,1409,1590,-181,46.98,-2.55,51,73,-22,41.13,-7.04,55.62,66.69,-11.07,45.47,-5.01,16,4,-12,213,7.42,4.08,0.14,0.95,98.42,47.81,39.95,28.47,49.16,29.25,50.23
"DREW.STAFFORD","2018-2020","N.J","R",57,627.95,4,6,10,8,0.96,0.76,4.38,0.42,477,606,-129,44.04,-2,17,24,-7,41.46,-1.73,21.1,24.2,-3.1,46.58,-0.75,7,2,-5,120,11.47,5.64,0.54,6.15,99.37,43.25,23.34,27.99,46.33,28.17,49.77
"DRYDEN.HUNT","2018-2020","FLA","L",37,390.62,2,8,10,5,1.54,0.77,10.15,1.56,343,361,-18,48.72,-0.98,16,15,1,51.61,7.25,14.61,14.04,0.57,50.99,2.84,7,2,-5,105,16.13,4.58,0.7,3.08,100.19,47.17,21.68,27.76,48.58,28.08,49.32
"DUNCAN.KEITH","2018-2020","CHI","D",84,1567.4,5,27,32,15,1.22,0.57,34.8,1.33,1506,1527,-21,49.65,0.89,83,63,20,56.85,10.76,60.12,73.77,-13.65,44.9,-0.44,19,5,-14,242,9.26,5.17,0.2,4.17,102.23,56.91,37.98,28.43,49.38,29.19,49.9
"DUSTIN.BROWN","2018-2020","L.A","L",78,1163.85,12,22,34,27,1.75,1.39,26.75,1.38,1026,1176,-150,46.59,-2.58,49,57,-8,46.23,-0.04,41.73,48.55,-6.82,46.22,-3.33,11,10,-1,262,13.51,11.98,0.62,8.05,99.59,42.11,30.35,32.25,48.16,29.58,50.46
"DUSTIN.BYFUGLIEN","2018-2020","WPG","D",42,768.03,2,9,11,5,0.86,0.39,18.32,1.43,750,656,94,53.34,2.74,29,25,4,53.7,8.33,28.58,26.28,2.3,52.1,2.36,19,4,-15,165,12.89,4.41,0.34,2.35,100.18,54.32,38.08,28.4,47,29.23,49.93
"DYLAN.DEMELO","2018-2020","OTT","D",81,1323.1,4,12,16,11,0.73,0.5,17.72,0.8,1250,1380,-130,47.53,3.46,76,75,1,50.33,10.91,55.95,59.46,-3.51,48.48,3.52,13,14,1,196,8.89,3.25,0.15,4.04,100.93,50.81,33.18,28.32,45.37,28.55,49.91
"DYLAN.GAMBRELL","2018-2020","S.J","C",14,121.07,0,2,2,1,0.99,0.5,1.2,0.59,100,112,-12,47.17,-2.33,3,4,-1,42.86,-5.29,3.1,5.33,-2.23,36.77,-11.42,1,0,-1,19,9.42,0.44,0.22,0,99.8,57.58,18.48,27.75,51.22,27.65,50.1
"DYLAN.LARKIN","2018-2020","DET","C",82,1363.44,18,28,46,37,2.02,1.63,60.95,2.68,1430,1237,193,53.62,9.47,59,59,0,50,5.56,59.22,57.32,1.9,50.82,8.53,23,28,5,385,16.94,17.03,0.75,8.26,99.23,51.74,33.82,30.44,45.63,29.72,50.28
"DYLAN.MCILRATH","2018-2020","DET","D",7,92.53,0,0,0,0,0,0,0.25,0.16,75,88,-13,46.01,3.04,4,2,2,66.67,21.67,2.7,4.04,-1.34,40.06,0.52,1,1,0,13,8.43,0.08,0.05,0,105.76,46.55,26.07,25.84,46.06,27.99,50.39
"DYLAN.SIKURA","2018-2020","CHI","C",32,357.18,0,7,7,6,1.18,1.01,12.4,2.08,343,283,60,54.79,7.38,16,13,3,55.17,4.73,13.58,13.74,-0.16,49.71,5.83,1,0,-1,87,14.61,2.87,0.48,0,100.37,51.83,22.3,30.46,48.55,28.74,49.63
"DYLAN.STROME","2018-2020","ARI/CHI","C",80,1006.57,13,26,39,28,2.32,1.67,32.44,1.93,967,1042,-75,48.13,-1.21,60,57,3,51.28,4.07,39.35,48.88,-9.53,44.6,-1.95,8,6,-2,178,10.61,8.66,0.52,12.26,101.42,54.5,25.74,30.5,49.15,28.66,49.79
"EGOR.YAKOVLEV","2018-2020","N.J","D",25,383.3,2,5,7,5,1.1,0.78,3.15,0.49,299,373,-74,44.49,-3.1,14,19,-5,42.42,7.36,11.65,16.07,-4.42,42.03,-7.91,3,3,0,54,8.45,1.34,0.21,8.33,99.04,42.15,31.02,26.8,46.95,28.37,50.52
"ELIAS.LINDHOLM","2018-2020","CGY","C",87,1184.49,15,25,40,25,2.03,1.27,53.47,2.71,1229,971,258,55.86,2.57,66,46,20,58.93,6.23,54.04,43.68,10.36,55.3,3.03,9,7,-2,210,10.64,11.55,0.59,12.3,101.54,56.37,28.61,32.29,51.83,29.56,49.9
"ELIAS.PETTERSSON","2018-2020","VAN","C",75,1023.75,17,25,42,37,2.46,2.17,43.67,2.56,995,971,24,50.61,3.28,53,46,7,53.54,9.26,37.63,42.29,-4.66,47.08,1.87,6,27,21,174,10.2,10.43,0.61,17.35,101.47,69.51,28.48,29.71,48.14,28.88,49.99
"EMIL.BEMSTROM","2018-2020","CBJ","C",6,55.48,0,0,0,0,0,0,0.06,0.06,41,42,-1,49.4,-1.15,0,2,-2,0,-52.63,1,1,0,50,-1.87,0,0,0,6,6.49,0.19,0.21,0,90.48,56.52,19.12,29.21,50.34,28.35,51.24
"ERIC.FEHR","2018-2020","MIN","C",72,643.25,4,4,8,6,0.75,0.56,5.68,0.53,537,575,-38,48.29,-3.14,14,28,-14,33.33,-17.38,18.91,18.86,0.05,50.07,-4.52,12,2,-10,110,10.26,5.23,0.49,7.41,95.18,32.64,18.51,26.84,51.62,28.17,49.68
"ERIC.GRYBA","2018-2020","N.J","D",10,134.62,0,0,0,0,0,0,0.12,0.05,112,131,-19,46.09,3.02,5,5,0,50,0,3.82,5.87,-2.05,39.42,-6.28,3,1,-2,23,10.25,0.35,0.16,0,100.28,37.29,29.06,26.68,47.18,28.24,49.29
"ERIC.ROBINSON","2018-2020","CBJ","L",13,151.57,0,0,0,0,0,0,1.2,0.48,117,109,8,51.77,-0.39,1,5,-4,16.67,-25.56,4.7,4.55,0.15,50.81,1.65,0,0,0,32,12.67,1.87,0.74,0,93,41.33,22.26,28.56,48.46,28.49,50.23
"ERIC.STAAL","2018-2020","MIN","C",87,1207.05,14,19,33,25,1.64,1.24,43,2.14,1234,1116,118,52.51,2.38,50,45,5,52.63,7.3,52.35,39.37,12.98,57.08,4.27,12,12,0,270,13.42,16.51,0.82,8.43,99.54,54.15,29.01,31.12,50.28,29.32,49.9
"ERIC.TANGRADI","2018-2020","N.J","L",6,71.92,0,1,1,1,0.83,0.83,0.38,0.32,56,71,-15,44.09,4.09,1,4,-3,20,-6.92,2.78,2.88,-0.1,49.12,8.94,0,0,0,13,10.85,0.64,0.53,0,93.19,35,24.09,27.67,43.32,27.8,49.56
"ERIK.BRANNSTROM","2018-2020","OTT","D",7,89.71,0,1,1,0,0.67,0,0.12,0.08,85,106,-21,44.5,-1.65,3,5,-2,37.5,-7.5,2.91,4.56,-1.65,38.96,-7.13,2,2,0,22,14.71,0.2,0.13,0,98.08,48.39,27.82,26.89,46.02,28.5,48.9
"ERIK.CERNAK","2018-2020","T.B","D",64,1018.78,4,11,15,10,0.88,0.59,23.03,1.36,920,917,3,50.08,-1.16,55,36,19,60.44,5.11,39.16,35.08,4.08,52.75,1.14,15,12,-3,188,11.07,3.4,0.2,3.74,103.63,47.4,33.31,28.28,51.01,29.16,50.39
"ERIK.CONDRA","2018-2020","DAL","R",6,68.2,1,0,1,1,0.88,0.88,1.79,1.57,63,46,17,57.8,10.27,1,3,-2,25,-8.33,2.66,2.23,0.43,54.4,4.76,1,0,-1,11,9.68,0.47,0.41,12.5,90,52.38,22.94,28.67,47.85,28.3,50
"ERIK.GUDBRANSON","2018-2020","VAN/PIT","D",80,1244.06,2,7,9,5,0.43,0.24,2.12,0.1,1085,1260,-175,46.27,-4.23,45,70,-25,39.13,-16.78,44.89,53.8,-8.91,45.49,-5.04,22,13,-9,192,9.26,2.96,0.14,2.15,97.59,45.63,32.54,27.26,49,28.81,50.15
"ERIK.GUSTAFSSON","2018-2020","CHI","D",81,1481.36,9,24,33,19,1.34,0.77,35.1,1.42,1463,1477,-14,49.76,1.1,79,67,12,54.11,6.64,60.51,73.15,-12.64,45.27,-0.04,17,6,-11,246,9.96,4.87,0.2,7.63,102.07,58.48,37.13,28.47,49.09,28.92,50.05
"ERIK.HAULA","2018-2020","VGK/CAR","L",23,287.77,6,5,11,9,2.29,1.88,17.09,3.56,329,237,92,58.13,1.53,14,9,5,60.87,19.8,14.64,8.76,5.88,62.56,5.18,4,9,5,72,15.01,5.05,1.05,16.67,100.18,60.29,26.71,29.11,55.45,28.99,49.78
"ERIK.JOHNSON","2018-2020","COL","D",84,1458.28,5,13,18,10,0.74,0.41,20.07,0.83,1358,1445,-87,48.45,-2.01,54,65,-11,45.38,-10.52,54.47,56.35,-1.88,49.15,-1.28,9,7,-2,260,10.7,4.64,0.19,3.82,98.87,54.82,37.27,29.02,51.45,29.4,50.14
"ERIK.KARLSSON","2018-2020","S.J","D",59,1079.87,1,23,24,12,1.33,0.67,48.16,2.68,1253,878,375,58.8,6.29,59,52,7,53.15,4.81,58.21,40.87,17.34,58.75,7.42,7,7,0,327,18.17,4.87,0.27,0.72,98.38,58.58,37.92,27.97,52.52,28.94,49.56
"ESA.LINDELL","2018-2020","DAL","D",90,1668.57,4,16,20,11,0.72,0.4,9.89,0.36,1396,1712,-316,44.92,-5.19,56,60,-4,48.28,-1.17,54.21,66.58,-12.37,44.88,-8.39,10,8,-2,220,7.91,4.43,0.16,3.85,101.18,41.98,38.11,28.57,50.23,29.5,50.28
"ETHAN.BEAR","2018-2020","EDM","D",7,123.77,1,1,2,1,0.97,0.48,0.42,0.2,94,112,-18,45.63,0.55,4,7,-3,36.36,-26.79,4.61,5.54,-0.93,45.42,3.93,2,0,-2,15,7.27,0.22,0.11,20,95.73,43.66,37.13,30.3,41.05,29.52,47.98
"EVAN.BOUCHARD","2018-2020","EDM","D",7,71.18,0,0,0,0,0,0,1.05,0.89,71,60,11,54.2,9.06,1,4,-3,20,-23.75,2.8,2.79,0.01,50.09,3.26,1,1,0,19,16.02,0.29,0.24,0,90.28,60.53,21.25,27.54,47.62,28.23,49.6
"EVANDER.KANE","2018-2020","S.J","L",79,1145.81,22,18,40,32,2.09,1.68,56.02,2.93,1217,951,266,56.13,1.71,63,60,3,51.22,2.06,57.91,44.59,13.32,56.5,3.76,45,25,-20,365,19.11,19.42,1.02,10.14,98.12,57,30.05,30.3,53.69,29.26,49.63
"EVAN.RODRIGUES","2018-2020","BUF","C",78,930.16,7,14,21,18,1.35,1.16,28.71,1.85,907,852,55,51.56,2.34,36,40,-4,47.37,1.91,35.11,34.99,0.12,50.09,2.82,9,16,7,231,14.9,8.19,0.53,5.26,98.9,40.7,24.42,29.16,48.73,28.57,49.86
"EVGENI.MALKIN","2018-2020","PIT","C",70,985.37,11,29,40,31,2.44,1.89,35.52,2.16,956,960,-4,49.9,0.08,45,46,-1,49.45,-8.8,41.82,40.43,1.39,50.84,-1.16,26,20,-6,208,12.67,11.76,0.72,9.4,100.17,63.16,29.13,29.27,48.23,28.97,49.54
"EVGENY.DADONOV","2018-2020","FLA","R",88,1216.04,19,30,49,34,2.42,1.68,49.27,2.43,1118,1122,-4,49.91,0.07,68,62,6,52.31,9.57,49.39,56.95,-7.56,46.45,-2.65,3,15,12,269,13.27,16.23,0.8,12.18,99.91,50.86,28.67,31.78,49.45,29.73,49.88
"EVGENY.KUZNETSOV","2018-2020","WSH","C",80,1087.31,11,36,47,31,2.59,1.71,33.84,1.87,1009,1138,-129,47,-3.52,65,47,18,58.04,6.34,45.73,56.37,-10.64,44.79,-3.98,21,15,-6,208,11.48,11.26,0.62,9.65,104.5,58.49,28.56,31.05,49.64,29.34,50.01
"FILIP.CHLAPIK","2018-2020","OTT","C",6,65.9,1,1,2,2,1.82,1.82,2.17,1.98,70,64,6,52.24,10.67,3,4,-1,42.86,21.8,2.87,3.35,-0.48,46.14,9.97,1,0,-1,11,10.02,0.97,0.88,12.5,96.81,53.12,23.28,28.19,43.84,28.39,50.17
"FILIP.CHYTIL","2018-2020","NYR","C",75,896.27,6,8,14,13,0.94,0.87,11.35,0.76,764,905,-141,45.78,-0.61,22,39,-17,36.07,-11.53,33.51,39.11,-5.6,46.14,-1.42,3,12,9,212,14.19,11.46,0.77,5.04,97.1,47.73,24.84,28.98,46.44,28.73,49.81
"FILIP.FORSBERG","2018-2020","NSH","L",69,940.27,19,20,39,33,2.49,2.11,52.9,3.38,1078,886,192,54.89,4.55,56,50,6,52.83,-1.49,49.73,40.93,8.8,54.85,6.15,10,22,12,308,19.65,17.03,1.09,11.73,100.21,66.34,28.9,32.16,50.78,29.91,50.17
"FILIP.HRONEK","2018-2020","DET","D",52,854.22,4,10,14,8,0.98,0.56,13.03,0.92,776,784,-8,49.74,4.11,30,41,-11,42.25,2.94,29.41,34.28,-4.87,46.18,2.54,11,8,-3,147,10.33,2.43,0.17,6.35,98.25,44.73,33.26,27.94,45.68,29.2,50.55
"FILIP.ZADINA","2018-2020","DET","R",9,112.07,0,0,0,0,0,0,-3.38,-1.81,78,144,-66,35.14,-9.5,1,7,-6,12.5,-14.17,2.09,6.77,-4.68,23.59,-18.52,0,1,1,18,9.64,0.55,0.29,0,94.9,62.5,25.29,28.14,46.1,28.1,50.96
"FRANK.VATRANO","2018-2020","FLA","C",87,1095.97,18,8,26,21,1.42,1.15,34.88,1.91,1045,1026,19,50.46,0.88,36,48,-12,42.86,-4.04,41.09,43.69,-2.6,48.47,0.14,19,18,-1,295,16.15,14.96,0.82,9.68,97.1,50.45,26.09,29.9,49.9,28.8,49.75
"FRANS.NIELSEN","2018-2020","DET","C",75,910.17,10,14,24,14,1.58,0.92,15.3,1.01,713,882,-169,44.7,-3.34,39,42,-3,48.15,2.45,28.77,35.72,-6.95,44.61,-1.07,5,1,-4,148,9.76,6.59,0.43,10.53,101.12,48.3,24.8,29.01,46.82,28.58,49.95
"FREDERICK.GAUDREAU","2018-2020","NSH","C",54,478.17,3,1,4,4,0.5,0.5,12.44,1.56,464,371,93,55.57,2.98,13,11,2,54.17,-0.07,19.43,13.26,6.17,59.44,8.7,1,7,6,70,8.78,4.58,0.57,7.69,98.81,51.79,18.57,27.53,51.23,27.63,49.11
"FREDERIK.GAUTHIER","2018-2020","TOR","C",78,635.1,5,10,15,10,1.42,0.94,11.38,1.08,530,607,-77,46.61,-6.51,28,27,1,50.91,-3.67,20.28,21.41,-1.13,48.64,-3.3,8,2,-6,97,9.16,5.92,0.56,8.93,102.49,25,16.52,26.44,52.16,27.49,49.23
"FREDRIK.CLAESSON","2018-2020","NYR","D",37,567.7,2,2,4,4,0.42,0.42,5.42,0.57,476,513,-37,48.13,3.66,18,17,1,51.43,7.57,19.49,20.98,-1.49,48.16,3.95,2,2,0,103,10.89,1.74,0.18,4.88,100.51,54.83,31.55,26.7,46.3,28.46,49.29
"GABRIEL.BOURQUE","2018-2020","COL/WPG","L",62,461.68,1,5,6,5,0.78,0.65,2.44,0.32,361,490,-129,42.42,-8.47,15,14,1,51.72,4.67,13.78,19.32,-5.54,41.63,-9.6,3,5,2,62,8.06,3.1,0.4,3.03,101.81,46.43,15.79,27.14,49.73,28.27,49.57
