id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
251,Kevin Hayes,PHI,"C, R",68,105.01666666667,4,3,2,1,7,53.85,21,19.05,2.51,33,29,20,8,0,2,2,1,1,0,0,0,3,1,2,4,0,34,34,50.00
252,Cam Fowler,ANA,D,59,144.38333333333,2,5,2,3,7,70.00,31,6.45,2.17,53,36,18,4,1,3,4,2,2,0,0,0,3,0,0,1,4,0,0,-
253,Vladimir Tarasenko,STL,R,10,23.116666666667,2,2,0,2,4,100.00,4,50.00,0.42,9,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-
254,Austin Watson,NSH,L,53,3.9333333333333,0,0,0,0,0,-,0,-,0.04,1,1,1,0,0,0,22,5,1,4,0,1,0,1,0,0,0,0,0,-
255,Jaden Schwartz,STL,"C, L",70,190.25,7,12,8,4,19,59.38,30,23.33,5.83,48,44,44,31,0,7,2,1,1,0,0,0,3,0,3,9,0,0,2,0.00
256,Riley Sheahan,EDM,C,65,4.1833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,62.50
257,Chris Wagner,BOS,R,66,6.6,0,0,0,0,0,-,0,-,0.07,1,1,0,0,0,0,9,3,2,1,0,0,0,0,2,1,0,0,2,0.00
258,Jeff Skinner,BUF,"C, L",59,137.18333333333,0,3,2,1,3,27.27,29,0.00,3.37,42,34,32,14,1,3,2,1,1,0,0,0,2,1,0,6,0,14,11,56.00
259,Zach Hyman,TOR,"C, L",50,50.3,3,2,0,2,5,100.00,8,37.50,1.46,9,8,9,6,0,0,2,1,1,0,0,0,1,0,1,1,0,1,1,50.00
260,Erik Gudbranson,"ANA, PIT",D,51,8.1666666666667,0,0,0,0,0,-,2,0.00,0.13,2,2,1,0,0,0,14,4,2,2,0,2,0,0,0,0,0,0,0,-
261,Taylor Hall,"ARI, N.J",L,65,218.76666666667,3,13,9,4,16,69.57,61,4.92,4.57,96,77,39,6,2,5,4,2,2,0,0,0,14,2,4,14,1,5,10,33.33
262,Brett Connolly,FLA,R,69,88.783333333333,4,1,0,1,5,71.43,16,25.00,1.92,23,18,12,7,1,1,2,1,1,0,0,0,3,2,2,4,0,1,1,50.00
263,Ryan Johansen,NSH,C,67,169.45,3,6,0,6,9,50.00,16,18.75,2.97,32,25,22,11,0,3,10,5,5,0,0,0,5,2,2,6,0,55,38,59.14
264,Tyler Seguin,DAL,C,68,165.13333333333,3,10,6,4,13,59.09,52,5.77,4.36,85,66,33,10,1,10,0,0,0,0,0,0,9,3,0,2,1,24,12,66.67
265,Mark Pysyk,FLA,D,58,2.8,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
266,Jarred Tinordi,NSH,D,27,1.5166666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,12,3,1,2,0,0,0,0,0,0,0,0,0,-
267,Mikael Granlund,NSH,C,62,144.78333333333,4,2,2,0,6,40.00,25,16.00,3.27,31,28,21,15,0,2,6,3,3,0,0,0,8,0,3,7,1,30,26,53.57
268,Nino Niederreiter,CAR,R,66,120.63333333333,3,8,5,3,11,68.75,15,20.00,3.81,33,27,24,16,1,4,8,4,4,0,0,0,4,1,0,5,0,0,0,-
269,Joakim Nordstrom,BOS,C,47,1.3666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
270,Bryan Rust,PIT,R,54,139.61666666667,6,6,2,4,12,54.55,20,30.00,3.38,36,32,30,11,0,3,2,1,1,0,0,1,3,1,4,10,1,0,0,-
271,Joonas Donskoi,COL,R,64,133.31666666667,4,1,1,0,5,38.46,18,22.22,2.77,25,20,21,11,1,0,2,1,1,0,0,0,1,0,0,8,0,0,1,0.00
272,Jani Hakanpaa,ANA,D,3,1.85,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
273,Tom Kuhnhackl,NYI,R,28,1.1333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
274,Marcus Sorensen,S.J,L,65,14.566666666667,0,0,0,0,0,-,1,0.00,0.06,1,1,0,0,0,0,14,3,2,0,1,0,0,0,0,0,0,0,0,-
275,Tim Heed,S.J,D,37,29.95,0,1,0,1,1,100.00,3,0.00,0.17,6,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
276,Sam Carrick,ANA,C,9,9.9166666666667,0,0,0,0,0,0.00,0,-,0.14,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0.00
277,Brendan Gallagher,MTL,R,58,113.21666666667,1,3,1,2,4,36.36,15,6.67,2.42,24,20,20,13,0,1,11,4,3,1,0,2,3,2,1,4,0,0,0,-
278,Jesper Fast,NYR,R,67,7.4333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,1,0,100.00
279,Anthony Bitetto,WPG,D,51,3.45,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,-
280,Brandon Davidson,"CGY, S.J",D,11,0.23333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
281,Zach Trotman,PIT,D,8,5.8333333333333,0,0,0,0,0,0.00,0,-,0.14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-
282,John Klingberg,DAL,D,57,137.9,2,14,10,4,16,76.19,15,13.33,1.1,44,23,17,0,0,3,4,2,2,0,0,0,6,0,0,3,1,0,0,-
283,Micheal Ferland,VAN,L,14,12.05,0,0,0,0,0,-,1,0.00,0.2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
284,Mark Stone,VGK,R,65,154.1,6,9,5,4,15,65.22,28,21.43,3.52,51,37,35,9,0,6,5,1,0,1,0,2,4,2,2,1,0,1,0,100.00
