"Player","Season","Team","Position","GP","TOI","G","A","P","P1","P/60","P1/60","GS","GS/60","CF","CA","C+/-","CF%","Rel CF%","GF","GA","G+/-","GF%","Rel GF%","xGF","xGA","xG+/-","xGF%","Rel xGF%","iPENT","iPEND","iP+/-","iCF","iCF/60","ixGF","ixGF/60","iSh%","PDO","ZSR","TOI%","TOI% QoT","CF% QoT","TOI% QoC","CF% QoC"
"SEBASTIAN.AHO","2019-2020","CAR","R",12,170.13,1,2,3,2,1.06,0.71,7.42,2.62,200,132,68,60.24,9.4,7,7,0,50,-7.14,8.16,5.75,2.41,58.66,0.89,0,1,1,44,15.52,2.5,0.88,4,97.96,64.71,30.21,29.95,50.9,29.06,49.42
"SETH.JONES","2019-2020","CBJ","D",11,194.25,1,4,5,4,1.54,1.24,5.2,1.61,185,189,-4,49.47,-1.09,7,7,0,50,-1.72,6,6.61,-0.61,47.58,-6.61,2,1,-1,36,11.12,0.77,0.24,5.56,99.79,53.51,36.54,28.33,51.08,29.41,50.1
"SHAYNE.GOSTISBEHERE","2019-2020","PHI","D",11,161.19,0,1,1,0,0.37,0,2.58,0.96,159,143,16,52.65,-2.07,4,5,-1,44.44,0.54,5.94,8.85,-2.91,40.16,-12.87,1,3,2,25,9.31,0.35,0.13,0,98.68,61.68,31.09,26.74,51.76,28.48,48.71
"SHEA.THEODORE","2019-2020","VGK","D",13,213.35,1,1,2,2,0.56,0.56,5.68,1.6,229,174,55,56.82,7.77,5,9,-4,35.71,-7.53,10.69,7.2,3.49,59.75,6.19,1,3,2,40,11.25,0.52,0.15,5.88,95.05,48.68,35.15,28.36,47.67,29.54,50.65
"SHEA.WEBER","2019-2020","MTL","D",11,167.97,0,1,1,0,0.36,0,3.43,1.23,187,164,23,53.28,1.22,7,7,0,50,-6.67,7.65,5.74,1.91,57.13,3.01,1,1,0,34,12.15,0.52,0.19,0,99.16,46.38,32.67,27.4,49.59,29.85,50.01
"SIDNEY.CROSBY","2019-2020","PIT","C",13,212.4,2,10,12,10,3.39,2.82,14.45,4.08,236,185,51,56.06,7.14,13,7,6,65,9.44,9.54,7.7,1.84,55.34,4.25,1,2,1,40,11.3,2.33,0.66,7.41,103.48,64.96,32.82,32.86,48.69,29.68,49.94
"SLATER.KOEKKOEK","2019-2020","CHI","D",6,86.82,0,2,2,1,1.38,0.69,2.85,1.97,93,71,22,56.71,17.01,5,5,0,50,12.5,4.71,4.03,0.68,53.89,19.74,2,1,-1,17,11.75,0.2,0.14,0,98.07,32.61,29.26,27.09,45.78,29.12,51.82
"SONNY.MILANO","2019-2020","CBJ","L",9,77.21,2,3,5,4,3.89,3.11,4.05,3.15,78,81,-3,49.06,-2.61,7,7,0,50,-15,3.65,2.65,1,57.94,7.4,1,2,1,14,10.88,0.45,0.35,25,99.46,51.28,17.7,27.82,47.63,27.93,49.84
"STEVEN.KAMPFER","2019-2020","BOS","D",1,11.62,0,0,0,0,0,0,0.05,0.26,10,10,0,50,6.36,0,0,0,NA,NA,0.26,0.39,-0.13,40,6.89,1,0,-1,3,15.49,0.04,0.21,0,100,45.45,25.69,26.19,52.53,27.79,45.37
"STEVEN.STAMKOS","2019-2020","T.B","C",11,158.83,1,5,6,5,2.27,1.89,5.04,1.9,136,160,-24,45.95,-3.38,8,7,1,53.33,-4.36,5.5,6.63,-1.13,45.34,-4.61,1,2,1,29,10.96,1.31,0.49,5.56,103.66,59.66,30.69,31.05,51.67,29.48,51
"TANNER.PEARSON","2019-2020","VAN","L",11,136.58,2,2,4,2,1.76,0.88,5.71,2.51,149,138,11,51.92,0.42,4,6,-2,40,-24.86,5.89,6.68,-0.79,46.86,-5.4,0,3,3,41,18.01,2.21,0.97,7.41,98.02,50.55,27.1,30.61,50.23,29.5,49.18
"TARO.HIROSE","2019-2020","DET","L",13,126.88,0,0,0,0,0,0,-1.17,-0.55,100,122,-22,45.05,-4.29,1,6,-5,14.29,-30.95,3.21,4.86,-1.65,39.78,-10.21,2,0,-2,16,7.57,0.85,0.4,0,93.85,43.33,20.56,28.9,46.32,28.49,49.8
"TAYLOR.FEDUN","2019-2020","DAL","D",11,144.37,0,3,3,3,1.25,1.25,4.01,1.67,123,114,9,51.9,4.55,6,4,2,60,18.62,4.73,3.37,1.36,58.4,8.98,2,0,-2,31,12.88,0.45,0.19,0,102.45,46.25,27.13,26.46,49.34,28.19,49.09
"TAYLOR.HALL","2019-2020","N.J","L",9,127.74,1,4,5,4,2.35,1.88,3.18,1.49,96,123,-27,43.84,-4.05,6,8,-2,42.86,-1.59,3.47,5.75,-2.28,37.64,-13.95,3,2,-1,32,15.03,1,0.47,5,100.65,46.59,30.67,29.97,51.39,30.21,51.02
"TEDDY.BLUEGER","2019-2020","PIT","C",13,165.3,2,2,4,4,1.45,1.45,4.26,1.55,145,135,10,51.79,0.36,6,8,-2,42.86,-21.43,5,5.26,-0.26,48.73,-5.27,3,2,-1,20,7.26,1.14,0.41,14.29,98.58,25.96,25.55,28.94,54.54,28.85,50.15
"TEUVO.TERAVAINEN","2019-2020","CAR","L",12,155.42,2,1,3,3,1.16,1.16,6.49,2.51,164,119,45,57.95,5.64,7,4,3,63.64,12.02,6.22,4.19,2.03,59.75,2.22,0,0,0,39,15.06,1.67,0.64,11.11,101.7,58.16,27.6,31.15,52.5,29.54,49.68
"THOMAS.CHABOT","2019-2020","OTT","D",11,226.55,1,4,5,4,1.32,1.06,3.22,0.85,215,261,-46,45.17,-3.16,10,11,-1,47.62,-0.21,7.54,9.24,-1.7,44.93,-7,3,2,-1,51,13.51,0.74,0.2,4.76,100.55,50,45.74,30.06,45.99,29.35,48.66
"TIM.HEED","2019-2020","S.J","D",9,75.5,0,0,0,0,0,0,0.17,0.14,65,71,-6,47.79,3.93,1,2,-1,33.33,-3.03,2.09,3.64,-1.55,36.47,0.35,0,0,0,13,10.33,0.16,0.13,0,97.82,60.61,19.27,25.79,49.46,27.54,50.33
"TIMO.MEIER","2019-2020","S.J","R",13,165.6,1,2,3,2,1.09,0.72,3.15,1.14,141,154,-13,47.8,-1.34,3,7,-4,30,-6.36,5.12,6.23,-1.11,45.11,6.49,1,2,1,43,15.58,2.17,0.79,3.7,95.31,52.08,29.38,32.05,47.53,29.51,50.58
"TIM.SCHALLER","2019-2020","VAN","C",11,101.46,3,0,3,3,1.77,1.77,2.88,1.7,89,97,-8,47.85,-4.68,5,4,1,55.56,-4.97,5.02,3.67,1.35,57.77,9.31,3,0,-3,24,14.19,1.41,0.83,20,101.87,29.63,20.13,28.17,45.19,29.17,49.64
"TJ.BRODIE","2019-2020","CGY","D",14,215.06,0,5,5,1,1.39,0.28,5.15,1.44,193,187,6,50.79,-0.44,12,7,5,63.16,27.86,7.01,6.91,0.1,50.36,0.14,4,1,-3,27,7.53,0.31,0.09,0,105.1,47.55,32.95,27.57,51.07,29.11,51.23
"T.J..OSHIE","2019-2020","WSH","R",14,182.41,3,3,6,5,1.97,1.64,5.88,1.93,167,182,-15,47.85,-3.96,12,10,2,54.55,4.55,6.61,7.5,-0.89,46.85,-3.49,2,5,3,24,7.89,1.42,0.47,23.08,102.77,43.75,29.93,31.82,52.73,30.15,49.54
"TOBIAS.BJORNFOT","2019-2020","L.A","D",3,35.9,0,0,0,0,0,0,-1.45,-2.42,26,43,-17,37.68,-19.6,0,4,-4,0,-52.94,0.64,1.98,-1.34,24.43,-38.11,0,0,0,0,0,0,0,NA,81.82,53.57,24.75,27.69,53.5,28.7,49.48
"TOBIAS.RIEDER","2019-2020","CGY","C",10,91.35,1,0,1,1,0.66,0.66,1.75,1.15,98,90,8,52.13,3.46,2,5,-3,28.57,-15.87,3.09,2.77,0.32,52.73,3.77,0,1,1,22,14.45,1.08,0.71,10,93.39,40.43,19.65,27.87,49,28.04,50.53
"TOMAS.HERTL","2019-2020","S.J","C",13,158.07,0,4,4,3,1.52,1.14,3.16,1.2,150,140,10,51.72,4.23,5,11,-6,31.25,-5.59,5.45,6.35,-0.9,46.19,8.08,3,2,-1,32,12.15,1.42,0.54,0,93.29,49.52,28.04,31.83,50.01,29.52,50.59
"TOMAS.JURCO","2019-2020","EDM","R",11,104.61,0,2,2,2,1.15,1.15,2.47,1.42,93,88,5,51.38,3.8,4,3,1,57.14,15.21,3.96,3.49,0.47,53.15,6.23,1,1,0,19,10.9,0.82,0.47,0,102.33,61.02,19.49,28.25,48.58,28.07,48.05
"TOMAS.NOSEK","2019-2020","VGK","L",13,122.37,2,1,3,3,1.47,1.47,3.85,1.89,121,125,-4,49.19,-3.33,5,6,-1,45.45,5.45,5.9,4.54,1.36,56.51,0.62,2,1,-1,32,15.69,2.73,1.34,8.7,98.26,53.75,20.16,27.49,52.89,27.84,49.95
"TOMAS.TATAR","2019-2020","MTL","L",11,138.92,1,2,3,3,1.3,1.3,5.66,2.44,164,114,50,58.99,9.06,8,9,-1,47.06,-12.2,6.46,4.67,1.79,58.04,4.04,5,1,-4,31,13.39,1.35,0.58,4.35,95.65,50,27.02,30.11,52.41,30.43,50.03
"TOM.KUHNHACKL","2019-2020","NYI","R",6,61.67,0,0,0,0,0,0,-0.57,-0.55,51,75,-24,40.48,-4.06,1,2,-1,33.33,-16.67,1.43,3.38,-1.95,29.73,-17.41,0,0,0,12,11.68,0.39,0.38,0,97.86,40.91,19.89,31.06,45.64,29.34,50.66
"TOM.WILSON","2019-2020","WSH","R",14,169.8,3,0,3,3,1.06,1.06,4.62,1.63,175,159,16,52.4,2.52,7,9,-2,43.75,-10.8,6.55,6.64,-0.09,49.66,0.6,6,3,-3,39,13.78,1.78,0.63,11.54,96.5,56.44,27.86,31.3,48.83,29.49,49.48
"TONY.DEANGELO","2019-2020","NYR","D",10,147.9,3,3,6,4,2.43,1.62,3.18,1.29,144,169,-25,46.01,4.67,8,11,-3,42.11,-13.89,7.05,8.69,-1.64,44.79,0.47,3,0,-3,33,13.39,1.29,0.52,23.08,98.84,50.55,32.23,28.6,41.6,29.6,49.58
"TOREY.KRUG","2019-2020","BOS","D",12,185.3,1,0,1,1,0.32,0.32,4.63,1.5,183,137,46,57.19,5.58,8,5,3,61.54,-0.53,5.43,6.26,-0.83,46.45,-7.6,4,1,-3,29,9.39,0.57,0.18,6.67,102.33,73.23,33.11,27.42,52.66,28.77,49.2
"TRAVIS.BOYD","2019-2020","WSH","C",2,13.57,0,1,1,0,4.42,0,0.92,4.07,15,16,-1,48.39,0.73,2,1,1,66.67,16.67,0.36,0.48,-0.12,42.86,3.2,0,1,1,1,4.42,0.12,0.53,0,112.22,77.78,16.14,27.84,49.44,27.1,49.34
"TRAVIS.DERMOTT","2019-2020","TOR","D",1,9.05,0,0,0,0,0,0,-0.1,-0.66,6,8,-2,42.86,-8.93,0,0,0,NA,NA,0.16,0.2,-0.04,44.44,-17.75,0,0,0,1,6.63,0,0,NA,100,33.33,24.36,25.72,52.13,28.04,50.28
"TRAVIS.HAMONIC","2019-2020","CGY","D",14,236.33,0,2,2,0,0.51,0,2.2,0.56,233,231,2,50.22,-1.41,7,13,-6,35,-16.52,8.94,9.7,-0.76,47.96,-3.82,3,1,-2,37,9.39,0.6,0.15,0,95.83,52.76,36.21,28.44,53.33,29.11,50.82
"TRAVIS.KONECNY","2019-2020","PHI","C",11,141.9,3,3,6,6,2.54,2.54,9.44,3.99,173,95,78,64.55,14.7,7,10,-3,41.18,-4.28,6.64,5.21,1.43,56.03,9.47,1,2,1,30,12.68,1.92,0.81,17.65,90.15,41.41,27.37,30.53,51.87,29.37,49.04
"TRAVIS.SANHEIM","2019-2020","PHI","D",11,188.65,0,4,4,2,1.27,0.64,5.83,1.85,196,153,43,56.16,3.36,10,12,-2,45.45,2.6,9.49,7.03,2.46,57.45,13.06,2,2,0,38,12.09,1.04,0.33,0,96.81,49.02,36.38,27.4,52.73,28.95,49.14
"TRAVIS.ZAJAC","2019-2020","N.J","C",9,113.63,1,3,4,3,2.11,1.58,3.67,1.94,89,77,12,53.61,9.39,4,4,0,50,7.58,3.82,2.74,1.08,58.23,15.31,2,2,0,6,3.17,0.48,0.25,25,96.49,53.85,27.28,29.91,45.23,29.89,51.05
"TREVOR.CARRICK","2019-2020","S.J","D",3,14.02,0,0,0,0,0,0,0.08,0.34,11,11,0,50,-11.4,0,0,0,NA,NA,0.17,0.22,-0.05,43.59,-6.86,1,1,0,2,8.56,0.01,0.04,0,100,81.25,11.06,27.64,48.65,28.12,48.76
"TREVOR.DALEY","2019-2020","DET","D",9,118.79,0,0,0,0,0,0,-1.03,-0.52,82,115,-33,41.62,-11.3,5,5,0,50,6.52,3.29,4.19,-0.9,43.98,-4.8,3,1,-2,10,5.05,0.23,0.12,0,101.5,58.7,28.16,26.43,49.1,28.21,49.09
"TREVOR.LEWIS","2019-2020","L.A","C",12,140.86,1,1,2,1,0.85,0.43,5.41,2.3,162,118,44,57.86,5.71,5,6,-1,45.45,3.79,6.01,4.37,1.64,57.9,4.22,1,3,2,31,13.2,1.21,0.52,4.76,94.81,56.96,24.99,28.7,52.71,28,49.73
"TREVOR.MOORE","2019-2020","TOR","C",14,148.15,2,1,3,3,1.21,1.21,4.04,1.64,143,150,-7,48.81,-5.52,7,7,0,50,1.02,4.66,5.19,-0.53,47.31,-4.02,1,3,2,36,14.58,1.72,0.7,10,101.26,60.49,23.28,29.24,55.14,28.5,49.75
"TREVOR.VAN RIEMSDYK","2019-2020","CAR","D",4,52.3,0,0,0,0,0,0,-0.22,-0.25,40,47,-7,45.98,-8.68,1,2,-1,33.33,-21.21,1.31,1.67,-0.36,43.96,-11.7,0,0,0,6,6.88,0.02,0.02,0,98.56,29.17,26.27,26.88,54.36,28.19,48.45
"TROY.STECHER","2019-2020","VAN","D",11,141.35,1,1,2,1,0.85,0.42,3.39,1.44,130,125,5,50.98,-0.87,7,3,4,70,13.24,4.66,5.41,-0.75,46.28,-5.74,4,3,-1,27,11.46,0.47,0.2,8.33,106.89,47.22,28.05,26.63,48.14,28.04,49.17
"TROY.TERRY","2019-2020","ANA","C",14,146.53,2,1,3,3,1.23,1.23,2.07,0.85,115,135,-20,46,-1.37,3,7,-4,30,-31.9,3.86,6.52,-2.66,37.19,-11.58,0,2,2,26,10.65,1.29,0.53,12.5,95.35,63.41,23.85,29.42,45.82,28.37,50.89
"TUCKER.POOLMAN","2019-2020","WPG","D",12,180.6,1,0,1,1,0.33,0.33,1.15,0.38,170,169,1,50.15,-1.95,7,14,-7,33.33,-14.81,5.64,7.78,-2.14,42.03,-5.07,1,1,0,35,11.63,0.55,0.18,7.14,93.52,54.13,30.03,28.58,50.5,29.57,48.54
"TYLER.BERTUZZI","2019-2020","DET","L",13,190,4,6,10,7,3.16,2.21,10.45,3.3,211,180,31,53.96,8.4,12,11,1,52.17,21.4,7.73,7.63,0.1,50.33,3.51,0,2,2,36,11.37,2.24,0.71,20,102.17,55.26,30.78,32.49,50.82,29.78,49.88
"TYLER.BOZAK","2019-2020","STL","C",12,123.08,0,3,3,2,1.46,0.97,2.53,1.23,101,111,-10,47.64,-0.4,3,3,0,50,2.63,4.2,3.92,0.28,51.72,7.56,2,1,-1,18,8.77,0.84,0.41,0,100.4,53.33,21.75,28.08,45.92,28.08,50.54
"TYLER.ENNIS","2019-2020","OTT","C",11,137.63,1,1,2,2,0.87,0.87,1.71,0.75,147,151,-4,49.33,3.52,2,10,-8,16.67,-42.71,5.49,7.2,-1.71,43.26,-8.37,1,1,0,31,13.51,1.93,0.84,5.56,91.75,45.45,27.79,30.64,45.46,29.03,48.91
"TYLER.JOHNSON","2019-2020","T.B","C",11,138.11,3,2,5,5,2.17,2.17,5.92,2.57,132,122,10,51.97,4.99,7,5,2,58.33,3.16,4.95,4.18,0.77,54.22,7.88,0,0,0,32,13.9,1.5,0.65,15.79,103.42,42.39,26.69,30.04,47.89,28.8,51.23
"TYLER.LEWINGTON","2019-2020","WSH","D",5,46.16,0,0,0,0,0,0,-0.3,-0.39,37,41,-4,47.44,-4.24,1,3,-2,25,-25,1.23,1.43,-0.2,46.24,-8.87,3,2,-1,3,3.9,0.03,0.04,0,90.88,70.83,22.08,26.72,51.29,27.61,49.32
"TYLER.MOTTE","2019-2020","VAN","C",6,63.18,0,1,1,1,0.95,0.95,1.27,1.21,67,64,3,51.15,-1.56,2,3,-1,40,-13.33,3.67,2.63,1.04,58.25,15.41,0,0,0,8,7.6,0.35,0.33,0,95.26,14.81,23.91,27.77,47.7,29.52,48
"TYLER.MYERS","2019-2020","VAN","D",11,189.49,0,2,2,2,0.63,0.63,5.65,1.79,220,170,50,56.41,8.09,11,9,2,55,-7.96,8.74,8.47,0.27,50.78,0.42,4,2,-2,45,14.25,1.06,0.34,0,100.41,48.51,37.6,27.87,46.49,29.71,49.5
"TYLER.PITLICK","2019-2020","PHI","C",8,81.03,0,1,1,1,0.74,0.74,0.12,0.09,57,67,-10,45.97,-9.98,2,6,-4,25,-12.04,2.38,3.37,-0.99,41.39,-9.02,1,2,1,9,6.66,0.56,0.41,0,90.93,47.92,21.23,28.03,52.26,28.38,48.62
"TYLER.SEGUIN","2019-2020","DAL","C",14,209.45,2,1,3,2,0.86,0.57,2.85,0.82,172,199,-27,46.36,-4.09,5,7,-2,41.67,-4.05,6.84,5.61,1.23,54.94,6.45,1,2,1,42,12.03,2.5,0.72,7.69,98.25,57.24,31.42,30.88,50.59,29.86,50.26
"TYLER.TOFFOLI","2019-2020","L.A","C",12,135.47,3,2,5,4,2.21,1.77,6.23,2.76,157,132,25,54.33,1.01,7,9,-2,43.75,1.89,6.44,4.96,1.48,56.49,2.46,1,1,0,48,21.26,2.48,1.1,12.5,95.29,54.88,24.04,28.99,53.95,28.75,49.81
"TYSON.BARRIE","2019-2020","TOR","D",14,250.61,0,3,3,3,0.72,0.72,5.62,1.35,263,220,43,54.45,2.27,8,16,-8,33.33,-25.64,8.43,10.45,-2.02,44.65,-9.44,3,0,-3,61,14.6,0.75,0.18,0,93.56,57.06,39.37,28.58,53.11,28.88,49.78
"TYSON.JOST","2019-2020","COL","C",11,112.51,4,1,5,5,2.67,2.67,6.54,3.49,113,105,8,51.83,3.66,6,3,3,66.67,4.9,3.51,4.06,-0.55,46.37,-5.4,2,6,4,31,16.53,1.21,0.65,20,104.91,40.91,23.7,28.66,52.46,28.54,50.25
"VALENTIN.ZYKOV","2019-2020","VGK","L",7,75.1,0,2,2,1,1.6,0.8,0.91,0.73,58,75,-17,43.61,-8.56,2,3,-1,40,-10,1.99,2.95,-0.96,40.28,-20.41,1,1,0,12,9.59,0.37,0.3,0,100,60,22.73,29.09,50.86,28.02,51.63
"VALERI.NICHUSHKIN","2019-2020","COL","R",7,56.3,0,1,1,0,1.07,0,1.05,1.12,42,56,-14,42.86,-9.61,3,1,2,75,17.86,1.64,1.23,0.41,57.14,5.39,1,3,2,9,9.59,0.41,0.44,0,107.78,32.26,19.69,27.7,51.54,28.48,50.43
"VALTTERI.FILPPULA","2019-2020","DET","C",13,163.55,1,2,3,3,1.1,1.1,1.08,0.4,129,150,-21,46.24,-2.99,3,10,-7,23.08,-24.15,4.68,6.38,-1.7,42.31,-7.75,1,2,1,14,5.14,0.97,0.36,8.33,92.4,40.7,26.5,29.25,45.07,28.88,49.71
"VICTOR.HEDMAN","2019-2020","T.B","D",11,172.28,1,4,5,3,1.74,1.04,3.37,1.17,150,176,-26,46.01,-3.44,9,7,2,56.25,0.25,6.99,6.05,0.94,53.6,8.31,3,2,-1,23,8.01,0.5,0.17,11.11,102.88,41.41,33.29,28.27,49.84,29.11,51.78
"VICTOR.METE","2019-2020","MTL","D",11,168.9,1,1,2,1,0.71,0.36,3.69,1.31,163,158,5,50.78,-2.54,7,4,3,63.64,12.12,6.56,4.89,1.67,57.29,2.99,0,1,1,24,8.53,0.41,0.15,10,103.11,43.51,32.85,27.32,55.03,29.78,50.02
"VICTOR.OLOFSSON","2019-2020","BUF","R",13,170.37,0,2,2,1,0.7,0.35,1.35,0.48,152,180,-28,45.78,-2.42,8,6,2,57.14,-2.23,5.92,6.32,-0.4,48.37,0.62,1,2,1,27,9.51,1.31,0.46,0,103.8,55.45,28.02,32.7,54.61,30.15,50.1
"VICTOR.RASK","2019-2020","MIN","C",6,55.46,1,1,2,1,2.16,1.08,1.77,1.91,39,41,-2,48.75,0.28,3,1,2,75,32.14,1.19,0.9,0.29,56.94,4.43,0,0,0,7,7.57,0.15,0.16,33.33,109.12,62.96,19.36,27.89,50.87,27.5,50.54
"VIKTOR.ARVIDSSON","2019-2020","NSH","L",12,143.28,4,2,6,6,2.51,2.51,7.73,3.24,146,135,11,51.96,1.02,8,3,5,72.73,11.75,5.23,5.02,0.21,51.02,-1.64,0,4,4,38,15.91,2.02,0.85,23.53,106.7,69.77,25.62,30.25,44.21,29.55,50.31
"VILLE.HEINOLA","2019-2020","WPG","D",8,134.16,1,3,4,1,1.79,0.45,3.07,1.37,121,132,-11,47.83,-2.07,8,5,3,61.54,21.54,4.69,6.79,-2.1,40.85,-5.31,2,1,-1,16,7.16,0.37,0.17,11.11,106.1,59.09,33.08,28.48,53.58,28.69,47.36
"VINCE.DUNN","2019-2020","STL","D",12,159.84,0,0,0,0,0,0,3.73,1.4,156,125,31,55.52,10.72,8,4,4,66.67,26.04,5.78,5.54,0.24,51.06,7.6,1,0,-1,35,13.14,0.71,0.27,0,104.01,58.93,28.24,26.8,43.97,28,50.28
"VINCENT.TROCHECK","2019-2020","FLA","C",8,107.25,0,3,3,1,1.68,0.56,3.99,2.23,95,82,13,53.67,-0.44,4,5,-1,44.44,0.44,2.96,2.76,0.2,51.75,-0.76,0,1,1,27,15.1,0.97,0.54,0,95.69,66.1,29.47,30.21,50.8,28.55,48.06
"VINNIE.HINOSTROZA","2019-2020","ARI","C",11,126.22,0,2,2,1,0.95,0.48,0.62,0.29,105,138,-33,43.21,-12.61,2,3,-1,40,-20.71,4.37,4.64,-0.27,48.5,-10.73,2,3,1,20,9.51,0.53,0.25,0,100.06,40.58,24.47,28.85,52.08,29.32,48.52
"VITALY.ABRAMOV","2019-2020","OTT","R",2,11.57,1,0,1,1,5.19,5.19,0.48,2.49,12,19,-7,38.71,-15.56,1,1,0,50,0,0.31,0.69,-0.38,31,-29.21,1,0,-1,4,20.74,0.14,0.73,33.33,104.29,50,12.04,27.92,46.21,26.94,47.29
"VLADIMIR.SOBOTKA","2019-2020","BUF","C",13,167.65,1,2,3,2,1.07,0.72,2.21,0.79,116,162,-46,41.73,-7.72,9,5,4,64.29,8.04,4.23,5.94,-1.71,41.59,-8.28,2,3,1,27,9.66,0.89,0.32,5.26,106.48,36.47,27.57,30.47,51.4,29.28,49.97
"VLADIMIR.TARASENKO","2019-2020","STL","R",10,128.41,1,4,5,3,2.34,1.4,5.95,2.78,110,97,13,53.14,4.21,6,5,1,54.55,6.4,4.3,3.75,0.55,53.42,7.45,0,2,2,32,14.95,1.36,0.64,5.56,100.75,62.5,26.93,31.86,46.15,29.51,50.38
"VLADISLAV.GAVRIKOV","2019-2020","CBJ","D",10,152.56,0,1,1,0,0.39,0,1.8,0.71,140,136,4,50.72,0.88,5,5,0,50,-3.12,5.34,4.54,0.8,54.05,4.14,2,0,-2,25,9.83,0.33,0.13,0,99.4,43.37,31.28,27.14,49.04,28.63,49.71
"VLADISLAV.NAMESTNIKOV","2019-2020","NYR/OTT","C",11,132.95,1,2,3,2,1.35,0.9,1.6,0.72,110,128,-18,46.22,-0.26,5,9,-4,35.71,-20.95,4.13,4.31,-0.18,48.93,1.65,4,1,-3,24,10.83,1.6,0.72,6.67,93.62,38.71,26.63,31.25,45.96,29.42,48.91
"WARREN.FOEGELE","2019-2020","CAR","L",12,128.87,0,3,3,1,1.4,0.47,4.26,1.98,126,103,23,55.02,1.52,5,4,1,55.56,1.01,5.46,4.64,0.82,54.06,-5.29,2,1,-1,30,13.97,1.68,0.78,0,100.69,45.88,22.88,28.64,48.89,27.87,49.54
"WAYNE.SIMMONDS","2019-2020","N.J","R",9,102.45,0,1,1,1,0.59,0.59,2.5,1.46,90,81,9,52.63,8.16,2,3,-1,40,-4.44,4.14,2.76,1.38,60,17.94,3,2,-1,26,15.23,1.46,0.86,0,95.53,61.29,24.6,29.79,45.59,28.75,50.27
"WILL.BUTCHER","2019-2020","N.J","D",7,123.27,1,0,1,1,0.49,0.49,0.89,0.43,89,98,-9,47.59,2.5,4,5,-1,44.44,0,2.7,4.14,-1.44,39.47,-8.7,1,0,-1,15,7.3,0.19,0.09,16.67,98.89,47.17,37.23,27.44,46.28,28.87,50.21
"WILLIAM.CARRIER","2019-2020","VGK","L",13,113.49,2,2,4,4,2.11,2.11,4.26,2.25,110,108,2,50.46,-1.65,6,6,0,50,11.54,5.39,3.47,1.92,60.84,6.01,2,2,0,32,16.92,1.33,0.7,12.5,98.52,58.57,18.7,27.15,49.84,27.94,49.76
"WILLIAM.KARLSSON","2019-2020","VGK","C",13,170.74,1,5,6,4,2.11,1.41,7.76,2.73,179,143,36,55.59,5.28,8,7,1,53.33,17.22,8.1,4.98,3.12,61.93,8.36,2,2,0,46,16.16,3.02,1.06,4,100.2,45.71,28.13,31.34,49.44,29.34,50.57
"WILLIAM.NYLANDER","2019-2020","TOR","C",14,187.3,2,4,6,4,1.92,1.28,9.8,3.14,224,166,58,57.44,6.35,11,7,4,61.11,16.67,8.5,6.35,2.15,57.24,9.6,0,4,4,36,11.53,2.67,0.86,9.52,101.64,68.07,29.43,32.24,47.53,29.3,50.27
"YAKOV.TRENIN","2019-2020","NSH","C",1,12.58,0,0,0,0,0,0,-0.15,-0.72,12,12,0,50,-7.75,0,0,0,NA,NA,0.18,0.3,-0.12,37.5,-10,1,0,-1,1,4.77,0.01,0.05,NA,100,0,24.85,28.19,52.61,28.46,50.94
"YANNICK.WEBER","2019-2020","NSH","D",9,103.36,0,0,0,0,0,0,-0.52,-0.3,86,104,-18,45.26,-6.48,3,6,-3,33.33,-33.33,3.2,3.84,-0.64,45.45,-5.19,1,1,0,16,9.29,0.22,0.13,0,96.97,36.73,25.15,25.56,51.86,27.92,49.7
"YANNI.GOURDE","2019-2020","T.B","C",11,134.58,1,1,2,2,0.89,0.89,3.78,1.69,136,118,18,53.54,7.13,4,4,0,50,-7.58,4.62,3.73,0.89,55.33,9.12,2,1,-1,30,13.37,1.24,0.55,5.26,99.16,31.4,26,29.29,46.94,28.84,51.17
"ZACH.ASTON-REESE","2019-2020","PIT","C",13,154.6,2,2,4,3,1.55,1.16,6.55,2.54,143,112,31,56.08,5.86,6,5,1,54.55,-5.45,5.14,4.07,1.07,55.81,3.86,2,1,-1,42,16.3,2.04,0.79,8,100.65,27.18,23.89,29.2,47.69,28.86,50.21
"ZACH.PARISE","2019-2020","MIN","L",12,153.71,1,0,1,1,0.39,0.39,-0.08,-0.03,143,169,-26,45.83,-5.12,3,12,-9,20,-34.84,5.91,5.84,0.07,50.3,-0.52,1,3,2,24,9.37,1.56,0.61,6.67,91.32,46.15,27.18,30.47,52,29.53,50.97
"ZACH.SANFORD","2019-2020","STL","L",7,68.17,1,1,2,2,1.76,1.76,1.25,1.1,62,79,-17,43.97,-1.9,3,3,0,50,3.85,2.17,3.08,-0.91,41.33,1.51,1,1,0,13,11.44,0.78,0.69,16.67,101.19,48.57,20.49,28.47,48.9,28.04,51.56
"ZACH.WERENSKI","2019-2020","CBJ","D",11,189.15,2,1,3,2,0.95,0.63,4.73,1.5,194,182,12,51.6,2.32,9,9,0,50,-2,6.93,6.57,0.36,51.33,-0.68,0,0,0,50,15.86,1.62,0.51,9.52,98.42,52.94,35.58,28.65,48.34,29.4,50.21
