"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"428","Phillip Danault","MTL","C","81","1137.2166666667","14.039711934156","10.59","0.03","3.86","6.95","0.48","3.27","4.84","-1.07","4.26","0.71","0.33","2.68","0.58","0.17","3.55","5.52","0.3","4.24","3.19","0.84","4.31","0.79","0.5","2.95","3.11","-0.72","4.22","-0.04","-0.45","10.43","6.1","-0.25","3.55","-0.04","0.25","-16.67","8.73","90.89","0.996","8.6","18.2","12.24","41.94","41.27","19.1","25.06","22.48","45.94"
"395","Dmitrij Jaskin","WSH","R","37","363.03333333333","9.8117117117117","0.19","-8.68","3.85","0.01","-5.61","3.27","0.24","-1.66","1.51","-1.19","0.11","-11.86","0.09","-0.19","2.76","-0.14","-5.27","4.63","2.61","-2.27","10.43","-0.34","-0.86","5.97","-3.67","-4","0.77","-0.71","1.08","-39.39","1.96","-4.4","4.54","-0.46","0.23","-22.61","7.39","90.37","0.978","7.93","14.05","8.76","41.81","47.52","12.73","19.5","17.52","42.08"
"356","Matt Read","MIN","R","12","129.28333333333","10.773611111111","8.22","-0.89","3.81","2.17","1.1","0.60","4.13","2.36","1.30","0.45","0.65","-0.27","-0.2","-0.26","0.89","2.52","-2.76","5.08","-3.56","1.07","-10.49","0.41","-0.66","19.05","8.1","-5.11","16.19","-0.19","0.47","-20.00","2.37","0.68","1.18","0.46","1.39","0.00","6.94","89.39","0.963","11.14","15.32","7.43","42.7","60.00","19.96","18.56","16.24","55.13"
"256","Tyson Barrie","COL","D","78","1314.5333333333","16.852991452991","7.84","-1.18","3.81","7.06","-1.06","4.65","5.11","-0.56","4.34","0.45","-0.02","4.73","0.38","-0.01","4.16","2.52","1.46","0.87","1.13","-0.16","2.87","-0.28","-0.09","-3.62","1.86","2.17","-0.57","0.69","0.57","2.38","6.32","-4.57","7.25","0.31","-0.48","35.61","7.73","92.05","0.998","12.92","11.09","7.17","40.76","64.32","27.34","18.21","15.98","63.12"
"39","Brent Burns","S.J","D","82","1517.25","18.503048780488","10.22","0.51","3.75","5.32","0.93","2.26","4.3","1.42","1.99","0.64","0.18","3.88","0.21","0.14","0.34","2.53","3.37","-1.25","1.37","1.41","-0.57","0.63","0.18","6.11","1.55","2.62","-1.77","-0.06","0.2","-7.12","8.26","-3.28","7.68","0.09","-0.22","12.41","9.49","89.62","0.991","10.95","12.22","5.14","40.34","68.06","23.69","20.76","13.96","62.92"
"620","Nikolaj Ehlers","WPG","L","62","862.05","13.904032258065","5.84","-2.69","3.74","4.82","-1.28","3.54","3.16","-1.05","3.36","0.14","-0.22","3.70","0.21","-0.08","3.14","3.44","-0.87","4.24","-0.52","-0.25","-0.74","0.06","-0.12","3.34","5.28","-0.84","7.42","0.27","-0.19","11.90","3.01","-0.86","2.57","-0.18","0.06","-12.86","7.79","92.48","1.003","11.83","13.36","8.42","38.49","58.42","22.34","19.42","16.36","57.73"
"712","Brock Boeser","VAN","R","69","1001.0166666667","14.507487922705","5.07","-3.19","3.68","2.78","-3.01","3.47","0.94","-2.82","3.08","0.87","0.54","4.27","0.24","-0.04","3.35","3.15","1.03","2.31","0.54","-1.07","3.80","0.27","0.86","-7.84","3.48","2.8","1.50","0.38","-0.13","12.70","2.41","-5.59","5.70","0.37","-0.32","31.30","9.77","89.96","0.997","17.08","11.57","4.8","48.37","78.08","25.11","15.46","10.91","69.72"
"575","Seth Jones","CBJ","D","75","1493.4","19.912","5.83","-2.25","3.66","4.62","-1.57","3.64","2.47","-0.3","2.22","0.06","0.66","-6.10","0.11","0.14","-0.33","1.98","0.23","1.62","0.26","1.46","-2.85","-0.15","0.42","-10.42","2.29","-1.63","4.77","0.4","0.29","1.34","6.05","-2.66","6.26","-0.15","-0.03","-5.17","8.50","90.45","0.989","11.53","14.46","9.12","36","55.84","22.54","21.05","19","54.26"
"258","Brandon Pirri","VGK","C","31","376.66666666667","12.150537634409","6.25","-2.85","3.66","4.31","-4.35","4.98","1.79","-1.38","2.40","1.07","-1.26","25.10","0.11","-0.53","7.18","3.47","-3.99","6.61","-2.26","-2.54","2.04","0.35","-0.7","19.64","7.64","-1.94","9.65","0.52","-0.62","33.65","4.02","3.81","-0.23","0.47","-0.14","25.45","9.05","95.48","1.045","8.76","12.42","4.94","45.08","63.95","21.19","19.91","13.38","61.29"
"321","Jaden Schwartz","STL","L","69","984.95","14.274637681159","6.17","-1.98","3.62","1.9","-0.9","1.70","1.84","-2.66","3.93","-0.45","0.08","-5.21","0.04","-0.01","0.47","3.54","-1.47","4.52","0.9","-0.18","2.30","-0.35","-0.21","-1.30","3.52","-1.72","6.00","-0.13","0.09","-6.94","2.84","-0.35","2.33","-0.09","0.32","-21.85","7.30","91.81","0.991","11.45","16.45","7.8","41.12","59.49","22.3","21.99","16.14","58.00"
"114","Eric Gryba","N.J","D","10","138.93333333333","13.893333333333","3.2","-4.78","3.59","-0.71","-3.87","1.69","-2.33","-7.91","4.34","-1.03","-0.42","-5.97","-0.35","-0.25","-2.26","-2.49","-1.68","-1.50","-0.57","-1.73","2.76","-0.98","0.67","-37.14","-2.57","0.07","-4.34","-1.42","-0.37","-60.00","5.93","1.55","3.73","1.47","-1.17","43.64","8.20","90.32","0.985","5.61","11.66","6.48","50.96","46.43","9.5","18.57","16.41","36.67"
"293","Mats Zuccarello","DAL, NYR","C, R","48","687.43333333333","14.321527777778","3.19","-4.83","3.53","2.72","-2.44","3.06","0.34","-0.82","0.92","0.7","0.03","6.92","0.18","-0.27","4.77","2.88","-3.71","6.11","1.81","-2.29","8.50","0.05","-0.16","3.48","1.43","-1.89","4.18","0.33","-0.5","23.81","-0.96","-1.39","0.16","0.58","0.81","-10.08","9.58","91.21","1.008","10.91","15.1","8.73","40.15","55.56","18.07","21.3","17.98","50.12"
"287","Brenden Dillon","S.J","D","82","1328.0333333333","16.195528455285","-0.66","-7.64","3.53","1.65","-5.71","4.74","2.04","-3.71","5.06","0.15","-0.64","7.28","0.15","-0.39","5.98","-1.27","-3.86","2.98","0.6","-2.14","6.37","-0.04","-0.53","7.97","-2.49","-2.29","0.31","0.12","-0.15","7.71","1.58","-4.74","4.83","0.13","0","5.01","8.96","90.39","0.993","5.87","13.82","6.6","46.72","47.10","14.77","20.78","15.54","48.73"
"284","Justin Dowling","DAL","C","11","127.01666666667","11.54696969697","2.94","-4.9","3.52","-3.72","-6.67","1.61","-4.11","-4.15","0.10","-0.76","1.13","-25.00","-0.3","-0.71","6.16","-0.54","-6.36","5.99","1.46","-4.87","17.75","-0.38","-0.52","3.85","-2.67","-1.99","-1.60","0.25","2.14","-30.00","3.82","-4.08","5.59","-0.82","0.27","-66.67","3.51","89.29","0.928","9.92","15.59","12.28","49.6","44.68","15.12","18.42","18.9","44.44"
"842","Nico Hischier","N.J","C","69","936.78333333333","13.576570048309","6.66","-0.89","3.51","5.2","-1.09","3.74","5.53","-1.16","5.38","0.79","-0.44","11.95","0.52","-0.05","6.01","6.16","-0.03","6.14","3.69","0.19","7.89","0.68","-0.3","17.64","3.29","-0.29","4.67","0.16","-0.18","9.90","0.55","-1.22","1.19","-0.11","-0.05","-2.86","8.56","91.99","1.005","11.27","14.86","9.22","38.43","55.00","21.33","22.35","18.57","53.45"
"115","Milan Lucic","EDM","L","79","924.06666666667","11.697046413502","2.42","-5.3","3.51","-0.56","-3.84","1.94","-2.29","-3.83","1.12","-0.6","-0.7","-0.31","-0.07","-0.27","2.15","-0.86","-3.32","2.31","0.48","-1.08","3.53","-0.17","-0.64","8.36","-1.79","-2.98","1.46","-0.28","0.11","-10.71","3.75","-3.06","4.94","-0.29","-0.17","-19.92","6.60","92.40","0.990","8.51","15.32","10.58","48.37","44.56","15.32","20.32","18.89","44.78"
"463","Derrick Pouliot","VAN","D","62","947.33333333333","15.279569892473","2.61","-5.25","3.48","2.16","-1.36","2.12","0.99","0.99","0.10","0.79","-0.27","10.51","0.24","-0.02","3.07","1.71","-0.83","2.44","1.35","1.59","0.06","0.69","-0.22","17.48","0.48","-3.23","4.03","0.47","-0.1","13.89","3.44","-5.26","6.22","-0.36","0.04","-15.91","9.87","91.99","1.019","8.99","12.86","6.65","51.18","57.49","18.49","20.39","16.91","52.24"
"331","Dylan McIlrath","DET","D","7","92.533333333333","13.219047619048","-0.11","-8.79","3.48","-2.29","-3.32","0.20","0.02","-5.54","3.90","0.54","-1.22","21.67","-0.09","-0.2","0.74","-4.86","-3.71","-3.11","-0.49","0.01","-1.40","0.15","-0.95","25.00","-5.83","-4.96","-5.02","0.25","-0.05","10.00","4.77","-4.37","6.28","0.28","-0.33","33.33","9.52","96.00","1.055","7.78","12.32","9.73","46.04","44.44","17.51","16.21","20.75","45.76"
"324","Jeff Skinner","BUF","C, L","82","1210.05","14.756707317073","8.72","0.75","3.46","7.33","0.44","3.85","7.27","1.02","4.72","1.68","0.03","16.12","0.68","-0.01","7.68","5.49","1.58","3.80","4.04","-0.54","10.49","1.15","-0.29","24.25","1.93","2.81","-1.05","0.23","0.61","-4.32","3.27","-1.12","2.92","0.45","-0.19","30.82","9.42","91.64","1.011","16.31","15.02","5.16","36","75.98","25.68","21.02","13.04","66.33"
"408","Gabriel Landeskog","COL","L","73","1147.9166666667","15.724885844749","6.97","-1.04","3.43","4.78","0.8","2.29","5.4","0.03","4.11","0.81","-0.45","12.35","0.24","0.13","1.28","3.62","0.65","2.63","1.61","0.38","2.75","0.32","0.03","4.97","2.68","0.36","2.57","0.51","-0.26","20.54","3.56","-1.98","3.75","0.14","-0.5","32.58","8.57","92.87","1.014","14.74","16.78","7.06","33.24","67.63","27.18","23.57","15.84","63.18"
"373","Fredrik Claesson","NYR","D","37","567.7","15.343243243243","-1.09","-9.37","3.43","-1.49","-9.11","4.23","-0.89","-6.38","4.32","-0.74","-1.21","3.74","-0.22","-0.54","3.00","-3.65","-6.58","1.90","-2.33","-1.74","-2.28","-0.55","-0.3","-4.76","-1.76","-6.45","5.12","-0.37","-0.93","3.03","1.56","-2.08","2.61","0.13","-0.32","17.50","6.64","93.18","0.998","8.77","14.06","6.45","48.72","57.64","18.6","19.87","15.32","54.83"
"422","Nathan Beaulieu","BUF, WPG","D","48","694.98333333333","14.478819444444","2.84","-4.77","3.42","2.86","-3.76","3.89","1.82","-2.43","3.40","1.1","0.31","8.16","0.08","-0.07","1.82","2.39","-3","5.61","1.13","-0.4","3.95","0.66","-0.03","11.69","1.68","-3.47","6.97","0.67","0.25","13.89","0.73","-3.58","2.88","-0.08","0.23","-12.38","9.92","91.71","1.016","8.46","11.91","8.98","43.94","48.51","18.91","18.39","18.04","51.17"
"669","Oskar Lindblom","PHI","L","81","938.48333333333","11.58621399177","4.43","-3.42","3.40","2.74","-4.21","4.12","3.28","-3.43","5.42","-0.11","0.02","-1.23","0.18","-0.4","6.43","4.76","-4.04","8.56","2.06","-2.36","10.72","0.17","-0.11","4.84","3.6","-2.24","7.19","-0.39","-0.14","-8.23","-0.23","-0.96","0.46","0.03","0.25","-7.14","7.50","90.26","0.978","10.23","15.73","10.1","45.33","50.31","16.24","21.35","19.69","45.20"
"355","Taylor Fedun","DAL","D","54","671.91666666667","12.442901234568","5.06","-2.69","3.39","4.01","-4.03","4.84","5.41","-3.04","6.80","-0.48","-0.44","-0.08","0.16","-0.4","6.46","1.06","-3.62","4.72","-0.43","-2.37","5.41","0.01","-0.13","3.44","2","-1.67","4.55","-0.25","-0.49","8.33","4.15","2.05","1.56","-0.44","0.12","-30.67","4.90","94.27","0.992","8.48","14.2","9.64","54.74","46.80","15.98","19.2","18.22","46.74"
"3","Joe Thornton","S.J","C","73","953.53333333333","13.062100456621","2.12","-5.06","3.37","1.65","-2.81","2.81","1.93","-1.91","3.31","0.15","-0.46","5.57","0.04","-0.15","2.21","-0.08","-1.22","1.21","0.05","0.1","-0.14","-0.4","-0.11","-4.34","-0.16","-1.77","2.29","0.58","-0.1","16.90","2.36","-4.51","5.21","0.1","-0.39","21.43","9.25","90.30","0.995","9.82","13.03","6.73","50.4","59.32","19.19","19.32","15.48","55.35"
"198","John Carlson","WSH","D","80","1358.2333333333","16.977916666667","10.52","2.81","3.36","8.09","1.97","3.56","5.79","0.09","4.67","1.52","0.39","7.76","0.46","0.38","1.18","5.48","3.31","2.08","2.49","2.69","0.76","0.69","0.66","1.24","3.99","0.82","3.36","0.7","-0.26","18.25","8.13","0.24","5.46","0.48","-0.1","16.97","12.14","91.18","1.033","9.94","13.74","7.51","36.53","56.96","23.1","21.87","17.14","57.41"
"740","Anthony Cirelli","T.B","C","82","920.66666666667","11.227642276423","0.9","-6.38","3.36","-1.03","-4.07","1.91","-0.28","-3.66","2.85","-0.3","-0.43","2.15","0.01","-0.34","4.15","1.6","-2.42","3.64","0.12","-0.56","1.64","-0.58","-0.65","3.43","1.97","-2.47","4.91","0.19","0.11","0.79","-1.35","-6.84","4.25","0.2","0.21","-6.32","9.15","92.54","1.017","8.54","18.51","11.93","41.25","41.72","13.95","24.11","20.27","40.76"
"837","Kailer Yamamoto","EDM","R","17","195.88333333333","11.522549019608","4.38","-3.07","3.35","1.42","-4.6","3.63","3.16","-2.66","4.79","-0.92","-0.31","-10.41","-0.07","-0.03","-0.38","0.3","1.53","-1.11","0.92","2.14","-2.56","-0.61","-0.31","-11.11","-0.82","-0.82","-0.06","-0.27","0.14","-10.00","6.48","-5.17","8.13","-0.15","-0.15","-12.50","3.81","90.43","0.942","6.74","20.52","7.35","43.5","47.83","12.86","27.26","14.7","46.67"
"817","Troy Stecher","VAN","D","78","1320.6","16.930769230769","4.07","-3.48","3.35","2.06","-1.75","2.27","1.08","-1.89","2.43","0.15","-1.09","12.26","0.11","-0.17","3.20","2.21","-1.44","3.46","0.47","-0.05","1.32","0.01","-0.52","9.06","2.33","-1.84","4.84","-0.07","-0.71","17.16","3.13","-2.36","3.83","0.32","-0.05","15.21","7.81","93.33","1.011","7.45","12.72","6.82","46.89","52.23","17.9","20.08","17.72","50.26"
"690","Colin White","OTT","C","71","948.45","13.358450704225","3.95","-4","3.35","1.85","-3.07","2.75","1.03","-1.3","1.82","0.22","0.02","2.00","0.25","-0.35","6.43","2.36","-2.55","4.58","1.49","-2.34","8.49","0.47","-0.14","9.44","1.16","-0.29","1.85","-0.24","0.63","-15.98","2.74","-1.07","2.59","-0.08","-0.42","13.89","8.69","90.19","0.989","10.19","15.5","10.25","42.13","49.85","18.41","22.08","20.94","46.78"
"111","Trevor Lewis","L.A","C","44","537.08333333333","12.206439393939","3.55","-3.92","3.33","4.9","-4.13","5.37","4.77","-3.14","6.87","0.05","-0.17","1.94","0.3","-0.12","4.67","-1.31","-1","-0.39","0.6","0.68","-0.12","0.3","0.53","-1.70","-2.54","-2.24","-0.67","-0.29","-1.09","15.38","3.48","-4.73","5.63","-0.05","0.16","-8.27","6.55","89.60","0.961","9.05","12.07","9.16","49.15","49.69","14.97","20.56","17.65","45.89"
"343","Kenny Agostino","MTL, N.J","L","63","717.3","11.385714285714","-1.07","-8.36","3.33","-0.68","-5.78","3.08","-2.22","-4.53","1.92","-0.23","-0.44","2.20","-0.25","-0.31","0.80","-2.62","-2.1","-0.49","-1.37","-1.79","1.24","-0.43","-0.67","4.72","-1.67","-0.41","-1.60","-0.04","0.34","-9.11","2.12","-7.05","6.16","0.37","-0.16","19.39","7.71","92.24","1.000","9.95","11.71","6.78","50.44","59.50","17.06","19.41","14.14","54.69"
"635","David Pastrnak","BOS","R","66","947.76666666667","14.360101010101","6.63","-1.12","3.32","4.78","-1.02","3.28","2.54","0.28","1.71","1.42","0.8","3.93","0.45","0.08","3.78","5.79","1.02","4.43","2.05","1.49","0.88","0.85","0.29","6.51","4.98","-0.64","6.79","0.88","0.14","16.92","2.12","-2.43","3.01","-0.13","0.59","-27.50","9.96","91.31","1.013","16.21","13.67","7.09","37.79","69.57","27.54","20.45","16.27","62.86"
"448","Pontus Aberg","ANA, MIN","L","59","717.83333333333","12.166666666667","3.12","-4.4","3.31","0.42","-1.9","1.36","1.48","-3.8","4.46","0.34","0.76","-3.83","0.06","0.09","-0.25","-1.49","-0.35","-1.19","-0.69","1.2","-4.27","0.1","0.71","-10.67","-1.08","-2.06","1.11","-0.19","-0.16","-3.59","6.81","-3.41","6.93","0.56","0.28","11.67","7.02","90.42","0.974","13.04","12.54","7.27","45.97","64.20","19.98","17.55","15.63","56.10"
"569","Tyler Bertuzzi","DET","L","73","1036.1166666667","14.193378995434","4.42","-2.76","3.29","3.85","-0.6","2.77","2.36","-1.05","2.88","1.13","-0.5","16.87","0.33","0.05","3.45","4.63","-0.63","5.26","2.62","0.74","5.28","0.65","-0.23","16.49","2.68","-1.83","5.51","0.19","-0.36","17.73","0.52","-1.88","1.69","0.48","0.01","22.14","10.00","92.96","1.030","11","16.21","11.64","39.67","48.59","18.47","21.66","21.77","45.90"
"474","Shayne Gostisbehere","PHI","D","78","1182.45","15.159615384615","3.06","-4.54","3.28","2.05","-2.32","2.57","1.83","-2.48","3.46","-0.59","-0.08","-5.37","-0.03","-0.18","1.58","2.45","-1.14","3.52","-0.49","-0.3","-0.46","-0.22","-0.12","-1.56","3.92","-1.12","6.25","-0.27","0.16","-9.46","1.22","-4.73","3.94","-0.24","-0.19","-7.69","6.82","90.37","0.972","11.72","12.13","8.98","43.33","56.62","20.5","17.4","16.85","54.89"
"526","MacKenzie Weegar","FLA","D","64","951.35","14.86484375","1.3","-5.92","3.28","-0.97","-8.37","4.61","-2.3","-5.44","2.74","-0.14","-0.61","3.81","-0.05","-0.48","4.75","0.14","-5.38","5.74","-0.05","-2.2","4.94","-0.34","-0.12","-4.53","0.26","-4.23","6.30","0.07","-0.5","13.40","3.23","-1.66","3.29","0.21","-0.17","27.21","7.46","90.59","0.981","9.84","16.4","7.13","44.84","57.99","20.24","24.28","15.7","56.32"
"660","Chase De Leo","ANA","C","1","10.633333333333","10.633333333333","11.31","2.84","3.26","18.36","0.02","8.57","9.89","-9.86","13.46","0","-1.41","20.00","0.06","-0.8","11.32","18.35","-7.04","19.95","-5.64","-2.82","-7.14","-1.41","0","-","31.98","-5.63","27.78","7.52","-1.88","100.00","-14.25","8.16","-16.79","-6.11","0","-100.00","11.11","100.00","1.111","11.29","16.93","5.64","56.43","66.67","22.57","22.57","22.57","50.00"
"305","Jordan Weal","ARI, MTL, PHI","C","63","763.26666666667","12.115343915344","-1.04","-8.12","3.25","-2.09","-4.75","1.78","-0.83","-4.55","3.35","-0.6","-0.25","-4.70","-0.11","-0.5","4.94","-1.75","-5.42","4.17","0.29","-2.42","6.85","-0.36","-0.12","-5.34","-2.71","-4.01","2.06","0.1","-0.17","8.44","-1.98","-2.04","0.03","-0.46","0.03","-25.28","5.71","90.69","0.964","10.53","13.44","8.8","48.11","54.47","18.63","18.87","16.74","52.67"
"871","Sean Walker","L.A","D","39","576.36666666667","14.778632478632","8.25","1.47","3.23","6.08","0.47","3.59","4.91","1.65","3.00","0.42","0.56","0.14","0.37","0","4.38","2.73","1.46","1.56","-0.01","0.57","-1.38","-0.07","0.15","-3.72","3.65","1.2","3.32","0.26","0.45","-4.15","5.07","-0.05","3.66","0.44","0.1","17.09","7.82","89.60","0.974","5.21","9.58","6.04","55.9","46.30","13.74","16.86","16.14","45.99"
"549","Shea Theodore","VGK","D","79","1330.7833333333","16.845358649789","5.91","-1.93","3.23","3.54","-0.78","2.40","2.96","-0.48","2.59","-0.77","-0.17","-6.02","0.22","-0.1","3.18","3.28","-0.14","2.81","0.39","-0.13","1.09","-0.65","-0.21","-7.92","3.85","-0.02","4.02","-0.41","0.17","-19.10","3.13","-1.2","2.94","0.26","-0.16","15.32","6.00","91.93","0.979","8.97","13.17","7.53","45.13","54.37","21.01","19.52","17","55.28"
"545","Andrew Copp","WPG","C","69","729.31666666667","10.569806763285","1.66","-5.69","3.23","-0.51","-4.78","2.51","-0.85","-3.88","2.41","0.59","-1.15","18.98","0.17","-0.36","5.96","1.8","-4.22","6.03","1.48","-2.41","9.73","0.54","-0.53","19.66","0.43","-2.42","3.55","-0.19","-0.95","32.85","-1.4","-1.62","0.13","0.28","0.14","6.67","9.80","94.63","1.044","9.95","15.38","9.13","49.85","52.16","16.54","19.74","16.87","49.51"
"370","Dylan DeMelo","OTT","D","77","1273.7166666667","16.541774891775","4.63","-2.66","3.12","3.48","-3.89","4.14","2.95","-1.48","3.54","1.26","0.15","10.35","0.37","-0.04","4.43","3.94","-0.21","4.00","1.68","0.35","2.98","0.68","-0.41","16.49","3.01","-0.75","4.74","0.31","0.62","-2.33","1","-4.6","3.37","0.44","0.07","18.97","10.91","89.96","1.009","10.6","14.23","9.28","45.74","53.32","18.8","21.29","18.23","50.76"
"850","Miro Heiskanen","DAL","D","82","1547.2666666667","18.869105691057","2.83","-4.11","3.09","3.76","-1.04","2.96","2.74","-1.3","3.37","0.36","0.5","-1.74","0.28","0.1","1.91","2.72","-1.61","4.17","1.87","0.86","1.90","0.16","0.64","-11.37","1.14","-3.29","5.56","0.02","-0.13","5.36","-0.12","-4.08","2.67","0.27","-0.08","15.48","7.21","92.33","0.995","9.89","13.53","9.07","39.17","52.15","20.32","19.89","18.85","51.88"
"262","Mattias Ekholm","NSH","D","80","1504.2333333333","18.802916666667","0.81","-5.89","3.05","1.49","-3.75","3.12","0.65","-3.95","3.84","0.13","-0.35","5.39","0.14","-0.15","3.16","1.12","-2.11","3.08","0.37","-1.2","3.65","0.06","-0.23","6.46","0.99","-1.22","2.67","0.13","-0.03","4.05","0.54","-4.64","3.85","-0.04","-0.14","4.55","7.86","92.89","1.007","9.81","14.28","10.13","38.37","49.20","20.02","21.74","19.62","50.50"
"298","Jason Zucker","MIN","L","81","1137.6","14.044444444444","7.8","0.6","3.03","5.54","1.73","2.05","4.48","2.02","1.71","-0.1","-0.42","3.49","0.4","0.06","3.45","6.34","2.3","3.46","2.2","0.93","2.27","0.42","-0.11","10.48","5.51","1.82","4.37","-0.39","-0.3","-2.38","1.56","0.35","0.79","-0.3","-0.12","-14.74","5.97","93.05","0.990","10.28","15.4","7.12","38.98","59.09","21.52","21.47","17.77","54.77"
"886","Rasmus Dahlin","BUF","D","82","1406.3666666667","17.15081300813","5.71","-1.15","3.03","3.51","-0.9","2.52","3","0.13","2.23","0.28","-0.49","7.58","0.22","-0.16","4.29","1.4","-1.93","3.31","0.37","-0.46","1.97","-0.13","-0.19","0.71","1.38","-1.96","4.29","0.47","-0.23","17.16","4.05","0.25","2.47","0.03","-0.19","11.98","7.34","92.54","0.999","10.07","11.6","6.78","40.32","59.75","19.84","18.69","14.72","57.41"
"557","Valentin Zykov","CAR, EDM, VGK","L","28","235.35","8.4053571428571","-1.08","-6.76","3.01","-2.68","-5.1","2.10","-4.57","-4.63","1.05","-1.19","-0.5","-13.26","-0.5","-0.29","-1.30","-3.38","-0.66","-2.14","-3.49","-1.15","-4.06","-0.82","0.37","-28.10","0.15","0.65","-0.62","0.08","-0.86","48.00","1.26","-7.51","7.73","-0.62","-0.31","-66.67","3.33","91.21","0.945","11.47","10.45","6.88","47.93","62.50","20.65","16.83","12.24","62.79"
"330","Tyler Seguin","DAL","C","82","1280.9166666667","15.62093495935","9.35","2.79","3.00","6.93","3.22","2.36","5.45","1.6","3.19","1.15","-0.43","18.57","0.52","0.12","4.15","5.9","2.93","2.64","2.57","-0.84","7.44","0.75","-0.22","19.20","4.43","5.02","-0.42","0.38","0.18","9.69","4.8","1.55","2.53","0.17","-0.43","32.48","8.46","94.68","1.031","17.24","11.71","10.54","44.03","62.06","27.45","15.79","20.98","56.67"
"889","Igor Ozhiganov","TOR","D","53","735.83333333333","13.883647798742","-3.35","-9.96","2.98","-4.59","-8.55","2.20","-3.55","-5.29","1.18","-0.76","0.3","-9.55","-0.49","-0.55","0.78","-5.16","-6.43","1.72","-3.06","-2.31","-0.87","-0.69","-0.14","-9.01","-2.81","-5.49","3.35","-0.18","0.37","-13.33","2.65","-4.02","4.30","0.09","0.23","-8.83","8.71","91.55","1.003","7.58","15.33","6.03","52.1","55.69","15.82","23.08","15.33","50.79"
"804","Pierre-Luc Dubois","CBJ","C","82","1187.9666666667","14.487398373984","6.8","0.11","2.96","6.37","1.06","2.97","3.52","0.75","2.13","1.54","0.32","9.56","0.41","0.01","4.11","6.41","0.99","4.81","0.91","0.3","1.33","0.61","0.04","8.86","7.33","0.91","7.11","0.99","0.38","11.29","2.27","1.16","0.81","0.22","-0.07","12.50","11.39","90.98","1.024","16.72","14.34","5.15","42.37","76.44","25.81","20.51","12.53","67.33"
"644","Marcus Pettersson","ANA, PIT","D","84","1220.4","14.528571428571","1.47","-5.49","2.96","0.15","-3.85","2.26","0.39","-3.38","2.97","0.04","-0.23","3.48","0.14","-0.31","4.75","1.58","-2.45","3.75","0.28","-1.9","5.05","-0.24","0.01","-4.97","1.73","-0.73","2.97","0.21","-0.09","8.41","-1.4","-5.29","2.43","0.19","-0.19","24.13","7.83","94.28","1.021","8.16","11.75","8.16","54.47","50.00","16.86","17.9","16.57","50.44"
"845","Elias Pettersson","VAN","C","71","971.58333333333","13.684272300469","3.85","-2.84","2.95","2.18","-2.44","2.74","0.73","-3.17","3.16","0.93","0.12","8.53","0.06","-0.1","1.74","1.78","0.15","1.66","-0.09","-1.26","2.55","0.24","0.2","1.68","2.5","1.88","1.14","0.74","0.2","14.02","2.72","-3.77","4.54","0.11","-0.34","17.95","9.92","90.64","1.006","16.3","12.1","4.94","49.71","76.74","23.9","16.61","10.56","69.35"
"504","Vinnie Hinostroza","ARI","C","72","950.91666666667","13.207175925926","3.2","-3.61","2.93","-0.23","-2.9","1.57","-0.33","-0.84","0.42","0.02","0.22","-2.12","0.24","-0.21","4.85","1.82","-1.87","3.57","1.85","-1.9","8.25","0.52","-0.13","13.27","-0.03","0.04","-0.09","-0.46","0.14","-18.82","2.84","-3.84","4.46","-0.23","0.35","-32.17","6.74","91.77","0.985","9.84","14.95","13.57","43.6","42.05","16.47","19.31","25.11","39.61"
"319","Vladimir Tarasenko","STL","R","76","1084.2833333333","14.266885964912","11.13","4.1","2.91","7.11","1.97","2.88","5.2","0.42","3.71","0.33","0.37","-0.90","0.54","0.22","2.90","6.3","2.29","3.26","3.44","1.45","3.29","0.23","0.62","-6.97","3.82","1.12","3.02","-0.05","-0.15","3.26","5.28","2.47","2.00","0.22","-0.19","21.43","8.04","91.19","0.992","13.72","18.26","8.69","41.11","61.23","25.12","25.18","19.04","56.89"
"378","Vincent Trocheck","FLA","C","55","784.51666666667","14.263939393939","8.12","1.56","2.91","7.82","0.12","4.40","4.2","0.38","3.02","-0.68","-0.24","-4.36","0.34","0.13","2.32","3.58","0.96","2.63","0.42","1.73","-2.66","-0.44","0.34","-11.45","4.22","-1.02","6.54","-0.48","-0.17","-11.54","7.62","-1.16","5.87","0.18","-0.6","61.90","6.59","91.77","0.984","10.86","14.38","11.7","40.53","48.14","20.27","21.03","22.56","47.32"
