"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"64","Blake Comeau","DAL","L","77","1017.35","13.212337662338","-4.08","-2.2","-0.98","-3.27","-1.46","-1.25","-1.88","0.14","-1.74","-0.41","0.19","-7.61","-0.07","-0.01","-0.69","-2.71","0.4","-3.07","-0.52","1.62","-5.02","-0.29","-0.1","-3.42","-2.91","-1.63","-1.91","-0.11","0.3","-14.29","-2.39","-2.66","-0.05","-0.06","0.12","-8.39","6.34","93.30","0.996","7.37","16.87","13.74","48.42","34.92","10.5","21","22.94","31.39"
"651","Christian Dvorak","ARI","C","20","246.65","12.3325","-4.77","-3.02","-0.98","-3.69","0.41","-2.52","-2.24","1","-2.69","0.45","1.27","-10.26","0.23","0.17","0.57","-1.15","0.04","-1.23","0.33","1.16","-1.79","-0.19","0.88","-21.97","-1.98","-1.49","-1.05","0.97","0.64","16.67","-4.14","-2.82","-1.19","-0.13","-0.12","20.00","7.69","91.60","0.993","12.89","9.24","9","54.73","58.89","18.73","13.87","17.27","52.03"
"267","Casey Cizikas","NYI","C","73","825.88333333333","11.313470319635","-4.99","-3.27","-0.99","-2.62","-3.4","0.35","-2.82","-2.33","-0.59","-0.12","-0.35","3.81","-0.15","-0.29","1.64","-2.48","-1.77","-0.76","0.35","-1.52","4.45","-0.18","-0.33","4.81","-3.77","-0.33","-4.71","0.1","-0.23","14.42","-3.04","-4.23","0.52","-0.01","0.22","-10.00","8.96","94.59","1.036","7.48","18.74","13.29","44.82","36.01","12.42","25.43","23.03","35.04"
"231","Tyler Bozak","STL","C","72","857.98333333333","11.916435185185","-1.86","0.35","-1.00","-1.87","-0.83","-0.60","-1.32","-0.51","-0.64","-0.13","0.05","-1.83","-0.25","-0.11","-1.32","-1.22","-0.77","-0.36","-1.24","-0.77","-0.76","-0.04","-0.27","4.49","0.03","-0.01","0.04","0.11","-0.07","5.26","-1.5","0.31","-1.36","-0.22","0.54","-37.04","8.25","91.54","0.998","9.86","12.59","8.67","47.55","53.21","17.76","19.44","17.9","49.80"
"307","Charlie Coyle","BOS, MIN","C","81","1076.0666666667","13.284773662551","1.84","3.81","-1.01","0.86","1.95","-0.78","0.83","2.02","-1.22","-0.03","0.33","-3.72","0.11","0.11","-0.27","-0.79","0.92","-1.82","-0.09","-0.39","0.90","-0.01","0.08","-1.47","-0.93","1.75","-3.71","-0.51","0.24","-21.76","2.06","2.44","-0.37","0.52","0.1","17.89","7.39","90.80","0.982","9.37","13.27","7.69","41.71","54.90","18.9","19.57","17.34","52.15"
"44","Loui Eriksson","VAN","L","81","922.15","11.384567901235","-2.62","-0.5","-1.01","-0.86","2.37","-1.87","-0.18","1.88","-1.61","-0.48","-0.36","-2.38","0.08","0.05","0.51","-0.99","-1.39","0.16","0.8","0.06","1.90","0.09","0.01","1.71","-2.38","-1.94","-1.11","-0.47","-0.34","-6.84","-2.19","3.07","-3.66","-0.29","-0.17","-6.67","6.45","92.76","0.992","9.69","16.46","12.62","48.47","43.44","14.12","21.67","22.77","38.27"
"400","Joel Edmundson","STL","D","64","1053.6833333333","16.463802083333","-0.86","1.36","-1.03","-0.4","1.57","-1.25","0.01","0.85","-0.75","0.21","0.25","-0.68","-0.26","0.15","-4.57","-3.94","1","-4.69","-2.38","0.36","-6.41","0.01","0.22","-4.15","-2.07","0.84","-3.46","0.47","-0.22","21.40","3.23","0.13","2.27","-0.23","0.28","-26.52","8.19","91.97","1.002","7.8","16.57","9.45","46.81","45.21","15.89","23.97","18.56","46.12"
"65","Carl Soderberg","COL","C","82","1024.35","12.492073170732","0.36","2.78","-1.04","-1.1","0.85","-1.16","-1.07","-0.26","-0.63","0.28","0.42","-1.47","0.04","-0.01","0.54","1.44","0.75","0.59","1.44","-1.02","5.58","0.13","0.45","-5.14","0.01","2.37","-2.90","-0.08","-0.17","3.44","-1.39","2.23","-2.42","0.29","0.19","2.61","8.47","91.20","0.997","7.79","12.42","9.9","45.98","44.04","13.59","17.98","20.91","39.39"
"605","Jake Chelios","DET","D","5","81.15","16.23","-2.17","-0.07","-1.05","-7.84","0.09","-5.25","-6.64","-2.69","-4.36","-1.64","-2.32","6.25","-0.28","-0.23","-1.60","-6.04","-1.51","-5.85","-1.04","2.16","-6.88","-0.62","-1.3","10.00","-6.67","-4.88","-5.43","-0.45","-0.91","-33.33","5.07","-2.72","5.50","-0.98","-0.49","-66.67","3.23","97.83","1.011","7.39","12.57","8.13","42.14","47.62","19.22","16.27","21.44","47.27"
"806","Henrik Borgstrom","FLA","C","50","529.76666666667","10.595333333333","-4.72","-2.68","-1.06","-5.67","-1.65","-2.61","-4.77","-0.22","-3.97","-0.29","0.68","-8.95","-0.26","-0.01","-2.96","-0.45","-1.63","1.16","-0.6","-0.61","-0.33","-1.01","0.98","-31.31","0.21","-1.36","2.13","0.85","-0.33","28.57","-3.84","-0.39","-2.53","0.13","-0.03","10.00","8.58","89.35","0.979","11.55","13.25","7.47","51.08","60.71","18.91","20.16","14.95","55.85"
"623","Brendan Perlini","ARI, CHI","L","68","724.38333333333","10.652696078431","1.5","4.19","-1.08","0.49","1.51","-0.54","-0.85","-0.22","-0.52","-0.73","0.37","-11.24","-0.18","0.08","-2.79","-1.23","3.23","-3.82","-1.21","0.82","-4.37","-0.25","0.18","-8.26","-0.03","3.22","-3.69","-0.02","0.03","-0.95","1.64","1","0.43","-0.67","0.25","-58.82","6.22","91.13","0.973","11.35","14.08","6.21","49.7","64.62","18.55","19.46","14.25","56.57"
"539","Anthony Duclair","CBJ, OTT","L","74","803.55","10.858783783784","-1.03","1.43","-1.08","-1.44","0.81","-1.33","-1.22","2.4","-2.87","0.01","-0.32","3.05","-0.06","0.28","-3.35","-1.85","2.07","-3.73","0.71","1.23","-1.00","0.24","-0.27","8.14","-3.42","1.12","-5.93","-0.31","-0.04","-6.57","0.35","-1.22","1.09","-0.07","-0.02","-3.57","9.44","92.41","1.018","13.81","14.78","6.05","49.95","69.55","20.68","19.64","12.99","61.42"
"283","Nic Dowd","WSH","C","64","548.6","8.571875","-3.64","-1.3","-1.08","-2.42","-3.52","0.62","-2.65","-1.71","-0.91","-0.14","-0.61","5.68","-0.24","-0.28","0.24","-2.44","-1.92","-0.62","0.44","-2.51","6.31","-0.14","-0.68","10.56","-3.85","0.79","-5.53","-0.28","0.12","-9.23","-1.75","1.04","-2.00","0.33","-0.03","10.71","10.48","93.61","1.041","6.56","13.34","7.33","47.36","47.24","12.14","19.25","15.97","43.19"
"667","Gustav Forsling","CHI","D","43","656.85","15.275581395349","-0.04","2.54","-1.10","-0.66","0.62","-0.76","0.01","0.93","-0.69","-1.76","-0.46","-14.86","-0.14","0.17","-3.29","-1.23","2.25","-3.04","0.49","1.41","-1.35","-0.69","-0.27","-10.20","-2.29","1.11","-3.97","-1.37","-0.23","-31.54","1.15","-0.98","1.54","-0.06","-0.02","-1.68","4.82","93.55","0.984","8.4","13.43","6.3","51.7","57.14","16.9","18.91","15.53","52.11"
"364","Scott Wilson","BUF","L","15","151.41666666667","10.094444444444","-8.69","-6.07","-1.10","-9.24","-2.98","-3.86","-1.92","-2.02","0.06","-0.82","1.54","-20.24","-0.55","0.05","-7.15","-5.5","-1.6","-3.78","-1.77","0.53","-5.32","-0.82","1.26","-29.39","-4.98","-2.84","-2.61","0.26","1.04","0.00","-7.08","-7.04","0.29","-0.29","-0.73","-28.57","3.75","86.42","0.902","8.72","12.28","12.68","49.53","40.74","11.89","18.23","20.61","36.59"
"680","Dryden Hunt","FLA","L","31","337.76666666667","10.895698924731","-4.97","-2.82","-1.11","-4.95","-4.55","-0.37","-2.86","-2.63","-0.22","-0.02","-0.58","4.95","-0.11","-0.6","5.44","-1.39","-3.45","2.03","-1.8","-2.33","0.48","-0.59","-0.29","-6.40","0.54","-1.49","2.74","0.85","0.01","17.48","-6.68","0.59","-5.29","-0.11","-0.44","54.55","8.64","91.52","1.002","10.84","16.17","7.11","46.36","60.40","15.63","23.63","15.45","50.29"
"573","Aleksander Barkov","FLA","C","82","1251.6833333333","15.264430894309","-1.52","0.99","-1.13","-0.32","2.25","-1.51","1.37","0.43","0.74","1.32","0.31","9.84","0.21","0.38","-1.65","1.72","3.92","-2.01","1.52","1.94","-0.32","1.09","0.12","14.15","0.28","2.64","-3.09","0.23","0.21","1.45","-4.66","-2.99","-1.20","0.1","0.07","2.68","10.45","90.02","1.005","10.5","15.82","12.51","38.83","45.63","18.31","23.15","24.83","42.44"
"449","Phillip Di Giuseppe","CAR, NSH","L","24","227.9","9.4958333333333","-3.96","-1.01","-1.13","-1.4","-0.33","-0.54","-1.41","-0.2","-0.93","-0.48","-0.27","-3.27","-0.67","0.05","-6.55","-3.79","1.08","-4.12","-3.11","-0.4","-4.94","-0.56","-0.49","-2.73","-0.92","1.98","-3.50","0.62","0.37","13.45","1.77","-3.95","3.83","-0.56","-0.09","-54.55","5.83","91.45","0.973","10.53","13.43","5","54.5","67.80","17.64","18.17","12.37","58.77"
"859","Alex Iafallo","L.A","L","82","1176.9","14.35243902439","-2.84","-0.38","-1.17","-2.07","-0.68","-0.93","-0.64","-0.1","-0.50","0.17","0.12","0.84","-0.17","0.12","-3.36","-1.42","0.4","-1.87","-0.75","0.56","-3.38","0.23","0.1","3.19","-0.89","-0.22","-0.91","-0.33","0.14","-14.00","-0.4","-0.68","0.16","0.27","-0.1","18.06","8.04","91.44","0.995","9.74","17.69","10.6","41.65","47.87","17.33","23.25","22.23","43.81"
"863","Oscar Fantenberg","CGY, L.A","D","61","870.68333333333","14.27349726776","-3.99","-1.38","-1.17","-4.47","-2.59","-1.12","-3.02","-2.78","-0.10","-0.46","-0.52","0.91","-0.49","-0.43","-0.54","-2.98","-5.04","2.23","-1.61","-2.11","1.31","-0.08","-0.26","3.77","-1.84","-3.9","2.78","-0.34","-0.25","-3.33","-2.29","4.55","-4.79","-0.19","-0.11","-4.55","7.30","92.89","1.002","7.17","12.06","5.17","54.37","58.10","17.02","18.95","13.64","55.51"
"564","Carl Dahlstrom","CHI","D","38","622.11666666667","16.37149122807","-3.12","-0.59","-1.19","-1.32","0.07","-0.86","-1.21","2.59","-2.80","0.16","0.01","1.17","-0.02","0.09","-1.03","1.18","-1.17","2.03","-0.8","1.4","-4.32","0.13","0.04","1.51","2.64","-3.43","6.77","0.73","-0.1","12.82","-4.28","0.15","-3.36","-0.75","0.08","-47.22","10.59","92.29","1.029","6.46","16.49","10.42","48.03","38.29","13.12","24.59","20.93","38.53"
"366","Josh Manson","ANA","D","74","1365.2833333333","18.449774774775","-2.51","0.1","-1.20","-2.2","-0.24","-1.25","-0.71","-1.42","0.49","-0.14","0.29","-4.86","-0.09","-0.17","0.56","-0.92","-0.7","-0.34","0.9","-1.32","4.88","-0.03","-0.48","8.09","-2.42","0.82","-3.99","-0.16","0.77","-26.16","-1.82","2.98","-3.34","0","0.21","-15.09","7.14","91.80","0.989","8.53","14.11","12.48","41.84","40.59","16.3","21.18","22.68","41.83"
"294","Calle Jarnkrok","NSH","C","79","960.51666666667","12.158438818565","-4.81","-1.82","-1.20","-4.53","-1.4","-1.69","-3.61","-1.29","-1.72","0.02","-0.33","4.17","-0.47","-0.28","-1.99","-3.26","-2.4","-0.69","-3.4","-1.31","-5.19","-0.1","-0.11","0.82","0.19","-1.45","2.06","-0.19","0.26","-11.91","-2.59","3.01","-3.85","0.38","-0.59","51.11","8.25","93.52","1.018","11.62","15.87","11.43","42.98","50.41","18.99","20.43","20.86","47.65"
"550","Marko Dano","COL","C","8","53.733333333333","6.7166666666667","-5.33","-2.9","-1.20","-1.09","1.91","-1.81","-5.7","-3.12","-2.35","-1.27","-0.33","-14.81","-0.31","0.45","-8.71","-6.51","-8.01","2.40","-0.39","-1.14","1.83","-1.47","-0.72","-44.44","-8.17","-9.17","3.18","-1.22","0.51","-55.56","1.86","2.15","-0.14","1.61","0","100.00","4.55","91.30","0.958","13.4","13.4","8.93","56.95","60.00","22.33","16.75","16.75","57.14"
"232","Marcus Johansson","BOS, N.J","L","58","728.53333333333","12.56091954023","2.43","5.35","-1.23","0.54","4.13","-2.07","2.16","3.56","-1.17","-0.45","0.39","-8.01","0.04","0.23","-2.07","2.36","3.16","-0.72","0.52","1.66","-2.95","0.2","0.02","3.52","2.45","2","0.78","-0.36","0.2","-14.59","-0.45","2.64","-2.08","-0.52","0.19","-27.97","6.50","90.48","0.970","9.22","14.91","10.13","40.6","47.66","17.05","21.08","18.53","47.92"
"58","Andrew Ladd","NYI","L","26","326.18333333333","12.545512820513","-2.45","0.18","-1.26","-6.27","0.25","-4.25","-4.82","-0.53","-3.99","-0.29","0.1","-4.00","-0.44","0.26","-7.66","-2.66","2.07","-4.23","-2.86","0.07","-6.35","-0.32","0.26","-9.57","0.27","2.67","-2.40","-0.13","-0.68","38.10","0.18","-1.95","1.58","0.17","0.51","5.71","9.63","92.81","1.024","8.28","15.45","8.28","46.17","50.00","15.82","20.6","19.68","44.56"
"516","Tim Schaller","VAN","C","47","434.46666666667","9.2439716312057","-3.29","-0.73","-1.27","-2.05","-0.35","-1.13","-1.11","-0.17","-0.86","0.27","0.02","2.78","0.07","-0.34","4.54","-2.62","-3.09","-0.21","1.35","0.01","3.45","-0.24","-0.46","3.30","-5.3","-4.13","-3.18","0.01","0.39","-7.19","-3.41","3.1","-4.68","0.53","0.28","7.94","8.59","91.74","1.003","9.53","17.12","11.19","52.34","46.00","12.71","22.92","20.72","38.02"
"468","Matt Grzelcyk","BOS","D","66","1063.3333333333","16.111111111111","-2.39","0.53","-1.29","-1.31","1.14","-1.47","-0.77","0.37","-0.94","-0.14","-0.34","3.08","-0.26","0.02","-3.11","-2.27","0.87","-3.23","-1.13","-0.21","-2.26","0.35","-0.21","12.13","-1.53","1.44","-3.90","-0.36","-0.03","-10.47","0.26","0.31","-0.06","-0.32","-0.15","-13.33","6.61","94.09","1.007","8.07","14.73","8.29","47.06","49.31","17.77","20.65","17.55","50.32"
"512","Joakim Ryan","S.J","D","44","545.15","12.389772727273","2.97","5.26","-1.36","0.5","3.28","-1.83","0.28","3.67","-3.03","0.62","0.34","2.76","0.24","0.45","-2.79","4.71","5.9","-1.94","1.25","3.4","-5.07","0.89","-0.09","13.22","4.62","3.33","0.53","-0.09","0.9","-22.08","-3.66","-0.84","-1.48","-0.62","-0.36","-23.28","9.54","88.64","0.982","9.47","14.86","5.28","44.8","64.18","17.72","23.22","11.56","60.53"
"703","A.J. Greer","COL","L","15","93.8","6.2533333333333","-12.21","-9.6","-1.40","-6.93","-7.44","0.28","-6.07","-4.15","-1.65","-2.42","-0.01","-25.68","-0.44","-0.39","-0.92","-6.87","-8.79","2.17","-3.27","-4.32","2.68","-0.78","-0.06","-10.61","-4.8","-5.96","1.79","-1.1","-0.11","-53.33","-6.64","3.37","-7.23","-1.19","0.33","-66.67","4.55","91.49","0.960","8.32","20.47","4.48","57.57","65.00","12.15","24.95","10.87","52.78"
"151","Logan Couture","S.J","C","81","1064.3166666667","13.139711934156","4.52","6.77","-1.41","2.8","6.53","-2.64","0.75","4.85","-3.74","0.6","1.15","-4.64","0.17","0.39","-2.70","3.63","2.78","0.27","1.4","1.45","-0.60","0.33","1.03","-9.24","2.98","1.77","0.94","0.01","-0.17","5.31","0.81","4.88","-3.24","0.35","0.35","0.00","10.21","88.13","0.983","9.41","16.35","7.33","49.38","56.23","17.53","23.96","17.36","50.24"
"311","Justin Faulk","CAR","D","82","1379.8166666667","16.827032520325","-1.81","1.61","-1.44","-1.22","1","-1.24","-0.92","-0.03","-0.65","0.15","-0.37","5.77","-0.33","0.25","-5.62","-2.49","1.72","-3.79","-1.62","2.27","-7.88","-0.2","-0.16","-0.95","-1.16","-0.73","-0.37","0.26","-0.23","13.64","1.01","-0.41","0.90","0.19","-0.06","12.50","7.60","92.91","1.005","8.31","12.78","7.22","44.7","53.50","21.31","20.79","17.87","54.38"
"476","Devin Shore","ANA, DAL","C","76","866.01666666667","11.394956140351","-0.13","3.36","-1.45","-1.26","2.26","-2.08","-1.19","1.09","-1.93","0.01","0.4","-3.89","-0.12","0.22","-3.65","-0.39","1.85","-2.03","-0.91","0.52","-3.36","-0.35","0.32","-12.97","0.69","1.77","-1.07","0.4","0.24","6.32","1.64","0.82","0.69","0.08","-0.11","10.39","7.52","91.41","0.989","10.46","16.56","8.59","49.19","54.91","15.38","21.69","18.91","44.85"
"237","Jakob Silfverberg","ANA","R","73","911.86666666667","12.491324200913","-1.52","1.81","-1.45","0.14","1.46","-0.73","0.49","-0.3","0.67","-0.23","-0.25","-0.23","-0.06","-0.12","0.48","0.62","-1.19","1.65","-1.28","-1.54","0.13","-0.31","-0.36","0.15","2.53","0.47","2.51","0.03","0.26","-5.04","-2","4.56","-4.48","0.08","-0.08","8.97","6.55","92.92","0.995","9.74","16.71","11.91","42.51","44.98","15.13","22.7","21.45","41.37"
"803","Samuel Girard","COL","D","82","1393.6666666667","16.99593495935","-2.66","0.67","-1.45","-2.77","1.02","-2.25","-2","0.4","-1.91","0.17","-0.5","7.12","-0.16","0.06","-2.45","-0.77","0.67","-1.37","-1.76","2.02","-8.61","0.31","-0.06","6.80","1.31","-1.79","3.80","0.1","-0.31","12.50","-2.81","-0.38","-1.68","-0.31","-0.26","0.00","8.30","93.35","1.016","10.85","15.8","6.97","38.23","60.87","22","22.99","16.49","57.16"
"403","Miikka Salomaki","NSH","R","37","375.2","10.140540540541","-9.41","-5.54","-1.45","-7.05","-6.25","0.04","-4.05","-7.25","3.57","-1.08","-0.8","-0.93","-0.3","-0.66","4.97","-5.02","-7.23","3.03","-0.57","-2.1","3.92","-0.55","-0.44","1.67","-5.93","-6.84","2.59","-1.05","-0.45","-28.66","-5.54","-2.83","-1.38","0.36","-0.04","13.73","6.11","93.71","0.998","9.91","16.31","12.31","43.66","44.60","12.95","22.07","21.43","37.67"
"228","Tyler Johnson","T.B","C","80","1060.0333333333","13.250416666667","3.23","6.32","-1.46","3.6","5.8","-1.39","3.96","4.54","-0.62","0.61","0.41","0.59","0.38","0.45","-1.12","1.83","4.41","-2.43","0.54","2.59","-4.78","0.77","0.38","3.96","1.71","2.43","-0.91","-0.05","0.13","-4.14","2.74","2.67","-0.11","-0.17","-0.1","1.04","10.26","92.00","1.023","12.23","16.07","8.77","39.23","58.22","21.45","21.06","18.4","53.84"
"10","Matt Hendricks","MIN, WPG","C","26","208.86666666667","8.0333333333333","-1.47","1.79","-1.46","-4.5","1.4","-3.63","-3.05","-1.65","-1.17","-1.22","-0.54","-9.40","-0.38","0.04","-5.48","-1.03","0.6","-1.78","-2.63","1.69","-12.57","-1.27","0.05","-47.92","2.14","-1.45","4.74","-0.34","-0.65","14.94","-1.49","1.3","-1.81","0.44","-0.15","16.18","5.15","92.86","0.980","6.61","12.35","10.34","54.29","38.98","11.49","17.24","18.67","38.10"
"736","Ivan Provorov","PHI","D","82","1599.5166666667","19.506300813008","-2.35","0.97","-1.46","-0.28","1.62","-1.10","0.21","0.47","-0.19","0.03","0.28","-2.07","0.1","0.05","0.59","2.28","0.85","1.49","1.01","0.45","1.33","0.06","0.05","0.13","1.69","0.54","1.58","0.05","0.39","-5.29","-3.75","-0.79","-2.12","-0.1","-0.04","-3.78","8.38","90.59","0.990","7.58","15.27","10.13","35.86","42.80","16.81","22.47","21.53","43.84"
"404","William Karlsson","VGK","C","82","1153.0666666667","14.061788617886","-0.26","2.93","-1.47","1.09","0.96","-0.02","0.42","0.5","-0.12","0.39","0.62","-2.44","-0.03","0.07","-1.09","-0.59","-0.11","-0.37","-2.49","-0.32","-4.40","0.04","-0.02","1.06","2.53","0.28","2.26","0.12","0.47","-10.07","1.51","3.11","-1.37","0.37","0.48","-6.82","8.50","90.13","0.986","7.81","15.87","7.34","36.94","51.55","19.77","24.72","19.57","50.26"
"872","Adam Johnson","PIT","C","6","31.833333333333","5.3055555555556","-3.18","0.15","-1.48","-1.97","1.58","-2.05","1.62","8.01","-4.74","4.34","0.36","28.85","-0.03","0.56","-6.48","-5.46","2.02","-7.98","-1.05","2.14","-7.88","0.79","-0.44","28.57","-5.88","-0.16","-7.98","2.22","1.93","16.67","10.02","-2.36","7.49","2.72","-0.95","100.00","16.67","95.00","1.117","9.42","15.08","0","79.16","100.00","11.31","20.73","5.65","66.67"
"187","Luke Schenn","ANA, VAN","D","26","327.16666666667","12.583333333333","-7.79","-5.54","-1.50","-7.97","-4.49","-2.97","-2.67","-3.53","0.05","-0.75","0.22","-12.42","-0.54","-0.13","-6.30","-4.78","-2.1","-3.68","-2.76","-2.43","-3.81","-0.56","0.05","-18.40","-2.69","0.44","-3.85","0.32","0.89","-8.08","-5.95","-4.91","-1.05","-0.89","-0.71","-55.56","5.22","90.80","0.960","6.97","16.32","6.24","57.95","52.78","13.75","21.82","12.47","52.45"
"18","Tomas Plekanec","MTL","C","3","26.883333333333","8.9611111111111","6.8","9.66","-1.52","6.97","14.05","-4.18","5.89","11.12","-4.81","0.8","3.42","-27.78","1.68","0.87","7.22","14.93","12.31","2.69","4.5","-0.35","10.96","-0.91","1.71","-35.71","13.9","16.88","-2.17","-0.7","2.28","-50.00","-15.92","-4.99","-5.18","3.22","0","100.00","12.50","87.50","1.000","6.7","24.55","11.16","55.8","37.50","13.39","35.71","17.85","42.86"
"102","Dan Girardi","T.B","D","62","940.9","15.175806451613","-0.41","3.01","-1.52","1.22","2.32","-0.68","0.9","3.73","-2.28","-0.22","0.73","-8.91","0.09","0.14","-0.72","0.03","1.86","-1.69","1.59","0.53","2.06","-0.51","0.54","-16.88","-2.08","1.78","-4.19","0.56","0.27","1.75","-0.21","1.86","-1.43","-0.18","-0.02","-5.68","9.14","91.38","1.005","9.88","11.48","9.57","43.68","50.82","20.85","19.7","21.04","49.77"
"723","Daniel Sprong","ANA, PIT","R","63","659.35","10.465873015873","0.75","4.46","-1.53","1.77","3.04","-0.64","0.04","2.39","-1.81","-0.26","0.43","-6.45","0.16","0.24","-0.54","-0.57","1.68","-2.01","0.26","1.23","-1.77","-0.36","0.87","-17.27","-1.1","0.6","-2.04","0.14","-0.31","11.67","2.44","2.17","0.18","0","-0.3","27.17","6.77","90.49","0.973","11.65","11.74","5.91","48.59","66.32","18.11","16.56","14.92","54.82"
"225","Dalton Prout","CGY","D","20","236.61666666667","11.830833333333","-1.81","1.52","-1.53","0.72","-2.26","1.90","1.34","-4.75","5.67","-0.89","0.36","-10.48","0.23","-0.18","4.69","1.56","0.43","1.02","1.89","0.79","2.44","0.02","0.52","-11.19","-0.44","-0.47","0.12","-0.66","0.24","-21.21","0.4","-2.42","2.13","-0.6","-0.48","-3.33","9.40","89.36","0.988","9.64","12.43","6.09","50.21","61.29","21.05","18.76","13.69","60.58"
"179","Micheal Haley","FLA, S.J","C","43","343.28333333333","7.9833333333333","-4.86","-1.6","-1.54","-3.58","-3.07","-0.29","-6.38","-3.58","-2.48","-1.31","-0.92","-7.83","-0.09","-0.45","4.48","-1.18","-3.49","2.54","0.09","-0.6","1.68","-0.6","-0.21","-8.00","-1.7","-3.86","3.33","-0.59","-0.58","-5.10","-5.82","2.82","-6.48","-0.4","-0.39","-38.10","5.63","91.22","0.969","8.74","15.91","6.29","60.13","58.14","13.98","22.72","14.16","49.69"
"367","Max McCormick","OTT","L","14","100.58333333333","7.1845238095238","-2.06","1.73","-1.56","-0.25","-0.15","-0.09","-4.39","1.49","-4.82","-2.01","0.53","-29.17","-0.44","-0.04","-5.51","-4.26","1","-5.52","0.38","-0.44","1.74","-0.55","1.21","-22.62","-6.19","1.92","-11.16","-1.11","0.2","-44.44","6.89","1.76","3.89","-0.75","-1.2","-38.46","2.44","89.86","0.923","9.54","14.91","5.37","55.48","64.00","17.3","21.47","15.51","52.73"
"790","Sam Steel","ANA","C","22","270.05","12.275","-1.96","1.53","-1.56","-3.7","4.57","-4.87","-3.33","4.31","-6.31","0.34","-0.62","11.49","-0.39","0.36","-8.07","-1.21","3.43","-3.82","-2.95","1.75","-11.28","-0.17","-0.61","12.50","2.32","2.24","0.73","0.09","0.09","0.00","-3.01","-2.54","-0.67","0.63","0","13.33","11.11","95.68","1.068","11.55","14","7.78","44.66","59.77","17.77","16.89","16.22","52.29"
"772","Kevin Rooney","N.J","C","41","429.83333333333","10.483739837398","-6.47","-4.46","-1.56","-3.24","-4.46","0.36","-3.65","-2.23","-1.71","0.09","-0.2","2.85","-0.26","-0.17","-1.30","-2.6","-1.16","-1.94","-1.13","-2.77","4.96","0.04","-0.43","8.82","-1.96","2.15","-5.50","0.21","0.27","0.49","-4.29","-1.82","-2.37","-0.15","0.08","-10.14","8.72","91.04","0.998","6.42","12.28","11.59","52.35","35.66","12.42","20.8","20.24","38.03"
"33","Jeff Carter","L.A","C","76","1033.7833333333","13.602412280702","0.18","3.94","-1.58","0","4.26","-2.36","-0.68","3.3","-3.23","-0.38","-0.11","-3.92","-0.05","0.12","-1.90","-1.01","-0.34","-0.76","-0.23","0.18","-1.05","-0.44","-0.28","-5.60","-1.04","-0.7","-0.58","-0.07","0.07","-3.92","0.51","5.46","-3.09","0.15","0.08","5.41","6.22","92.64","0.989","10.51","12.83","11.32","47.48","48.14","18.4","20.31","21.3","46.35"
"686","Noah Hanifin","CGY","D","80","1367.9166666667","17.098958333333","1.96","5.06","-1.59","4","4.26","-0.47","2.48","3.19","-0.88","-0.16","0.29","-4.53","0.48","0.45","-0.34","3.41","5.41","-2.40","2.25","1.68","0.78","-0.1","0.06","-2.65","1.55","4.98","-4.57","-0.37","0.1","-14.95","-0.74","0.07","-0.53","0.33","0.25","3.33","8.16","91.80","1.000","9.17","14.08","7.76","42.99","54.15","16.97","20.44","16.8","50.26"
"461","Tomas Hertl","S.J","C","77","1035.5666666667","13.448917748918","1.42","4.48","-1.60","1.58","2.81","-0.97","1.58","1.7","-0.34","1.06","0.98","0.35","0.19","0.32","-1.84","3.65","3.02","-0.01","1.47","0.88","0.76","0.97","0.34","7.82","2.91","2.85","-0.59","-0.01","0.47","-11.99","-1.38","1.23","-1.88","0.11","0.41","-10.56","11.03","87.58","0.986","9.85","15.3","7.53","44.61","56.67","17.79","22.94","18.25","49.36"
