Date,Start Time (Sask),Start Time (ET),Visitor,Score,Home,Score,Status
2021-05-10,5:00 PM,7:00 PM,Edmonton Oilers,,Montreal Canadiens,,Scheduled
2021-05-10,5:00 PM,7:00 PM,New York Islanders,,Boston Bruins,,Scheduled
2021-05-10,5:00 PM,7:00 PM,Tampa Bay Lightning,,Florida Panthers,,Scheduled
2021-05-10,6:00 PM,8:00 PM,Vancouver Canucks,,Winnipeg Jets,,Scheduled
2021-05-10,6:00 PM,8:00 PM,Carolina Hurricanes,,Nashville Predators,,Scheduled
2021-05-10,6:00 PM,8:00 PM,Dallas Stars,,Chicago Blackhawks,,Scheduled
2021-05-10,8:00 PM,10:00 PM,St. Louis Blues,,Los Angeles Kings,,Scheduled
2021-05-11,5:00 PM,7:00 PM,Edmonton Oilers,,Montreal Canadiens,,Scheduled
2021-05-11,5:00 PM,7:00 PM,Boston Bruins,,Washington Capitals,,Scheduled
2021-05-11,6:00 PM,8:00 PM,Vancouver Canucks,,Winnipeg Jets,,Scheduled
2021-05-12,5:30 PM,7:30 PM,Toronto Maple Leafs,,Ottawa Senators,,Scheduled
2021-05-13,7:00 PM,9:00 PM,Vancouver Canucks,,Edmonton Oilers,,Scheduled
2021-05-15,8:00 PM,10:00 PM,Calgary Flames,,Vancouver Canucks,,Scheduled
2021-05-16,7:00 PM,9:00 PM,Vancouver Canucks,,Calgary Flames,,Scheduled
