id,team_name,gp,toi,w,l,otl,row,points,point_pcg,cf,ca,cf_pcg,ff,fa,ff_pcg,sf,sa,sf_pcg,gf,ga,gf_pcg,xgf,xga,xgf_pcg,scf,sca,scf_pcg,scsf,scsa,scsf_pcg,scgf,scga,scgf_pcg,scsh_pcg,scsv_pcg,hdcf,hdca,hdcf_pcg,hdsf,hdsa,hdsf_pcg,hdgf,hdga,hdgf_pcg,hdsh_pcg,hdsv_pcg,mdcf,mdca,mdcf_pcg,mdsf,mdsa,mdsf_pcg,mdgf,mdga,mdgf_pcg,mdsh_pcg,mdsv_pcg,ldcf,ldca,ldcf_pcg,ldsf,ldsa,ldsf_pcg,ldgf,ldga,ldgf_pcg,ldsh_pcg,ldsv_pcg,sh_pcg,sv_pcg,pdo
17,Dallas Stars,82,378.3,46,30,6,41,98,0.598,601,106,85.01,456,99,82.16,334,82,80.29,47,5,90.38,46.69,6.4,87.94,355,53,87.01,209,40,83.94,42,5,89.36,20.10,87.50,163,21,88.59,118,19,86.13,32,3,91.43,27.12,84.21,192,32,85.71,91,21,81.25,10,2,83.33,10.99,90.48,230,22,91.27,124,12,91.18,5,0,100.00,4.03,100.00,14.07,93.90,1.080
18,New York Islanders,82,337.7667,37,35,10,35,84,0.512,523,87,85.74,406,77,84.06,299,65,82.14,44,6,88.00,39.35,5.56,87.63,313,49,86.46,190,35,84.44,37,6,86.05,19.47,82.86,138,24,85.19,105,19,84.68,22,5,81.48,20.95,73.68,175,25,87.50,85,16,84.16,15,1,93.75,17.65,93.75,206,17,92.38,108,9,92.31,6,0,100.00,5.56,100.00,14.72,90.77,1.055
19,Carolina Hurricanes,82,355.2667,54,20,8,53,116,0.707,607,93,86.71,490,85,85.22,347,68,83.61,47,3,94.00,44.65,6.01,88.14,334,46,87.89,195,28,87.44,41,3,93.18,21.03,89.29,140,25,84.85,91,16,85.05,24,3,88.89,26.37,81.25,194,21,90.23,104,12,89.66,17,0,100.00,16.35,100.00,265,13,95.32,149,10,93.71,6,0,100.00,4.03,100.00,13.54,95.59,1.091
20,Columbus Blue Jackets,82,363.35,37,38,7,33,81,0.494,549,106,83.82,415,92,81.85,300,70,81.08,37,5,88.10,34.75,7.23,82.77,261,53,83.12,159,33,82.81,28,5,84.85,17.61,84.85,97,28,77.60,74,20,78.72,14,3,82.35,18.92,85.00,164,25,86.77,85,13,86.73,14,2,87.50,16.47,84.62,276,27,91.09,140,15,90.32,9,0,100.00,6.43,100.00,12.33,92.86,1.052
21,Arizona Coyotes,82,330.1667,25,50,7,24,57,0.348,414,91,81.98,322,82,79.70,236,67,77.89,24,4,85.71,29.23,5.32,84.59,210,43,83.00,136,31,81.44,18,4,81.82,13.24,87.10,95,19,83.33,67,16,80.72,9,1,90.00,13.43,93.75,115,24,82.73,69,15,82.14,9,3,75.00,13.04,80.00,190,18,91.35,100,9,91.74,6,0,100.00,6.00,100.00,10.17,94.03,1.042
22,Nashville Predators,82,396.3333,45,30,7,41,97,0.591,650,98,86.90,495,86,85.20,360,73,83.14,61,5,92.42,44.98,6.7,87.03,353,54,86.73,216,44,83.08,48,4,92.31,22.22,90.91,131,25,83.97,102,20,83.61,32,2,94.12,31.37,90.00,222,29,88.45,114,24,82.61,16,2,88.89,14.04,91.67,291,24,92.38,141,12,92.16,13,1,92.86,9.22,91.67,16.94,93.15,1.101
23,Winnipeg Jets,82,383.4167,39,32,11,37,89,0.543,638,102,86.22,508,89,85.09,365,78,82.39,49,7,87.50,48.86,7.27,87.04,362,53,87.23,212,42,83.46,33,7,82.50,15.57,83.33,160,24,86.96,115,21,84.56,21,6,77.78,18.26,71.43,202,29,87.45,97,21,82.20,12,1,92.31,12.37,95.24,270,21,92.78,151,9,94.38,16,0,100.00,10.60,100.00,13.42,91.03,1.045
24,Anaheim Ducks,82,359.4333,31,37,14,27,76,0.463,552,93,85.58,388,84,82.20,277,69,80.06,46,3,93.88,32.61,5.22,86.21,271,46,85.49,152,35,81.28,34,3,91.89,22.37,91.43,97,22,81.51,70,17,80.46,23,3,88.46,32.86,82.35,174,24,87.88,82,18,82.00,11,0,100.00,13.41,100.00,266,16,94.33,124,9,93.23,12,0,100.00,9.68,100.00,16.61,95.65,1.123
25,Los Angeles Kings,82,406.8833,44,27,11,40,99,0.604,708,95,88.17,539,87,86.10,404,78,83.82,36,8,81.82,51.29,5.81,89.83,390,45,89.66,232,39,85.61,26,7,78.79,11.21,82.05,169,24,87.56,118,23,83.69,13,5,72.22,11.02,78.26,221,21,91.32,114,16,87.69,13,2,86.67,11.40,87.50,306,20,93.87,170,11,93.92,10,1,90.91,5.88,90.91,8.91,89.74,0.987
26,New Jersey Devils,82,360.1667,27,46,9,24,63,0.384,511,102,83.36,375,92,80.30,254,75,77.20,35,14,71.43,33.06,7.89,80.74,304,61,83.29,156,47,76.85,29,13,69.05,18.59,72.34,94,29,76.42,68,26,72.34,15,9,62.50,22.06,65.38,210,32,86.78,88,21,80.73,14,4,77.78,15.91,80.95,200,22,90.09,98,12,89.09,6,0,100.00,6.12,100.00,13.78,81.33,0.951
27,Philadelphia Flyers,82,398.8667,25,46,11,24,61,0.372,601,110,84.53,461,97,82.62,333,82,80.24,25,8,75.76,40.67,5.97,87.19,268,53,83.49,162,41,79.80,21,7,75.00,12.96,82.93,134,22,85.90,95,18,84.07,16,3,84.21,16.84,83.33,134,31,81.21,67,23,74.44,5,4,55.56,7.46,82.61,319,28,91.93,168,14,92.31,4,1,80.00,2.38,92.86,7.51,90.24,0.978
28,Minnesota Wild,82,404.7167,53,22,7,48,113,0.689,646,115,84.89,484,99,83.02,359,86,80.67,45,5,90.00,42.87,5.71,88.24,333,50,86.95,201,38,84.10,37,4,90.24,18.41,89.47,123,22,84.83,93,20,82.30,20,3,86.96,21.51,85.00,210,28,88.24,108,18,85.71,17,1,94.44,15.74,94.44,303,31,90.72,157,18,89.71,8,1,88.89,5.10,94.44,12.53,94.19,1.067
29,Boston Bruins,82,370.8667,51,26,5,49,107,0.652,674,123,84.57,524,112,82.39,372,93,80.00,44,6,88.00,46.08,7.63,85.79,368,64,85.19,223,44,83.52,35,6,85.37,15.70,86.36,136,30,81.93,103,27,79.23,15,5,75.00,14.56,81.48,232,34,87.22,120,17,87.59,20,1,95.24,16.67,94.12,298,23,92.83,149,14,91.41,9,0,100.00,6.04,100.00,11.83,93.55,1.054
30,St Louis Blues,82,375.2,49,22,11,47,109,0.665,599,101,85.57,474,91,83.89,364,77,82.54,63,5,92.65,45.46,6.25,87.92,397,58,87.25,266,46,85.26,55,4,93.22,20.68,91.30,122,23,84.14,95,20,82.61,22,4,84.62,23.16,80.00,275,35,88.71,171,26,86.80,33,0,100.00,19.30,100.00,194,22,89.81,95,11,89.62,8,1,88.89,8.42,90.91,17.31,93.51,1.108
31,Calgary Flames,82,380.1667,50,21,11,48,111,0.677,699,105,86.94,541,89,85.87,399,73,84.53,50,3,94.34,51.66,5.15,90.94,385,41,90.38,237,26,90.11,45,3,93.75,18.99,88.46,159,21,88.33,117,16,87.97,30,3,90.91,25.64,81.25,226,20,91.87,120,10,92.31,15,0,100.00,12.50,100.00,300,29,91.19,158,16,90.80,5,0,100.00,3.16,100.00,12.53,95.89,1.084
32,San Jose Sharks,82,350.05,32,37,13,29,77,0.470,555,107,83.84,422,92,82.10,313,75,80.67,38,10,79.17,37.11,6.16,85.76,304,52,85.39,187,40,82.38,25,10,71.43,13.37,75.00,108,25,81.20,82,21,79.61,13,7,65.00,15.85,66.67,196,27,87.89,105,19,84.68,12,3,80.00,11.43,84.21,240,29,89.22,125,14,89.93,12,0,100.00,9.60,100.00,12.14,86.67,0.988
