id,team_name,gp,toi,w,l,otl,row,points,point_pcg,cf,ca,cf_pcg,ff,fa,ff_pcg,sf,sa,sf_pcg,gf,ga,gf_pcg,xgf,xga,xgf_pcg,scf,sca,scf_pcg,scsf,scsa,scsf_pcg,scgf,scga,scgf_pcg,scsh_pcg,scsv_pcg,hdcf,hdca,hdcf_pcg,hdsf,hdsa,hdsf_pcg,hdgf,hdga,hdgf_pcg,hdsh_pcg,hdsv_pcg,mdcf,mdca,mdcf_pcg,mdsf,mdsa,mdsf_pcg,mdgf,mdga,mdgf_pcg,mdsh_pcg,mdsv_pcg,ldcf,ldca,ldcf_pcg,ldsf,ldsa,ldsf_pcg,ldgf,ldga,ldgf_pcg,ldsh_pcg,ldsv_pcg,sh_pcg,sv_pcg,pdo
13,Buffalo Sabres,82,345.7333,32,39,11,29,75,0.457,87,578,13.08,78,466,14.34,65,332,16.37,5,48,9.43,4.8,42.83,10.07,36,325,9.97,26,208,11.11,4,39,9.30,15.38,81.25,14,147,8.70,12,109,9.92,4,24,14.29,33.33,77.98,22,178,11.00,14,99,12.39,0,15,0.00,0.00,84.85,25,243,9.33,15,120,11.11,0,9,0.00,0.00,92.50,7.69,85.54,0.932
14,Ottawa Senators,82,399.8,33,42,7,30,73,0.445,114,688,14.21,97,543,15.16,76,418,15.38,8,48,14.29,7.58,51.25,12.89,67,391,14.63,43,258,14.29,8,40,16.67,18.60,84.50,36,152,19.15,27,128,17.42,5,25,16.67,18.52,80.47,31,239,11.48,16,130,10.96,3,15,16.67,18.75,88.46,17,287,5.59,8,159,4.79,0,8,0.00,0.00,94.97,10.53,88.52,0.990
15,Detroit Red Wings,82,353.0667,32,40,10,29,74,0.451,96,551,14.84,83,420,16.50,74,309,19.32,4,52,7.14,5.38,41.82,11.39,38,326,10.44,30,201,12.99,4,42,8.70,13.33,79.10,21,127,14.19,19,97,16.38,4,20,16.67,21.05,79.38,17,199,7.87,11,104,9.57,0,22,0.00,0.00,78.85,30,220,12.00,17,107,13.71,0,10,0.00,0.00,90.65,5.41,83.17,0.886
16,Florida Panthers,82,403.4,58,18,6,55,122,0.744,122,652,15.76,104,524,16.56,90,400,18.37,12,49,19.67,9.08,48.28,15.82,69,359,16.12,55,241,18.58,11,45,19.64,20.00,81.33,40,158,20.20,34,130,20.73,9,32,21.95,26.47,75.38,29,201,12.61,21,111,15.91,2,13,13.33,9.52,88.29,23,276,7.69,9,155,5.49,1,4,20.00,11.11,97.42,13.33,87.75,1.011
17,Dallas Stars,82,341.2,46,30,6,41,98,0.598,86,516,14.29,77,397,16.24,63,284,18.16,7,42,14.29,5.43,32,14.51,48,256,15.79,37,149,19.89,7,30,18.92,18.92,79.87,21,89,19.09,18,57,24.00,4,11,26.67,22.22,80.70,27,167,13.92,19,92,17.12,3,19,13.64,15.79,79.35,17,249,6.39,7,133,5.00,0,12,0.00,0.00,90.98,11.11,85.21,0.963
18,New York Islanders,82,345.4333,37,35,10,35,84,0.512,96,550,14.86,85,410,17.17,65,298,17.91,4,32,11.11,5.91,36.77,13.84,50,307,14.01,34,165,17.09,4,24,14.29,11.76,85.45,22,111,16.54,17,76,18.28,4,15,21.05,23.53,80.26,28,196,12.50,17,89,16.04,0,9,0.00,0.00,89.89,21,240,8.05,8,131,5.76,0,8,0.00,0.00,93.89,6.15,89.26,0.954
19,Carolina Hurricanes,82,460.2667,54,20,8,53,116,0.707,133,484,21.56,119,385,23.61,102,270,27.42,4,29,12.12,7.84,37.25,17.39,65,263,19.82,51,158,24.40,3,23,11.54,5.88,85.44,36,121,22.93,33,83,28.45,3,18,14.29,9.09,78.31,29,142,16.96,18,75,19.35,0,5,0.00,0.00,93.33,35,206,14.52,18,110,14.06,1,6,14.29,5.56,94.55,3.92,89.26,0.932
20,Arizona Coyotes,82,402.5,25,50,7,24,57,0.348,85,753,10.14,73,598,10.88,56,429,11.55,3,62,4.62,4.41,54.47,7.49,39,397,8.94,27,237,10.23,2,47,4.08,7.41,80.17,22,176,11.11,18,119,13.14,2,28,6.67,11.11,76.47,17,221,7.14,9,118,7.09,0,19,0.00,0.00,83.90,22,344,6.01,11,191,5.45,1,15,6.25,9.09,92.15,5.36,85.55,0.909
21,Columbus Blue Jackets,82,373.7167,37,38,7,33,81,0.494,136,590,18.73,120,450,21.05,96,333,22.38,7,44,13.73,7.59,44.14,14.67,63,329,16.07,46,208,18.11,7,39,15.22,15.22,81.25,27,131,17.09,22,106,17.19,5,24,17.24,22.73,77.36,36,198,15.38,24,102,19.05,2,15,11.76,8.33,85.29,40,251,13.75,18,122,12.86,0,5,0.00,0.00,95.90,7.29,86.79,0.941
22,Nashville Predators,82,435.9833,45,30,7,41,97,0.591,82,763,9.70,70,577,10.82,51,414,10.97,2,53,3.64,4.04,53.91,6.97,39,443,8.09,25,265,8.62,2,42,4.55,8.00,84.15,14,152,8.43,11,112,8.94,2,18,10.00,18.18,83.93,25,291,7.91,14,153,8.38,0,24,0.00,0.00,84.31,22,313,6.57,10,148,6.33,0,11,0.00,0.00,92.57,3.92,87.20,0.911
23,Winnipeg Jets,82,359.4833,39,32,11,37,89,0.543,102,618,14.17,90,501,15.23,75,374,16.70,8,50,13.79,8.48,49.07,14.74,67,358,15.76,54,229,19.08,8,40,16.67,14.81,82.53,37,153,19.47,32,119,21.19,5,29,14.71,15.63,75.63,30,205,12.77,22,110,16.67,3,11,21.43,13.64,90.00,18,254,6.62,6,144,4.00,0,10,0.00,0.00,93.06,10.67,86.63,0.973
24,Anaheim Ducks,82,357.65,31,37,14,27,76,0.463,77,628,10.92,70,513,12.01,58,380,13.24,4,37,9.76,3.75,46.64,7.43,33,347,8.68,29,227,11.33,4,27,12.90,13.79,88.11,16,139,10.32,15,97,13.39,4,15,21.05,26.67,84.54,17,208,7.56,14,130,9.72,0,12,0.00,0.00,90.77,15,274,5.19,8,150,5.06,0,10,0.00,0.00,93.33,6.90,90.26,0.972
25,Los Angeles Kings,82,368.1833,44,27,11,40,99,0.604,105,607,14.75,95,459,17.15,83,331,20.05,11,52,17.46,7.09,47.31,13.03,57,333,14.62,45,209,17.72,11,41,21.15,24.44,80.38,27,146,15.61,22,108,16.92,8,24,25.00,36.36,77.78,30,187,13.82,23,101,18.55,3,17,15.00,13.04,83.17,19,264,6.71,10,122,7.58,0,11,0.00,0.00,90.98,13.25,84.29,0.975
26,New Jersey Devils,82,330.45,27,46,9,24,63,0.384,90,436,17.11,74,355,17.25,62,253,19.68,5,37,11.90,4.48,34.16,11.60,39,244,13.78,25,147,14.53,5,33,13.16,20.00,77.55,17,99,14.66,13,71,15.48,4,19,17.39,30.77,73.24,22,145,13.17,12,76,13.64,1,14,6.67,8.33,81.58,30,184,14.02,16,104,13.33,0,4,0.00,0.00,96.15,8.06,85.38,0.934
27,Philadelphia Flyers,82,368.25,25,46,11,24,61,0.372,92,625,12.83,84,473,15.08,69,360,16.08,6,51,10.53,5.91,46.14,11.35,46,341,11.89,36,218,14.17,6,31,16.22,16.67,85.78,24,148,13.95,20,108,15.63,5,16,23.81,25.00,85.19,22,193,10.23,16,110,12.70,1,15,6.25,6.25,86.36,20,274,6.80,10,140,6.67,0,20,0.00,0.00,85.71,8.70,85.83,0.945
28,Minnesota Wild,82,419.1333,53,22,7,48,113,0.689,88,733,10.72,78,564,12.15,57,419,11.97,2,60,3.23,4.37,50.66,7.95,34,373,8.35,23,230,9.09,2,46,4.17,8.70,80.00,14,134,9.46,8,101,7.34,1,30,3.23,12.50,70.30,20,239,7.72,15,129,10.42,1,16,5.88,6.67,87.60,29,343,7.80,14,186,7.00,0,14,0.00,0.00,92.47,3.51,85.68,0.892
29,Boston Bruins,82,407.4333,51,26,5,49,107,0.652,99,634,13.51,89,475,15.78,71,348,16.95,4,43,8.51,6.55,43.02,13.21,58,328,15.03,40,188,17.54,4,35,10.26,10.00,81.38,22,130,14.47,17,94,15.32,3,24,11.11,17.65,74.47,36,198,15.38,23,94,19.66,1,11,8.33,4.35,88.30,17,293,5.48,8,158,4.82,0,8,0.00,0.00,94.94,5.63,87.64,0.933
30,St Louis Blues,82,349.4,49,22,11,47,109,0.665,101,498,16.86,91,374,19.57,81,268,23.21,7,32,17.95,6.77,35.68,15.95,47,282,14.29,36,167,17.73,7,27,20.59,19.44,83.83,25,117,17.61,22,84,20.75,4,15,21.05,18.18,82.14,22,165,11.76,14,83,14.43,3,12,20.00,21.43,85.54,21,205,9.29,14,100,12.28,0,5,0.00,0.00,95.00,8.64,88.06,0.967
31,Calgary Flames,82,405.6667,50,21,11,48,111,0.677,113,556,16.89,99,412,19.37,79,304,20.63,6,37,13.95,7.14,36.96,16.19,59,299,16.48,40,179,18.26,6,26,18.75,15.00,85.47,27,99,21.43,21,71,22.83,5,13,27.78,23.81,81.69,32,200,13.79,19,108,14.96,1,13,7.14,5.26,87.96,27,246,9.89,15,123,10.87,0,11,0.00,0.00,91.06,7.59,87.83,0.954
32,San Jose Sharks,82,368.15,32,37,13,29,77,0.470,110,579,15.97,102,440,18.82,91,306,22.92,4,30,11.76,5.27,40.47,11.52,48,339,12.40,40,204,16.39,3,26,10.34,7.50,87.25,20,151,11.70,18,113,13.74,2,14,12.50,11.11,87.61,28,188,12.96,22,91,19.47,1,12,7.69,4.55,86.81,24,233,9.34,14,101,12.17,1,3,25.00,7.14,97.03,4.40,90.20,0.946
