id,player_name,team,position,gp,toi,toi_per_gp,cf_60_rel,ca_60_rel,cf_pcg_rel,ff_60_rel,fa_60_rel,ff_pcg_rel,sf_60_rel,sa_60_rel,sf_pcg_rel,gf_60_rel,ga_60_rel,gf_pcg_rel,xgf_60_rel,xga_60_rel,xgf_pcg_rel,scf_60_rel,sca_60_rel,scf_pcg_rel,hdcf_60_rel,hdca_60_rel,hdcf_pcg_rel,hdgf_60_rel,hdga_60_rel,hdgf_pcg_rel,mdcf_60_rel,mdca_60_rel,mdcf_pcg_rel,mdgf_60_rel,mdga_60_rel,mdgf_pcg_rel,ldcf_60_rel,ldca_60_rel,ldcf_pcg_rel,ldgf_60_rel,ldga_60_rel,ldgf_pcg_rel,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs_60,nzs_60,dzs_60,on_the_fly_starts_60,ozs_pcg,ozfo_60,nzfo_60,dzfo_60,ozfo_pcg
11,Jason Chimera,NYI,L,82,936.98333333333,11.42662601626,-0.87,7.6,-3.45,0.54,5.91,-2.93,0.88,4.1,-2.48,0.24,0.38,-1.35,-0.15,0.27,-4.36,-2.26,4.27,-5.70,-1.21,0.54,-4.03,0.19,0.14,0.68,-1.4,4.97,-6.72,0.18,0.25,-2.55,1.01,3.74,-1.74,-0.15,0.1,-10.43,9.28,91.71,1.010,9.29,14.6,8.26,49.69,52.92,16.65,21.13,18.25,47.71
12,Brian Campbell,CHI,D,80,1305.95,16.324375,-3.45,0.75,-1.91,-2.18,2.48,-2.90,-1.28,1.45,-2.27,0.37,-0.19,5.96,-0.02,0.09,-1.13,0.19,-2.38,2.53,0.59,-0.59,2.91,0.6,-0.07,11.78,-0.54,-2.39,2.41,-0.26,-0.05,-5.16,-4.21,5.7,-6.78,-0.06,-0.12,2.94,9.22,93.83,1.031,6.57,13.55,5.83,49.25,52.96,16.4,20.67,14.33,53.36
13,Mike Fisher,NSH,C,72,855.88333333333,11.887268518519,-4.74,-1.62,-1.34,-3.08,-2.06,-0.55,0.09,-1.92,1.75,-0.02,-0.12,1.12,-0.01,-0.15,1.82,-1.82,-1.6,-0.20,0.72,-0.94,4.69,0.26,-0.16,8.18,-3.39,-0.88,-3.43,-0.45,0.14,-18.93,-4.37,-0.3,-2.51,0.08,-0.09,7.75,7.42,92.41,0.998,10.87,14.09,15.91,44.45,40.58,17.6,19.35,25.8,40.55
14,Mike Ribeiro,NSH,C,46,592.11666666667,12.872101449275,8.92,3.49,2.12,6.42,6.39,-0.16,4.21,7.51,-2.85,0.39,0.62,-3.07,0.29,0.6,-3.96,2.66,7,-4.52,0.64,3.62,-8.08,0.27,0.5,-3.45,2.7,4.51,-2.42,0.32,0.58,-11.34,6.49,-2.16,5.31,-0.17,-0.45,24.00,7.69,92.67,1.004,15.1,12.16,2.84,45.7,84.18,25.13,17.23,7.6,76.78
15,Francois Beauchemin,COL,D,81,1367.6166666667,16.884156378601,3,4.8,-0.72,2.89,1.5,0.97,1.96,0.52,1.35,0.29,-0.26,5.89,0.1,0.01,1.25,1.04,1.41,-0.29,0.34,-1.23,4.09,0.17,-0.54,12.27,0.94,3.52,-3.48,0.11,0.18,1.01,2.89,3.56,-0.34,0.05,0.21,-5.09,6.70,91.20,0.979,7.37,10.05,9.34,45.45,44.09,18.56,17.81,21.23,46.64
16,Brian Gionta,BUF,R,82,1062.4833333333,12.957113821138,-2.67,3.7,-2.86,-1.77,2.4,-2.45,-2.22,0.27,-2.13,-0.09,0.24,-3.75,-0.07,-0.03,-0.58,0.72,1.16,-0.37,0.92,-0.09,2.42,0,-0.02,0.38,-0.27,1.66,-2.54,0.05,0.33,-8.52,-4.43,2.68,-4.71,-0.25,-0.07,-17.42,6.54,92.41,0.990,8.13,15.3,10.62,37.61,43.37,14.74,22.02,22.59,39.49
17,Chris Neil,OTT,R,53,396.23333333333,7.4761006289308,-6.13,-0.42,-2.73,-5.17,-0.64,-2.98,-1.17,-1.27,0.07,-1.51,0.06,-23.32,-0.43,-0.08,-4.62,-5.18,1.44,-7.06,-1.06,-2.27,3.10,-0.85,-0.07,-23.28,-5.48,4.94,-13.25,-0.67,-0.07,-30.00,-0.81,-1.56,0.47,-0.22,0.26,-18.28,3.17,91.62,0.948,14.23,14.99,5.15,55.72,73.44,21.5,19.99,13.63,61.21
18,Andrei Markov,MTL,D,62,1035.5,16.701612903226,4.06,-0.34,1.84,4.21,0.88,1.85,3.03,1.16,1.43,0.34,-0.28,7.36,0.11,-0.14,3.01,1.18,-1.9,3.22,-0.03,-0.36,0.87,-0.07,-0.14,2.85,1.61,-2.05,5.04,0.48,-0.53,30.95,3.61,1.95,0.94,0.07,0.37,-13.39,8.01,94.44,1.025,8.87,13.04,9.68,42.24,47.81,20.45,20.45,21.96,48.22
19,Daniel Sedin,VAN,L,82,1191.2166666667,14.527032520325,0.4,-3.08,1.62,-0.15,-1.28,0.66,-0.08,0.34,-0.35,0.17,0.04,1.76,-0.2,0.06,-3.41,-2.25,1.37,-3.72,-0.43,0.62,-2.57,-0.01,0.16,-2.76,-2.43,0.99,-4.46,0.29,0,12.38,2.96,-4.7,5.71,-0.03,-0.14,4.83,7.48,92.39,0.999,13.8,15.92,7.56,40.75,64.62,22.87,21,15.56,59.50
20,Henrik Sedin,VAN,C,82,1233.1833333333,15.038821138211,-0.74,-4.78,1.85,-0.83,-2.11,0.70,-0.28,-1.11,0.64,0,0.48,-4.86,-0.24,-0.06,-2.51,-2.56,0.37,-3.17,-0.37,0.42,-1.95,-0.07,0.43,-8.33,-2.92,-0.06,-3.93,0.17,0.15,1.86,1.81,-5.91,5.78,-0.05,-0.06,-0.27,7.08,91.11,0.982,12.84,14.94,7.44,39.51,63.31,22.14,20.29,15.42,58.94
21,Chris Kelly,OTT,C,82,792.53333333333,9.6650406504065,-14.77,3.08,-8.58,-9.78,1.13,-7.25,-6.03,0.29,-5.71,-1.83,0.24,-33.07,-0.6,-0.08,-6.95,-8.64,0.04,-10.15,-2.58,-0.78,-5.27,-0.87,0.25,-31.11,-8.09,1.1,-13.41,-0.64,0.02,-31.56,-8.21,2.84,-7.71,-0.69,-0.03,-41.33,2.46,92.05,0.945,10.75,15.29,6.44,51.63,62.56,18.09,20.74,17.11,51.40
22,Derek MacKenzie,FLA,C,82,813.05,9.915243902439,-12.82,5.78,-8.99,-8.55,1.76,-6.48,-6.46,1.23,-6.61,-1.04,-0.13,-13.77,-0.64,0.24,-11.02,-7.59,0.55,-9.87,-1.81,1.12,-8.15,-0.2,0.15,-7.56,-7.71,-0.76,-10.73,-0.82,0.01,-32.32,-7.93,5.65,-9.12,-0.37,-0.42,-16.17,4.65,92.71,0.974,8.04,14.32,11.81,50.55,40.52,13.14,20.96,23.84,35.53
23,Henrik Zetterberg,DET,L,82,1274.05,15.537195121951,3.07,-5.33,4.04,2.65,-4.33,4.39,2.21,-2.26,3.91,1.17,-0.69,19.70,0.35,-0.27,7.33,3.31,-3.43,7.20,1.41,-2.21,9.41,0.94,-0.3,24.30,2.52,-1.62,5.59,0.24,-0.08,8.62,-0.29,-2.99,1.91,0.09,-0.49,23.81,10.19,92.93,1.031,9.84,13.42,7.49,45.49,56.79,17.94,19.87,18.13,49.74
24,Radim Vrbata,ARI,R,81,1062.6,13.118518518519,1.64,-2.09,1.62,1.66,-0.26,1.18,2.14,0.67,1.41,0.38,0.42,0.54,-0.02,0.17,-1.86,1.26,3,-1.05,-0.46,2.1,-5.27,0.04,0.21,-3.14,2.29,1.19,1.84,0.16,0.25,-0.06,-1.71,-6.12,2.58,0.31,0.04,12.16,7.81,91.71,0.995,10.11,14.68,12.76,40.6,44.20,18.92,21.63,25.35,42.73
25,Joel Ward,S.J,R,78,1008.3,12.926923076923,-1.64,-0.25,-0.59,-2.47,0.28,-1.67,-2.83,-0.67,-1.88,-0.34,-0.06,-3.20,-0.05,0.25,-3.31,-2.02,2.23,-4.10,0.97,0.46,0.95,0.21,0.18,0.36,-3.99,2.36,-8.18,-0.75,0.03,-38.96,0.03,-2.65,1.91,0.02,-0.35,26.52,7.32,92.58,0.999,10.24,12.91,8.69,49.03,54.09,17.73,21.12,18.03,49.58
26,Mark Streit,"PHI, PIT",D,68,1035.8166666667,15.232598039216,3.11,-0.79,1.67,3.46,-0.11,2.11,4.42,-0.1,3.77,-0.25,-0.11,-2.05,0.38,-0.02,4.54,2.08,0.84,1.31,2.12,0.7,3.54,-0.23,-0.36,1.77,-0.04,0.18,-0.28,-0.18,0.37,-15.80,2.86,-3.4,4.14,0.2,-0.04,10.48,5.75,91.88,0.976,10.08,12.8,7.76,49.24,56.49,21.14,19.75,14.54,59.25
27,Marian Gaborik,L.A,R,56,722.91666666667,12.909226190476,3,0.83,0.78,3.76,1.04,1.30,2.78,2.05,0.17,0.47,-0.12,7.82,0.51,0.05,4.28,4.69,-1.79,5.93,1.89,-0.12,4.29,0.46,-0.06,11.00,3.73,-2.23,6.92,0.16,-0.43,24.31,-0.04,3.19,-2.50,-0.16,0.38,-33.09,6.27,92.77,0.990,10.79,14.77,6.97,44.24,60.75,19.84,22.16,17.18,53.59
28,Scott Hartnell,CBJ,L,78,819.76666666667,10.509829059829,1.68,-4.08,2.65,0.37,-2.97,2.09,0.82,-2.22,2.61,0.7,0.02,5.99,0.23,-0.08,3.28,1.14,0.14,0.94,0.63,-0.15,1.72,0.68,0.1,9.16,0.68,0.39,0.35,0.12,-0.09,7.43,1.1,-4.52,4.08,-0.1,-0.09,0.14,9.84,92.80,1.026,11.64,10.61,9.51,53.14,55.02,19.4,15.08,19.83,49.44
29,Ron Hainsey,"CAR, PIT",D,72,1296.65,18.009027777778,0.27,4.48,-1.92,1.21,5.3,-2.47,-1.2,3.96,-4.37,-0.56,0,-6.46,0.1,0.12,-0.28,-0.81,-0.28,-0.50,-0.49,-0.07,-0.88,-0.74,-0.12,-14.04,-0.43,-0.29,-0.19,0.04,0,1.34,2.05,6.8,-3.37,0.25,0.17,7.58,6.55,91.82,0.984,9.21,12.91,7.82,44.88,54.08,20.13,19.62,18.14,52.60
30,Brooks Orpik,WSH,D,79,1183.1666666667,14.976793248945,0.72,-1.4,0.99,0.12,-1.57,1.09,1.17,-0.3,1.24,-0.07,-0.3,3.65,-0.04,-0.2,1.99,1.02,-2.23,3.36,-0.05,-1.01,2.37,0.14,-0.25,7.79,1.43,-1.63,3.97,0.18,-0.12,8.83,-0.65,0.07,-0.49,-0.5,0.05,-18.18,8.77,94.39,1.032,8.37,10.7,6.09,47.26,57.89,18.92,18.71,14.91,55.92
31,Steve Ott,"DET, MTL",C,53,472.21666666667,8.909748427673,-11.11,3.24,-7.03,-8.21,1.7,-6.43,-6,2.24,-7.29,-1.81,-0.46,-21.48,-0.91,0.13,-13.00,-6.95,-0.41,-7.50,-4.86,0.76,-15.83,-1.4,-0.06,-44.37,-2.78,-1.55,-1.75,-0.51,-0.57,7.06,-5.08,3.64,-6.23,0.02,0.16,-5.29,3.59,93.39,0.970,9.4,14.87,11.18,48.92,45.68,14.1,19.57,21.22,39.93
32,Justin Williams,WSH,R,80,1018.4666666667,12.730833333333,2.13,-3.64,2.70,3.96,-2.1,3.70,4,-1.21,4.35,0.35,0.26,-0.48,0.28,-0.09,4.32,0.86,-1.56,2.53,0.82,0.04,1.95,-0.02,0.34,-7.20,0.06,-2.13,3.13,0.02,-0.05,2.50,0.45,-2.35,2.04,0.53,-0.05,10.82,9.19,92.70,1.019,10.6,13.49,6.72,43.24,61.22,18.5,20.44,12.9,58.91
33,Niklas Kronwall,DET,D,57,875.26666666667,15.355555555556,2.23,2.64,-0.15,1.82,1.61,0.18,2.62,4.6,-1.55,0.01,-0.31,3.17,0.39,0.19,2.39,5.49,1.76,4.03,1.72,0.08,4.59,0.06,0.29,-3.57,5.03,2.24,3.39,-0.11,-0.42,10.63,-3.82,0.03,-2.90,0.04,-0.32,14.29,6.82,92.67,0.995,11.59,13.85,6.99,49.15,62.36,22.28,20.57,16.59,57.32
34,Nick Schultz,PHI,D,28,367.31666666667,13.118452380952,-2.44,7.32,-4.49,-3.51,0.77,-2.79,-3.33,-0.95,-2.12,0.43,-0.11,6.01,-0.3,0.08,-4.91,-0.3,3.42,-3.96,-2.69,1.44,-11.54,-0.38,0.21,-13.00,3.19,2.64,0.52,1.02,-0.79,54.17,-0.69,3.52,-2.92,0.07,0.4,-10.99,9.38,91.41,1.008,8.82,13.72,7.02,56.52,55.67,17.97,23.03,17.15,51.16
35,Antoine Vermette,ANA,C,72,901.81666666667,12.525231481481,1.25,2.01,-0.33,1.15,1.72,-0.33,0.29,0.85,-0.49,-0.44,0.37,-9.80,-0.11,0.05,-1.76,-2.55,-0.59,-1.95,-1,-0.03,-2.23,-0.26,0.44,-14.24,-2.08,-0.74,-1.77,0.22,-0.14,13.85,5.07,3.49,1.38,-0.5,0.09,-33.82,6.79,92.34,0.991,13.97,13.11,13.11,45.24,51.60,20.29,17.36,25.61,44.20
36,Paul Martin,S.J,D,81,1365.7166666667,16.860699588477,7.79,5.56,0.81,5.41,5.96,-0.61,3.54,4.26,-0.88,0.28,0.34,-1.07,0.37,0.6,-2.78,5.44,4.1,0.94,1.69,2.29,-1.74,0.02,0.21,-3.90,5.01,2.42,2.98,0.17,-0.22,13.65,1.36,2.19,-0.62,0.23,0.37,-10.00,7.85,92.43,1.003,9.14,13.18,6.81,46.92,57.30,20.74,20.47,15.82,56.73
37,Dominic Moore,BOS,C,82,859.26666666667,10.478861788618,-13.4,5.77,-8.73,-11.1,5.07,-9.88,-8.03,4.24,-10.55,-0.65,-0.03,-7.79,-0.58,0.13,-8.34,-7.7,1.25,-9.34,-1.93,0.27,-5.78,0.02,0.23,-3.15,-7.69,1.31,-11.68,-0.59,-0.39,-2.42,-7.39,5.42,-8.28,-0.34,0.11,-20.56,6.43,92.42,0.989,7.82,11.87,10.89,49.23,41.79,14.66,17.18,21.44,40.62
38,Matt Hendricks,EDM,"C, L",42,379.76666666667,9.0420634920635,-11.82,-0.02,-5.73,-9.98,-3.71,-4.20,-5.61,-3.06,-2.26,-0.69,0.26,-10.88,-0.78,-0.55,-2.77,-8.19,-3.07,-5.62,-4.52,-1.97,-6.47,-0.72,-0.06,-17.16,-4.9,-1.46,-4.86,0.22,-0.08,7.21,-7.64,1.63,-6.83,-0.21,0.61,-35.09,7.55,91.52,0.991,9.64,13.43,13.27,50.4,42.07,16.27,19.43,24.01,40.39
39,John-Michael Liles,BOS,D,36,461.78333333333,12.827314814815,-2.78,-3.43,0.49,-1.43,-4.71,2.40,-1.61,-3.08,1.58,-0.55,-1.06,6.26,-0.21,-0.17,-0.08,-3.76,-4.78,2.38,-1.21,-0.6,-1.53,-0.38,-0.89,13.25,-3.4,-5.56,5.27,-0.12,-0.18,1.85,0.06,0.53,-0.29,-0.11,0.02,-5.56,5.19,94.30,0.995,10,10.91,5.98,50.67,62.60,21.57,18.32,14.42,59.93
40,Deryk Engelland,CGY,D,81,1202.2666666667,14.842798353909,-7.52,4.23,-5.55,-5.32,3.24,-5.48,-3.86,2.95,-6.07,-0.26,0.04,-3.45,-0.45,0.2,-8.20,-2.88,1.31,-4.51,-1.69,1.55,-8.63,-0.1,-0.2,1.75,-1.58,-0.32,-1.67,0.11,0.05,1.92,-4.82,3.47,-5.72,-0.3,0.21,-28.74,7.71,92.49,1.002,7.14,13.67,9.38,45.11,43.20,14.82,19.91,18.22,44.86
41,Jason Spezza,DAL,C,68,857.18333333333,12.605637254902,-1.03,1.21,-0.96,-1.66,2.25,-2.31,0.08,2.29,-1.89,0.69,1.21,-4.66,-0.2,0.26,-4.81,-0.66,2.5,-2.86,-1.14,1.57,-6.23,-0.17,0.77,-15.43,0.63,1.24,-0.62,0.47,0.66,-2.07,-0.02,-1.97,1.37,0.67,-0.08,46.06,9.26,89.38,0.986,12.32,13.16,9.94,49.98,55.35,20.72,20.58,19.88,51.03
42,Mikko Koivu,MIN,C,80,1128.65,14.108125,-0.92,-1.61,0.30,-0.28,-1.61,0.82,-2.21,-1.37,-0.68,0.18,-0.41,6.40,0.03,-0.15,2.33,2.84,-2.15,5.35,0.82,-1.22,5.78,0.13,-0.16,5.90,2.7,-1.24,5.21,0.26,-0.31,15.04,-4.48,0.78,-3.63,-0.21,-0.03,-6.25,10.06,93.45,1.035,7.28,15.68,13.56,39.71,34.95,14.83,22.54,26.74,35.68
43,Dan Hamhuis,DAL,D,79,1211.0333333333,15.329535864979,5.14,-2.02,3.04,3.15,-0.63,2.19,1.26,0.79,0.37,-0.02,0.25,-2.87,0.18,-0.02,2.10,2.89,-0.17,2.80,0.76,0.44,0.71,0.23,0.18,0.79,2.84,-0.81,4.21,-0.52,0.29,-27.27,2.96,-2.86,3.92,0.16,-0.21,25.22,7.23,91.49,0.987,7.33,11.99,9.61,50.54,43.27,18.68,20.07,19.47,48.96
44,Ales Hemsky,DAL,R,15,183.4,12.226666666667,-2.96,-5.65,1.23,-2.31,-0.49,-1.15,-1.21,-1.88,0.64,-0.23,-1.26,10.87,0.15,-0.16,3.41,-2.17,-4.24,1.85,-0.27,1.4,-3.86,-0.16,-0.68,9.26,-2.53,-7.53,5.53,0.32,-0.09,13.64,-2.46,1.26,-2.66,-0.45,-0.75,-37.50,5.95,93.83,0.998,11.78,19.3,10.14,54.31,53.73,21.59,24.86,22.9,48.53
45,Fedor Tyutin,COL,D,69,1102.35,15.976086956522,-8.74,-5.02,-2.05,-7.23,-4.05,-2.52,-4.89,-3.53,-1.81,-0.42,0.29,-8.17,-0.35,-0.45,0.37,-2.84,-4.29,1.35,-0.13,-2.67,6.56,-0.13,0.34,-7.85,-3.61,-2.16,-2.28,-0.32,-0.14,-10.94,-7.59,-0.2,-5.26,-0.07,0.08,-6.67,6.16,89.59,0.958,5.39,16.06,9.58,47.52,36.00,14.15,23.89,19.43,42.14
46,Mike Cammalleri,N.J,L,61,842.06666666667,13.804371584699,0.97,-2.33,1.60,-1.78,-1.21,-0.45,-0.82,-1.8,0.74,0.61,-0.32,12.03,-0.25,-0.09,-2.14,-0.01,-0.09,0.09,-1.21,-0.21,-2.82,-0.33,-0.2,-4.97,1.6,0.16,2.10,0.86,-0.26,30.43,0.72,-1.87,1.78,0.42,0.11,17.00,8.00,93.15,1.012,9.48,12.75,9.12,41.33,50.96,18.45,19.95,19.52,48.59
47,Chris Thorburn,WPG,R,64,403.01666666667,6.2971354166667,-8.58,0.7,-4.76,-10.26,-3.88,-4.92,-4.97,-2.7,-2.45,-1.53,-0.05,-19.53,-0.65,-0.17,-6.53,-6.51,0.39,-7.81,-2.17,0.57,-7.45,-1.27,-0.06,-35.65,-5.79,-0.24,-8.14,-0.11,0.4,-13.57,-4.38,-1.92,-2.21,-0.26,-0.39,4.35,5.06,91.35,0.964,9.68,13.99,7.74,62.38,55.56,14.29,19.21,16.82,45.93
48,Jason Pominville,MIN,R,78,932.18333333333,11.951068376068,11.71,-2.23,6.20,9.03,-1.1,5.94,7.03,-0.74,6.24,0.24,0.87,-7.16,0.47,-0.03,5.46,2,0.06,1.95,1.62,0.58,1.99,-0.09,0.17,-5.57,0.5,-0.7,1.64,0.01,0.31,-6.25,12.43,-2.78,9.73,0.47,0.67,-9.46,8.29,90.38,0.987,11.14,14.55,8.11,46.73,57.86,20.98,22.4,18.79,52.75
49,Jay McClement,CAR,C,65,603.1,9.2784615384615,-12.87,3.33,-7.60,-11.82,0.96,-8.33,-8.51,-0.2,-7.76,-1.1,-0.23,-12.57,-0.76,-0.08,-8.27,-7.23,-0.96,-6.95,-3.57,-0.75,-7.00,-0.47,-0.16,-8.51,-4.88,-0.28,-6.81,-0.26,-0.26,0.00,-7.56,4.3,-8.10,-0.63,0.16,-47.50,5.70,91.55,0.973,9.05,12.73,8.95,56.31,50.28,13.13,16.91,16.91,43.71
50,Tomas Plekanec,MTL,C,78,1028.4666666667,13.18547008547,1.4,0.56,0.32,1.1,0.61,0.25,1.31,-0.01,1.08,-0.36,-0.27,-0.23,-0.13,-0.18,0.86,0.34,-2.92,3.62,-1.62,-1.72,0.95,0.05,-0.24,8.24,2.61,-1.61,5.64,-0.31,0.13,-12.70,2.9,4.28,-1.06,-0.25,-0.18,-6.34,6.72,94.03,1.007,9.74,18.2,12.6,43.75,43.60,17.27,24.85,25.2,40.66
51,Patrick Sharp,DAL,L,48,620.41666666667,12.925347222222,-0.49,-3.19,1.16,0.9,-3.63,2.71,1.31,-2.38,3.13,-1.21,0.77,-20.41,-0.03,-0.05,0.14,-3.24,0.02,-3.06,-0.78,-0.2,-1.34,-0.77,0.61,-23.10,-3.27,0.29,-4.19,-0.6,0.35,-28.14,4.78,-4.27,6.13,0.11,-0.14,14.71,5.23,88.73,0.940,8.99,15.09,11.22,51.16,44.50,16.83,21.28,22.53,42.75
52,Jordin Tootoo,CHI,R,50,335.16666666667,6.7033333333333,1.13,0.95,0.10,-0.43,-1.31,0.53,-0.5,-2.38,1.53,-1.41,0.09,-23.78,0.17,-0.39,6.43,0.66,-2.49,3.15,2.56,-1.67,10.22,-0.51,-0.02,-10.73,-2.53,-1.09,-2.05,-0.75,0.12,-55.56,-2.03,2.62,-3.17,-0.49,0.03,-50.00,3.23,93.17,0.964,7.7,13.25,7.7,60.33,50.00,15.75,18.8,17.36,47.57
53,Kevin Bieksa,ANA,D,81,1277.6333333333,15.773251028807,-5.66,7.3,-5.91,-3.88,4.48,-5.11,-2.39,3.9,-5.47,-0.04,0.52,-6.72,-0.56,0.37,-10.47,-5.82,4.48,-9.98,-3.2,1.14,-10.19,-0.65,0.26,-18.01,-3.5,4.45,-9.77,0.56,0.1,17.14,0.36,3.89,-2.35,0.27,0.2,2.63,8.12,92.41,1.005,7.8,9.58,6.76,39.92,53.55,18.03,16.44,17.61,50.59
