id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
44,John Gibson,ANA,G,28,1993-07-14,-,-,-,-,74,210,2011,ANA,2,9,39
45,Maxime Lagace,T.B,G,29,1993-01-12,-,-,-,-,74,190,-,-,-,-,-
46,Malcolm Subban,BUF,G,28,1993-12-21,-,-,-,-,74,215,2012,BOS,1,24,24
47,Andrei Vasilevskiy,T.B,G,27,1994-07-25,-,-,-,-,75,225,2012,T.B,1,19,19
48,Matt Murray,OTT,G,27,1994-05-25,-,-,-,-,76,202,2012,PIT,3,22,83
49,Jon Gillies,"N.J, STL",G,28,1994-01-22,-,-,-,-,78,223,2012,CGY,3,14,75
50,Chris Driedger,SEA,G,27,1994-05-18,-,-,-,-,76,208,2012,OTT,3,15,76
51,Joonas Korpisalo,CBJ,G,28,1994-04-28,-,-,-,-,75,193,2012,CBJ,3,1,62
52,Anthony Stolarz,ANA,G,28,1994-01-20,-,-,-,-,78,243,2012,PHI,2,15,45
53,Connor Hellebuyck,WPG,G,28,1993-05-19,-,-,-,-,76,207,2012,WPG,5,9,130
54,Linus Ullmark,BOS,G,28,1993-07-31,-,-,-,-,76,212,2012,BUF,6,12,163
55,Aaron Dell,BUF,G,33,1989-05-04,-,-,-,-,72,213,-,-,-,-,-
56,Andrew Hammond,"MTL, N.J",G,34,1988-02-11,-,-,-,-,74,215,-,-,-,-,-
57,Antti Raanta,CAR,G,32,1989-05-12,-,-,-,-,72,195,-,-,-,-,-
58,Cal Petersen,L.A,G,27,1994-10-19,-,-,-,-,74,185,2013,BUF,5,8,129
59,Juuse Saros,NSH,G,27,1995-04-19,-,-,-,-,71,180,2013,NSH,4,8,99
60,Zach Fucale,WSH,G,26,1995-05-28,-,-,-,-,74,189,2013,MTL,2,6,36
61,Tristan Jarry,PIT,G,27,1995-04-29,-,-,-,-,74,194,2013,PIT,2,14,44
62,Eric Comrie,WPG,G,26,1995-07-06,-,-,-,-,73,175,2013,WPG,2,29,59
63,Spencer Martin,VAN,G,26,1995-06-08,-,-,-,-,75,191,2013,COL,3,2,63
64,Pheonix Copley,WSH,G,30,1992-01-18,-,-,-,-,76,200,-,-,-,-,-
65,Thatcher Demko,VAN,G,26,1995-12-08,-,-,-,-,76,192,2014,VAN,2,6,36
66,Alex Nedeljkovic,DET,G,26,1996-01-07,-,-,-,-,72,203,2014,CAR,2,7,37
67,Vitek Vanecek,WSH,G,26,1996-01-09,-,-,-,-,74,184,2014,WSH,2,9,39
68,Jonas Johansson,"COL, FLA",G,26,1995-09-19,-,-,-,-,77,220,2014,BUF,3,1,61
69,Elvis Merzlikins,CBJ,G,28,1994-04-13,-,-,-,-,75,183,2014,CBJ,3,16,76
70,Ilya Sorokin,NYI,G,26,1995-08-04,-,-,-,-,75,190,2014,NYI,3,18,78
71,Ville Husso,STL,G,27,1995-02-06,-,-,-,-,75,209,2014,STL,4,4,94
72,Kaapo Kahkonen,"MIN, S.J",G,25,1996-08-16,-,-,-,-,74,217,2014,MIN,4,19,109
73,Igor Shesterkin,NYR,G,26,1995-12-30,-,-,-,-,73,189,2014,NYR,4,28,118
74,Mackenzie Blackwood,N.J,G,25,1996-12-09,-,-,-,-,76,225,2015,N.J,2,12,42
75,Felix Sandstrom,PHI,G,25,1997-01-12,-,-,-,-,74,191,2015,PHI,3,9,70
76,Dan Vladar,CGY,G,24,1997-08-20,-,-,-,-,77,185,2015,BOS,3,14,75
77,Sam Montembeault,MTL,G,25,1996-10-30,-,-,-,-,75,199,2015,FLA,3,16,77
78,Ilya Samsonov,WSH,G,25,1997-02-22,-,-,-,-,75,200,2015,WSH,1,22,22
79,Adin Hill,S.J,G,25,1996-05-11,-,-,-,-,78,214,2015,ARI,3,15,76
80,Karel Vejmelka,ARI,G,25,1996-05-25,-,-,-,-,76,224,2015,NSH,5,24,145
81,Erik Kallgren,TOR,G,25,1996-10-14,-,-,-,-,75,193,2015,ARI,7,2,183
82,Adam Huska,NYR,G,24,1997-05-12,-,-,-,-,76,214,2015,NYR,7,3,184
83,Joey Daccord,SEA,G,25,1996-08-19,-,-,-,-,74,197,2015,OTT,7,18,199
84,Michael McNiven,MTL,G,24,1997-07-09,-,-,-,-,73,199,-,-,-,-,-
85,Connor Ingram,NSH,G,25,1997-03-31,-,-,-,-,74,196,2016,T.B,3,27,88
86,Casey DeSmith,PIT,G,30,1991-08-13,-,-,-,-,72,181,-,-,-,-,-
87,Charlie Lindgren,STL,G,28,1993-12-18,-,-,-,-,73,179,-,-,-,-,-
88,Alex Lyon,CAR,G,29,1992-12-09,-,-,-,-,73,201,-,-,-,-,-
89,Zach Sawchenko,S.J,G,24,1997-12-30,-,-,-,-,73,185,-,-,-,-,-
90,Joseph Woll,TOR,G,23,1998-07-12,-,-,-,-,75,203,2016,TOR,3,1,62
91,Carter Hart,PHI,G,23,1998-08-13,-,-,-,-,74,181,2016,PHI,2,18,48
92,Filip Gustavsson,OTT,G,23,1998-06-07,-,-,-,-,74,184,2016,PIT,2,25,55
93,David Rittich,NSH,G,29,1992-08-19,-,-,-,-,75,206,-,-,-,-,-
94,Jack LaFontaine,CAR,G,24,1998-01-06,-,-,-,-,74,204,2016,CAR,3,14,75
95,Stuart Skinner,EDM,G,23,1998-11-01,-,-,-,-,76,206,2017,EDM,3,16,78
96,Jake Oettinger,DAL,G,23,1998-12-18,-,-,-,-,77,220,2017,DAL,1,26,26
97,Michael Dipietro,VAN,G,22,1999-06-09,-,-,-,-,72,200,2017,VAN,3,2,64
98,Ukko-Pekka Luukkonen,BUF,G,23,1999-03-09,-,-,-,-,77,217,2017,BUF,2,23,54
99,Cayden Primeau,MTL,G,22,1999-08-11,-,-,-,-,75,203,2017,MTL,7,13,199
100,Daniil Tarasov,CBJ,G,23,1999-03-27,-,-,-,-,78,196,2017,CBJ,3,24,86
101,Jeremy Swayman,BOS,G,23,1998-11-24,-,-,-,-,75,197,2017,BOS,4,18,111
102,Logan Thompson,VGK,G,25,1997-02-25,-,-,-,-,76,201,-,-,-,-,-
103,Josef Korenar,ARI,G,24,1998-01-31,-,-,-,-,73,185,-,-,-,-,-
104,Alexandar Georgiev,NYR,G,26,1996-02-10,-,-,-,-,73,178,-,-,-,-,-
105,Collin Delia,CHI,G,27,1994-06-20,-,-,-,-,74,208,-,-,-,-,-
106,Thomas Hodges,ANA,G,28,1993-06-25,-,-,-,-,70,170,-,-,-,-,-
107,Lukas Dostal,ANA,G,21,2000-06-22,-,-,-,-,74,174,2018,ANA,3,23,85
108,Pavel Francouz,COL,G,31,1990-06-03,-,-,-,-,72,179,-,-,-,-,-
109,Kevin Lankinen,CHI,G,27,1995-04-28,-,-,-,-,74,185,-,-,-,-,-
110,Joel Hofer,STL,G,21,2000-07-30,-,-,-,-,75,179,2018,STL,4,14,107
111,Justus Annunen,COL,G,22,2000-03-11,-,-,-,-,76,210,-,-,-,-,-
112,Ivan Prosvetov,ARI,G,23,1999-03-05,-,-,-,-,77,195,2018,ARI,4,21,114
113,Akira Schmid,N.J,G,21,2000-05-12,-,-,-,-,77,205,2018,N.J,5,12,136
114,Spencer Knight,FLA,G,21,2001-04-19,-,-,-,-,75,192,2019,FLA,1,13,13
115,Mads Sogaard,OTT,G,21,2000-12-13,-,-,-,-,79,196,-,-,-,-,-
116,Hugo Alnefelt,T.B,G,20,2001-06-04,-,-,-,-,74,177,2019,T.B,3,9,71
117,Pyotr Kochetkov,CAR,G,22,1999-06-25,-,-,-,-,75,205,2019,CAR,2,5,36
118,Nico Daws,N.J,G,21,2000-12-22,-,-,-,-,76,205,2020,N.J,3,22,84
119,Arvid Soderblom,CHI,G,22,1999-08-19,-,-,-,-,75,180,-,-,-,-,-
