id,player_name,team,position,gp,toi,toi_per_gp,cf_60_rel,ca_60_rel,cf_pcg_rel,ff_60_rel,fa_60_rel,ff_pcg_rel,sf_60_rel,sa_60_rel,sf_pcg_rel,gf_60_rel,ga_60_rel,gf_pcg_rel,xgf_60_rel,xga_60_rel,xgf_pcg_rel,scf_60_rel,sca_60_rel,scf_pcg_rel,hdcf_60_rel,hdca_60_rel,hdcf_pcg_rel,hdgf_60_rel,hdga_60_rel,hdgf_pcg_rel,mdcf_60_rel,mdca_60_rel,mdcf_pcg_rel,mdgf_60_rel,mdga_60_rel,mdgf_pcg_rel,ldcf_60_rel,ldca_60_rel,ldcf_pcg_rel,ldgf_60_rel,ldga_60_rel,ldgf_pcg_rel,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs_60,nzs_60,dzs_60,on_the_fly_starts_60,ozs_pcg,ozfo_60,nzfo_60,dzfo_60,ozfo_pcg
34,Pavel Datsyuk,DET,C,66,1003.4,15.20303030303,7.01,-6.95,6.80,5.57,-6.68,7.73,3.91,-6.36,8.95,0.02,-0.58,7.12,0.23,-0.52,8.62,3.21,-3.86,7.30,1.1,-2.1,7.99,-0.09,-0.34,4.95,2.81,-2.35,6.73,0.12,-0.19,10.56,6.63,-4.94,8.54,0.11,-0.14,12.18,6.46,92.42,0.989,12.44,13.99,6.04,41.62,67.31,22.01,19.43,13.33,62.27
35,Daniel Sedin,VAN,L,82,1109,13.524390243902,1.29,-5.09,2.97,2.07,-2.87,3.07,1.56,-2.58,3.51,0.86,-0.83,20.09,0.16,-0.21,4.26,0.39,-1.99,2.13,1.89,-0.91,6.79,0.82,-0.31,23.46,-1.99,-1.43,-1.12,0.03,-0.39,12.71,0.51,-2.94,2.69,0.06,-0.32,22.94,8.73,94.09,1.028,12.93,19.64,7.57,40.31,63.06,22.4,25.54,15.64,58.89
36,Henrik Sedin,VAN,C,74,1000.35,13.518243243243,1.38,-4.64,2.80,2.29,-3.46,3.56,0.68,-2.15,2.37,0.61,-0.65,15.33,0.2,-0.26,5.33,0.63,-2.08,2.44,1.75,-1.76,8.28,0.72,-0.39,23.40,-1.5,-0.43,-1.51,-0.01,-0.03,0.59,1.46,-2.45,3.05,-0.11,-0.34,19.82,7.99,93.71,1.017,13.2,19.01,6.84,39.83,65.87,22.67,25.13,15.41,59.53
37,Barret Jackman,NSH,D,73,940.7,12.886301369863,1.88,-6.1,3.91,1.11,-6.49,5.31,0.89,-3.58,4.23,-0.43,-0.44,0.37,-0.21,-0.09,-1.20,-1.84,-1.05,-0.67,-1.69,0.56,-6.69,-0.02,-0.23,4.64,-0.21,-2.15,2.94,-0.49,-0.06,-14.22,2.97,-6.35,6.64,-0.15,-0.24,5.56,5.89,92.74,0.986,8.93,10.14,6.38,52.24,58.33,18.37,15.63,13.9,56.92
38,Martin Havlat,STL,R,2,19.883333333333,9.9416666666667,-3.14,0.99,-1.96,-1.22,-3.85,2.81,-2.97,2.71,-5.46,0.81,0.81,0.00,0.74,-0.47,12.64,8.15,-0.24,7.14,1.83,-2.8,11.43,1.54,1.54,0.00,8.43,3.42,6.06,0,0,-,-9.92,3.91,-10.32,-1.06,-1.06,-50.00,10.00,85.71,0.957,6.04,6.04,3.02,72.42,66.67,9.05,6.04,9.05,50.00
39,Chris Kelly,BOS,C,11,113.21666666667,10.292424242424,-17.77,10.46,-13.89,-14.07,5.71,-13.03,-8.16,0.4,-7.86,-0.15,-0.53,4.20,-1.14,0.18,-17.69,-7.31,4.11,-13.23,-4.17,0.09,-13.66,-0.47,-0.41,1.67,-4.19,5.35,-12.81,0.31,-0.27,21.43,-12.9,6.32,-13.22,0.13,0.13,0.00,11.36,92.16,1.035,10.07,12.72,9.54,52.47,51.35,16.43,19.61,16.96,49.21
40,Derek MacKenzie,FLA,C,64,639.3,9.9890625,-10.49,-5.11,-3.38,-8.23,-4.07,-3.23,-6.86,-3.19,-3.85,-1.25,-1.24,5.64,-0.58,-0.35,-3.62,-9.04,-2.84,-8.61,-2.54,-0.67,-5.89,-0.36,-0.66,9.71,-8.67,-2.89,-10.76,-1.1,-0.33,-25.57,-3.83,-1.78,-1.82,-0.1,-0.47,48.15,6.78,96.40,1.032,10.7,9.95,9.29,51.15,53.52,20.08,17.93,21.49,48.31
41,Henrik Zetterberg,DET,L,82,1224.6666666667,14.934959349593,-0.6,2.2,-1.39,-0.63,1.08,-1.08,0.36,0.88,-0.44,-0.23,0.09,-3.95,0.02,0.11,-1.02,-0.31,2.02,-2.43,0.2,-0.13,0.82,-0.11,0.19,-6.24,-0.68,2.86,-4.76,0.09,-0.01,3.43,-0.97,0.07,-0.76,-0.41,-0.13,-15.26,6.41,92.57,0.990,11.86,14.8,6.52,42.23,64.53,20.97,21.12,14.26,59.53
42,Radim Vrbata,VAN,R,63,775.98333333333,12.317195767196,1.31,3.11,-0.74,2.24,2.59,-0.05,2.54,2.68,0.07,-0.44,0.98,-15.85,0.12,0.37,-2.16,1.73,2.83,-0.57,-0.51,2.28,-6.09,-0.06,0.51,-10.55,3,0.73,2.99,-0.16,0.7,-21.18,0.04,1.21,-0.92,-0.35,-0.09,-17.69,5.22,90.87,0.961,12.06,14.38,11.29,48.09,51.66,19.72,19.48,20.64,48.85
43,Joel Ward,S.J,R,79,1026.5666666667,12.994514767932,-0.55,-2.02,0.74,-0.89,-2.01,0.87,-0.37,-0.11,-0.21,-0.24,0.4,-7.62,0.11,0.04,0.63,-0.36,-1.15,1.00,1.71,1.7,-1.23,-0.4,0.46,-18.13,-2.76,-3.79,2.04,0.04,-0.38,13.29,-0.85,-1.72,0.63,0.18,0.36,-11.54,7.11,91.16,0.983,8.94,13.62,8.3,47.11,51.86,16.95,22.74,19.11,47.00
44,Mark Streit,PHI,D,62,994.9,16.046774193548,-4.25,1.86,-2.67,-2.05,0.38,-1.48,-1.4,0.46,-1.57,-0.08,-0.51,5.40,-0.02,-0.02,0.01,-0.04,0.75,-0.78,0.87,-0.23,2.74,0.24,-0.41,12.44,-1.21,1.31,-3.35,-0.2,-0.12,-4.20,-4.39,3.16,-4.83,-0.21,-0.01,-7.50,7.37,94.30,1.017,8.38,15.5,10.49,46.56,44.41,18.15,23.82,20.56,46.88
45,Marian Gaborik,L.A,R,54,677.93333333333,12.554320987654,-1.33,-3.11,1.08,2.54,-4.59,4.46,1.62,-3.44,4.54,-0.48,0.72,-14.77,0.11,-0.29,4.70,2.26,-1.48,3.67,0.56,-1.02,4.07,-0.34,0.03,-8.90,2.26,-0.62,3.38,0.12,0.52,-11.85,-1.94,-2.34,0.68,-0.3,0.48,-28.28,5.11,89.74,0.949,11.77,12.21,10.18,44.34,53.63,22.3,18.67,18.23,55.02
46,Scott Hartnell,CBJ,L,79,992.68333333333,12.565611814346,3.82,-0.7,2.09,2.96,0.01,1.85,1.59,-0.02,1.38,0.6,0.65,-0.13,-0.01,0.13,-1.47,1.11,1.73,-0.59,-0.54,1.77,-5.15,0.25,0.68,-6.70,2.2,-0.06,3.15,0.23,-0.05,10.08,4.68,-2.87,5.27,0.2,0.08,6.67,9.07,90.38,0.995,11.6,13.3,9.25,49.14,55.65,20.67,19.16,19.46,51.51
47,Ron Hainsey,CAR,D,81,1477.2333333333,18.237448559671,0.91,0.71,0.07,1.11,-0.14,0.77,0.69,-0.47,1.03,0.09,0.18,-0.72,-0.03,-0.04,0.07,-1,-1.42,0.42,-0.17,-0.81,1.48,-0.01,0.22,-4.08,-1.11,-0.82,-0.40,0.21,-0.18,12.00,2.34,2.26,-0.14,-0.08,0.14,-10.73,7.01,90.87,0.979,8.12,14.22,7.8,43.95,51.02,18.4,22.42,18.85,49.40
48,Brooks Orpik,WSH,D,41,691.46666666667,16.865040650407,4.98,5.54,-0.51,4.54,4.23,-0.15,4.3,4.15,-0.47,1.69,1,5.71,0.34,0.26,0.29,4.07,1.64,1.98,1.71,1.01,1.10,0.92,0.84,0.00,3.14,0.84,2.53,0.31,0.24,4.56,2.75,4.1,-1.22,0.79,-0.02,26.26,10.03,90.66,1.007,6.85,11.63,6.42,51.28,51.63,16.75,19.52,15.01,52.73
49,Brad Boyes,TOR,R,60,552.11666666667,9.2019444444444,2,-8.44,4.84,0.82,-6.2,4.23,1.17,-3.98,4.33,0.48,0.33,2.97,0.35,-0.1,4.81,1.85,-2.69,4.61,0.61,-0.26,2.25,0.4,-0.24,13.85,1.64,-3.24,6.14,0.16,0.42,-2.22,-1.13,-8.01,4.65,0.01,0.37,-7.41,7.17,89.84,0.970,13.26,13.8,10.11,52.38,56.74,18.69,18.69,17.93,51.04
50,Steve Ott,STL,C,21,189.18333333333,9.0087301587302,-7.77,-0.28,-3.44,-5.89,0.78,-4.16,-10.34,-0.71,-8.37,-0.74,0.72,-17.68,-0.58,0.01,-7.13,-5.89,0.36,-6.35,-2.15,0.59,-7.49,-0.53,-0.11,-12.38,-4.99,-0.3,-5.64,-0.87,0.69,-60.00,-1.98,-1.47,-0.07,0.64,0.46,-25.00,6.76,89.74,0.965,8.56,13,16.49,54.23,34.18,13,18.39,26.32,33.06
51,Justin Williams,WSH,R,82,1079.6,13.165853658537,7.46,-0.27,3.34,6.24,0.72,3.18,5.77,1.12,3.59,0.92,0.84,-1.27,0.56,0.28,2.68,6.14,2.53,3.05,2.87,2.32,1.01,0.85,0.35,5.80,4.36,0.28,4.50,-0.28,0.27,-17.86,3.13,-3.59,4.68,0.41,0.4,-6.35,9.27,90.94,1.002,9.84,11.95,7.17,44.02,57.84,18.73,18.12,15.06,55.43
52,Niklas Kronwall,DET,D,64,999.45,15.61640625,0.21,5.16,-2.45,0.39,3.56,-1.96,-0.95,3.76,-3.98,-0.55,0.53,-13.19,-0.01,0.23,-2.68,0.59,3.58,-3.10,0,1.06,-2.57,-0.44,0.28,-16.67,0.79,3.37,-3.54,-0.23,-0.03,-7.39,-0.26,2.05,-1.73,-0.08,0.39,-20.87,5.91,92.29,0.982,10.75,13.93,8.16,50.43,56.83,19.51,19.15,16.87,53.63
53,Nick Schultz,PHI,D,81,1159.4666666667,14.314403292181,-9.11,2.66,-5.25,-7.05,0.21,-4.58,-4.32,-0.36,-3.49,-0.2,0.1,-3.61,-0.33,-0.18,-2.04,-3.22,-1.92,-1.57,-1.3,-1.49,0.45,-0.03,0.09,-2.55,-2.55,-0.58,-2.87,0.08,0.02,2.38,-7.72,6.38,-9.10,-0.29,-0.02,-15.56,7.28,93.10,1.004,8.28,17.08,12.52,52.27,39.80,16.25,25.3,23.91,40.46
54,Jarret Stoll,"MIN, NYR",C,80,811.65,10.145625,-17.82,4.45,-11.91,-13.12,2.43,-11.17,-9.72,1.14,-10.85,-1.21,-0.61,-7.38,-0.81,0,-11.30,-9.75,3.25,-15.79,-3.47,-0.07,-10.07,-0.66,-0.45,-3.90,-8.37,4.42,-19.93,-0.43,-0.35,6.29,-10.61,1.91,-9.97,-0.26,0.17,-28.10,6.34,95.45,1.018,5.32,13.6,18.55,47.24,22.29,8.58,19.66,31.57,21.36
