id,player_name,team,position,gp,toi,toi_per_gp,cf_60_rel,ca_60_rel,cf_pcg_rel,ff_60_rel,fa_60_rel,ff_pcg_rel,sf_60_rel,sa_60_rel,sf_pcg_rel,gf_60_rel,ga_60_rel,gf_pcg_rel,xgf_60_rel,xga_60_rel,xgf_pcg_rel,scf_60_rel,sca_60_rel,scf_pcg_rel,hdcf_60_rel,hdca_60_rel,hdcf_pcg_rel,hdgf_60_rel,hdga_60_rel,hdgf_pcg_rel,mdcf_60_rel,mdca_60_rel,mdcf_pcg_rel,mdgf_60_rel,mdga_60_rel,mdgf_pcg_rel,ldcf_60_rel,ldca_60_rel,ldcf_pcg_rel,ldgf_60_rel,ldga_60_rel,ldgf_pcg_rel,on_ice_sh_pcg,on_ice_sv_pcg,pdo,ozs_60,nzs_60,dzs_60,on_the_fly_starts_60,ozs_pcg,ozfo_60,nzfo_60,dzfo_60,ozfo_pcg
23,Eric Brewer,"ANA, T.B, TOR",D,44,691.65,15.719318181818,-6.7,6.44,-6.11,-5.7,5.13,-6.70,-2.52,3.34,-4.94,0.39,1.25,-6.42,-0.2,0.18,-4.53,-0.91,0.46,-1.39,0.52,-0.55,2.78,-0.12,0.49,-9.88,-1.9,1.34,-4.01,0.68,0.27,13.58,-6.63,9.17,-10.63,0.05,0.81,-28.57,10.36,88.53,0.989,5.9,15.09,8.76,44.68,40.24,15.53,24.46,19.08,44.86
24,Marian Hossa,CHI,R,82,1125.05,13.72012195122,3.98,-1.31,2.25,2.62,-0.29,1.66,1.9,0.55,0.97,0.87,-0.17,11.10,0.33,-0.02,3.79,4.23,0.36,3.34,1.81,0.37,3.25,0.55,0,9.87,3.23,-0.01,3.45,0.37,-0.11,12.75,0.52,-1.55,1.48,0.07,-0.1,12.50,8.42,94.00,1.024,10.77,17.01,7.68,42.13,58.38,20.91,23.47,16.85,55.37
25,Daniel Cleary,DET,R,17,146.75,8.6323529411765,0.27,-5.51,3.04,0.17,-4.74,3.37,-1.82,-3.9,1.90,-1.32,0.88,-32.50,-0.33,-0.47,1.83,-4.36,-2.94,-1.68,-1.32,-2.01,2.11,-0.83,0.21,-45.00,-4.05,-1.25,-3.89,-0.81,0.72,-45.24,4.23,-1.97,4.45,0.19,0.19,0.00,3.23,90.16,0.934,17.17,15.13,6.54,48.25,72.41,24.94,22.08,15.95,61.00
26,Scott Hannan,S.J,D,58,821.1,14.156896551724,-6.77,4.54,-4.95,-3.84,4.33,-4.92,-2,4.5,-5.49,-0.16,-0.22,0.65,-0.24,0.08,-3.50,-3.52,0.56,-4.16,-1.08,-1.13,0.53,-0.22,0.02,-4.97,-3.25,2.25,-7.15,0.4,0.02,14.23,-3.46,5.72,-5.85,-0.34,-0.37,18.82,7.63,93.42,1.011,9.43,11.84,8.48,53.56,52.65,19.58,19.15,18.34,51.64
27,Brenden Morrow,T.B,L,70,638.9,9.1271428571429,-8.65,-6.52,-0.64,-7.45,-6.69,0.12,-5.38,-5.1,0.55,-1.15,-0.5,-6.28,-0.44,-0.29,-1.10,-6.58,-5.21,-0.39,-1.52,-1.16,-0.18,-0.5,0.02,-9.50,-6.75,-5.4,-0.70,-0.67,-0.55,-2.70,-4.51,-2.11,-1.66,-0.21,-0.15,-2.78,6.79,91.91,0.987,7.98,17.28,8.17,46.96,49.42,11.74,21.98,16.06,42.23
28,Jason Chimera,WSH,L,77,842.8,10.945454545455,-10.24,1.45,-5.49,-7.42,2.06,-6.19,-4.58,0.49,-4.73,-0.5,-0.08,-5.06,-0.14,0.14,-3.43,-3.91,1.28,-5.35,0.08,1.58,-3.80,-0.05,0.6,-12.99,-5.32,-0.4,-6.27,-0.56,-0.66,5.56,-6.56,-1.86,-3.27,-0.05,-0.34,20.00,7.56,92.53,1.001,10.25,14.17,9.97,42.07,50.70,16.66,19.58,19.29,46.34
29,Brian Campbell,FLA,D,82,1464.6666666667,17.861788617886,3,-7.48,5.11,1.97,-4.83,4.32,3.32,-3.39,5.74,0.01,-0.33,4.02,0.03,-0.26,3.65,2.56,-3.83,7.17,-0.6,-0.59,0.02,0.13,0.08,0.46,4.21,-4.31,11.59,-0.39,-0.35,-3.30,2.26,-5.11,5.07,0.29,-0.27,22.86,6.84,92.46,0.993,8.68,10.49,5.41,41.95,61.63,22.37,18.39,14.3,61.01
30,Andrew Ference,EDM,D,70,1151.7833333333,16.454047619048,-3.05,6.61,-4.38,-1.62,8.27,-5.91,-3.6,7.42,-9.52,0.01,-0.02,0.33,-0.07,0.34,-4.48,-2.11,1.67,-4.05,0.2,1.23,-2.30,-0.16,-0.43,3.82,-3.08,0.58,-5.18,0.13,0.06,2.92,-0.17,6.31,-4.39,0.11,0.48,-6.04,7.81,91.62,0.994,6.09,12.61,7.66,52.35,44.32,14.53,19.64,19.59,42.60
31,Martin St. Louis,NYR,R,74,1028.3833333333,13.897072072072,-2.61,5.01,-3.45,-1.57,2.69,-2.58,-2.02,2.16,-3.50,0.4,0.33,-0.32,0.07,0.27,-2.15,3.09,2.98,-0.02,0.44,2.21,-3.69,0.66,0.57,-0.98,3.54,1.03,3.01,0.19,-0.31,20.45,-6.86,1.63,-6.17,-0.57,0.02,-36.13,10.06,92.80,1.029,13.54,14.7,8.05,43.7,62.70,20.54,20.77,18.55,52.54
32,Pascal Dupuis,PIT,R,16,197.53333333333,12.345833333333,1.77,-0.76,1.15,2.82,4.39,-1.39,4.46,4.29,-0.50,0.31,0.76,-7.84,0.28,0.2,0.58,-0.15,-1.19,1.27,1.05,-0.58,4.41,0.35,0.95,-17.68,-1.61,-0.81,-0.83,0.16,-0.2,11.36,3.52,1.42,1.02,-0.22,-0.05,-7.14,8.85,92.71,1.016,13.06,22.17,5.77,34.63,69.35,21.57,27.64,14.88,59.17
33,Dan Boyle,NYR,D,65,1052,16.184615384615,5.4,-6.41,5.37,5.49,-4.91,6.28,1.67,-2.87,3.83,-0.63,-1.04,8.39,0.24,-0.43,7.44,3.67,-3.98,7.66,0.71,-2.45,7.21,-0.45,-0.8,10.50,3.94,-2.04,7.89,-0.44,-0.18,-5.08,1.07,-4.36,3.65,0.21,-0.12,16.67,6.96,95.49,1.025,12.66,13.23,7.41,44.6,63.07,21.44,18.02,13.4,61.54
34,Vincent Lecavalier,PHI,C,57,587.06666666667,10.299415204678,-4.81,2.57,-3.43,-1.81,1.5,-2.09,-1.56,1.07,-2.34,0.2,0.78,-6.31,-0.28,0.2,-5.90,-3.75,1.12,-5.63,-1.34,1.3,-7.15,0.18,0.2,-0.09,-3.21,-0.24,-4.23,0.27,0.36,-4.56,0.34,1.61,-0.78,-0.26,0.46,-42.16,8.66,91.39,1.001,13.7,12.06,7.67,48.55,64.11,20.44,18.19,15.23,57.31
35,David Legwand,OTT,C,80,762.73333333333,9.5341666666667,-5.52,-2.94,-1.20,-4.77,-1.82,-1.99,-3.37,-1.8,-1.53,-0.76,-0.72,-0.07,-0.32,-0.18,-1.77,-2.94,-1.49,-1.36,-1.05,-1.32,1.00,-0.55,-0.51,2.66,-2.52,-0.23,-2.93,-0.07,-0.04,-0.63,-3.18,-1.04,-1.61,-0.23,-0.27,-12.60,6.53,94.50,1.010,9.52,12.82,11.33,49.4,45.66,16.99,20.85,21.08,44.63
36,Brad Stuart,COL,D,65,1070.5666666667,16.470256410256,-4.81,4.47,-4.26,-3.12,3.67,-4.17,-3.16,2.28,-4.77,-0.32,-0.55,2.51,-0.11,-0.14,-0.25,-1.87,1.02,-3.12,0.15,-2.4,5.73,-0.22,-0.48,4.82,-2.69,4.56,-8.95,-0.37,-0.18,-6.82,-3.76,3.84,-5.17,0.1,0.1,0.83,8.47,94.22,1.027,8.18,15.19,10.82,44.39,43.07,17.26,21.24,23.37,42.48
37,Bryan Allen,"ANA, MTL",D,11,152.31666666667,13.84696969697,-5.32,-0.28,-2.01,-5.53,-2.23,-1.77,-7.42,-1.77,-5.17,0.46,-0.1,7.18,-0.21,-0.29,1.34,-2.82,-1.72,-0.56,-0.56,-1.7,3.78,0.58,-1.02,35.00,-3.02,-0.03,-3.14,-0.48,0.9,-25.45,-3.48,2.96,-4.10,0.35,0.35,0.00,8.20,90.00,0.982,7.48,11.42,9.45,45.69,44.19,16.54,18.12,18.12,47.73
38,Manny Malhotra,MTL,C,58,477.91666666667,8.2399425287356,-20.66,10.41,-15.14,-14.98,4.32,-13.85,-10.38,1.85,-12.39,-1.73,-0.35,-21.64,-1.04,0.15,-17.08,-12.3,3.63,-18.55,-6.02,0.02,-18.95,-1.13,-0.4,-29.64,-8.37,4.82,-18.31,-0.64,0.08,-28.89,-10.55,8.45,-13.12,-0.13,0.02,-6.67,4.73,95.10,0.998,9.54,13.18,36.53,41.18,20.71,12.81,16.2,55.24,18.82
39,Alex Tanguay,COL,L,80,1073.6333333333,13.420416666667,1.83,3.82,-0.53,-0.59,2.57,-1.79,-0.87,2.86,-2.97,0.48,0.63,-1.30,0.14,0.35,-1.47,2.37,3.72,-0.53,1.25,2.65,-1.98,0.63,0.36,4.88,1.5,1.43,0.55,0.01,-0.08,3.15,-1.15,-1.87,0.19,-0.16,0.47,-23.53,10.15,91.84,1.020,10.23,14.92,11.01,42.47,48.16,17.99,20.62,21.24,45.87
40,Robyn Regehr,L.A,D,67,1122.0666666667,16.747263681592,-7.69,4.86,-5.79,-4.44,5.09,-5.92,-2.85,4.94,-6.92,-0.06,0.07,-1.68,-0.21,0.27,-5.90,-3.91,2.51,-6.93,-1,1.48,-7.04,-0.12,-0.03,-1.71,-3.88,1.38,-6.91,0,0.15,-5.00,-4.43,3.92,-5.64,0.12,-0.02,4.76,7.78,93.82,1.016,7.11,13.48,9.3,49.41,43.32,17.59,21.55,19.36,47.61
41,Simon Gagne,BOS,L,23,248.53333333333,10.805797101449,-11.21,2.13,-6.12,-9.31,3.1,-7.86,-6.4,4.48,-9.53,-0.75,-0.28,-4.79,-0.31,-0.07,-2.92,-3.43,-0.79,-2.73,-1.27,-1.01,-0.50,-0.2,-0.16,-1.21,-2.89,0.29,-4.11,-0.8,0.29,-69.23,-9.72,5.17,-9.69,0.17,-0.48,35.71,8.08,94.12,1.022,8.21,13.76,4.35,50.21,65.38,14.73,20.04,9.66,60.40
42,Scott Gomez,N.J,C,58,790.98333333333,13.637643678161,6.79,4.2,1.75,5.63,1.46,3.17,5.2,1.65,3.85,0.45,0.19,3.98,0.49,0.06,5.75,5.39,2.44,3.59,2.06,0.1,5.83,0.27,-0.01,7.59,4.44,3.11,2.16,-0.16,0.15,-11.54,1.7,0.21,1.26,0.47,0.13,17.16,7.24,93.42,1.007,11.45,12.74,6.83,46.27,62.66,19.65,18.43,15.4,56.06
43,Mike Fisher,NSH,C,59,765.9,12.981355932203,3.91,5,-0.68,3.17,2.15,0.43,2.5,1.77,0.39,0.81,-0.12,8.91,0.17,0.07,1.04,1.17,2.48,-1.59,0.84,1.35,-1.51,0.78,0.15,8.29,0.43,1.51,-1.54,-0.01,0.16,-4.97,2.4,3.73,-1.02,0.05,-0.56,37.33,9.15,93.33,1.025,14.41,14.88,10.97,38.62,56.79,24.76,21.62,22.56,52.32
44,Mike Ribeiro,NSH,C,82,1212.8333333333,14.790650406504,14.41,-1.19,6.42,9.49,1.47,4.32,6.3,1.38,3.62,1,0.59,1.92,0.46,0.31,0.90,8.01,2.31,4.77,1.44,1.48,-0.65,0.15,0.41,-6.78,8.76,1.1,7.87,0.45,-0.13,16.96,8.82,-3.74,7.65,0.74,0.41,5.16,9.04,91.85,1.009,14.94,13.6,4.4,38.74,77.24,25.33,19.59,11.18,69.38
45,Brad Richards,CHI,C,76,956.43333333333,12.584649122807,2.63,0.04,1.05,2.22,1.52,0.31,1.82,1.02,0.53,0.86,0.25,5.54,-0.02,0.25,-2.92,-1.09,1.21,-2.20,-2.09,0.25,-5.61,0.32,0.24,0.90,1.33,1.28,-0.24,0.32,-0.06,9.93,5.22,-0.26,3.39,0.44,0.11,13.73,8.62,93.10,1.017,14.24,11.54,2.82,46.55,83.46,25.41,17.5,10.98,69.83
46,Erik Cole,"DAL, DET",L,68,804.8,11.835294117647,-3,-2.56,-0.15,-1.93,-2.16,0.20,-1.37,-0.65,-0.61,0.25,-0.82,10.54,-0.11,-0.13,0.33,-2,-0.64,-1.16,0.11,-0.56,1.59,0.24,-0.36,9.76,-2.81,-0.1,-2.99,0.16,-0.37,14.45,-1.06,-2.82,1.26,-0.11,-0.26,8.76,9.67,93.00,1.027,12.08,14.54,7.6,48.31,61.36,21.77,21.92,16.03,57.59
47,Francois Beauchemin,ANA,D,64,1150.55,17.97734375,-0.96,1.55,-1.16,-1.35,1.52,-1.77,-2.1,-0.28,-1.59,0.16,-0.75,10.81,-0.09,0.02,-1.18,-1.28,1.5,-2.85,-1.45,0.5,-4.85,0.01,-0.58,12.13,0.22,1.33,-1.52,0.05,0.02,0.82,-0.46,0.14,-0.41,0.12,-0.27,25.00,8.88,93.95,1.028,6.31,11.26,6.05,38.02,51.05,17.57,21.07,18.15,49.20
48,Brian Gionta,BUF,R,69,952.5,13.804347826087,5.79,-2.24,4.01,3.01,-1.91,3.18,0.82,-1.76,2.06,0.18,-0.4,6.47,0.1,-0.33,4.57,1.74,-3.36,4.82,1.34,-1.83,7.56,0.33,-0.1,8.76,0.54,-2.04,2.79,-0.28,-0.31,-8.33,4.14,2.46,2.22,0.09,-0.1,9.74,7.57,93.26,1.008,9.32,14.99,10.77,37.73,46.39,18.2,21.35,23.37,43.79
49,Shawn Horcoff,DAL,C,76,779.48333333333,10.256359649123,-3.83,-5.12,0.73,-3.79,-1.57,-1.18,-1.45,-1.28,-0.08,-0.21,-1.2,11.22,-0.25,-0.04,-2.14,-1.13,-3.56,2.56,-0.63,0.49,-2.48,0.06,-0.58,11.19,-0.66,-5.4,6.33,-0.35,-0.56,12.00,-4.48,-0.84,-2.47,0.03,-0.29,16.55,8.01,94.02,1.020,10.01,14.47,8.78,47.42,53.28,17.78,21.32,17.09,50.99
50,Rob Scuderi,PIT,D,82,1259.6833333333,15.361991869919,-7.08,-1.26,-2.60,-4.9,-1.58,-1.94,-3.96,-1.79,-1.67,-0.4,-0.48,1.58,-0.38,-0.07,-3.51,-3.58,0.34,-4.13,-2.17,-1.49,-1.81,-0.38,-0.39,1.43,-1.89,2.44,-5.86,-0.13,0,-4.17,-2.61,-0.28,-1.53,0.12,-0.12,14.67,7.22,93.43,1.006,8.48,13.24,6.1,46.96,58.17,17.1,20.67,14.1,54.81
51,Chris Neil,OTT,R,38,360.58333333333,9.4890350877193,-9.91,-2.33,-3.93,-7.05,-2.9,-3.23,-5.68,-3.41,-2.88,-0.62,-1.55,13.06,-0.62,-0.39,-3.88,-7.5,-1.37,-7.32,-1.85,-1.6,-0.69,-0.23,-0.81,18.44,-7.52,0.31,-12.02,-0.13,-0.74,20.00,-3.97,-1.75,-1.78,-0.43,-0.25,-36.84,7.30,96.20,1.035,11.15,15.47,12.48,47.26,47.18,16.31,23.3,21.13,43.56
52,Andrei Markov,MTL,D,81,1430.2,17.656790123457,7.52,-0.57,3.65,5.78,0.27,3.50,4.28,0.5,3.34,0.6,-0.14,8.37,0.34,0.08,3.11,3.33,1.21,2.34,1.05,-0.23,3.24,0.21,-0.01,4.71,3.04,1.92,1.79,0.4,-0.1,14.52,5.51,-2.82,5.44,0.16,-0.05,9.05,8.50,94.06,1.026,8.47,15.48,9.36,41.83,47.53,21.65,23.91,23.07,48.41
53,Pavel Datsyuk,DET,C,63,924.8,14.679365079365,11.97,-5.66,8.50,7.67,-3.06,6.91,5.19,-3.49,7.81,0.82,0.15,7.56,0.4,-0.04,5.06,7.47,0.46,6.65,1.52,0.01,3.80,0.42,0.46,-0.39,7.94,0.6,8.36,0.58,-0.16,22.07,7.29,-7.39,11.21,-0.05,-0.23,11.69,8.20,91.67,0.999,12.52,16.48,6.36,42.3,66.32,21.6,21.54,14.99,59.04
