Date,Visitor,G,Home,G,,Att.,LOG,Notes
2019-10-22,Toronto Maple Leafs,2,Boston Bruins,4,,17193,2:44,
2019-10-22,San Jose Sharks,3,Buffalo Sabres,4,OT,15876,2:32,
2019-10-22,Washington Capitals,5,Calgary Flames,3,,18002,2:24,
2019-10-22,Vegas Golden Knights,2,Chicago Blackhawks,1,SO,21172,2:39,
2019-10-22,Vancouver Canucks,5,Detroit Red Wings,2,,18455,2:27,
2019-10-22,Pittsburgh Penguins,2,Florida Panthers,4,,12738,2:14,
2019-10-22,Edmonton Oilers,0,Minnesota Wild,3,,17189,2:26,
2019-10-22,Anaheim Ducks,1,Nashville Predators,6,,17424,2:27,
2019-10-22,Arizona Coyotes,3,New York Rangers,2,OT,17435,2:25,
2019-10-22,Los Angeles Kings,3,Winnipeg Jets,2,,15325,2:33,
2019-10-23,Detroit Red Wings,2,Ottawa Senators,5,,11026,2:35,
2019-10-23,Pittsburgh Penguins,2,Tampa Bay Lightning,3,,19092,2:39,
2019-10-24,Carolina Hurricanes,3,Columbus Blue Jackets,4,OT,15398,2:26,
2019-10-24,Florida Panthers,5,Calgary Flames,6,SO,18011,2:39,
2019-10-24,Philadelphia Flyers,4,Chicago Blackhawks,1,,21315,2:24,
2019-10-24,Anaheim Ducks,1,Dallas Stars,2,,17754,2:29,
2019-10-24,Washington Capitals,3,Edmonton Oilers,4,OT,17144,2:45,
2019-10-24,San Jose Sharks,4,Montreal Canadiens,2,,21052,2:36,
2019-10-24,Minnesota Wild,0,Nashville Predators,4,,17386,2:21,
2019-10-24,Arizona Coyotes,2,New York Islanders,4,,10752,2:27,
2019-10-24,Buffalo Sabres,2,New York Rangers,6,,16913,2:19,
2019-10-24,Los Angeles Kings,2,St. Louis Blues,5,,18096,2:24,
2019-10-25,Buffalo Sabres,2,Detroit Red Wings,0,,18616,2:27,
2019-10-25,Arizona Coyotes,5,New Jersey Devils,3,,14724,2:30,
2019-10-25,New York Islanders,4,Ottawa Senators,2,,11189,2:38,
2019-10-25,San Jose Sharks,1,Toronto Maple Leafs,4,,19102,2:46,
2019-10-25,Washington Capitals,6,Vancouver Canucks,5,SO,18871,2:40,
2019-10-25,Colorado Avalanche,6,Vegas Golden Knights,1,,18420,2:18,
2019-10-26,St. Louis Blues,0,Boston Bruins,3,,17193,2:29,
2019-10-26,Chicago Blackhawks,0,Carolina Hurricanes,4,,15738,2:16,
2019-10-26,Anaheim Ducks,5,Colorado Avalanche,2,,18039,2:40,
2019-10-26,Pittsburgh Penguins,3,Dallas Stars,0,,18532,2:31,
2019-10-26,Los Angeles Kings,1,Minnesota Wild,5,,17444,2:21,
2019-10-26,Toronto Maple Leafs,2,Montreal Canadiens,5,,21302,2:28,
2019-10-26,Columbus Blue Jackets,4,Philadelphia Flyers,7,,17840,2:29,
2019-10-26,Nashville Predators,3,Tampa Bay Lightning,2,OT,19092,2:35,
2019-10-26,Calgary Flames,1,Winnipeg Jets,2,OT,33518,2:45,
2019-10-27,Los Angeles Kings,1,Chicago Blackhawks,5,,21334,2:22,
2019-10-27,St. Louis Blues,5,Detroit Red Wings,4,OT,18331,2:23,
2019-10-27,Florida Panthers,6,Edmonton Oilers,2,,17278,2:24,
2019-10-27,Philadelphia Flyers,3,New York Islanders,5,,12055,2:27,
2019-10-27,Boston Bruins,7,New York Rangers,4,,17144,2:37,
2019-10-27,San Jose Sharks,2,Ottawa Senators,5,,9740,2:24,
2019-10-27,Anaheim Ducks,2,Vegas Golden Knights,5,,18110,2:40,
2019-10-28,Arizona Coyotes,3,Buffalo Sabres,2,SO,15358,2:36,
2019-10-28,Florida Panthers,2,Vancouver Canucks,7,,17864,2:20,
2019-10-29,Winnipeg Jets,4,Anaheim Ducks,7,,15171,2:34,
2019-10-29,San Jose Sharks,1,Boston Bruins,5,,17193,3:17,
2019-10-29,Calgary Flames,1,Carolina Hurricanes,2,,13864,2:33,
2019-10-29,Minnesota Wild,3,Dallas Stars,6,,17756,2:30,
2019-10-29,Edmonton Oilers,1,Detroit Red Wings,3,,19515,2:28,
2019-10-29,Chicago Blackhawks,0,Nashville Predators,3,,17259,2:26,
2019-10-29,Tampa Bay Lightning,1,New York Rangers,4,,17196,2:37,
2019-10-29,Philadelphia Flyers,1,Pittsburgh Penguins,7,,18560,2:30,
2019-10-29,Washington Capitals,4,Toronto Maple Leafs,3,OT,19258,3:05,
2019-10-30,Montreal Canadiens,4,Arizona Coyotes,1,,14004,2:27,
2019-10-30,Edmonton Oilers,4,Columbus Blue Jackets,1,,14193,2:20,
2019-10-30,Florida Panthers,4,Colorado Avalanche,3,OT,16022,2:51,
2019-10-30,Vancouver Canucks,5,Los Angeles Kings,3,,15565,2:30,
2019-10-30,Tampa Bay Lightning,7,New Jersey Devils,6,OT,13152,2:33,
2019-10-30,Minnesota Wild,1,St. Louis Blues,2,,18096,2:27,
2019-10-31,Calgary Flames,6,Nashville Predators,5,OT,17351,2:33,
2019-10-31,Montreal Canadiens,5,Vegas Golden Knights,4,OT,18035,2:32,
2019-11-01,Vancouver Canucks,1,Anaheim Ducks,2,OT,15173,2:31,
2019-11-01,Detroit Red Wings,3,Carolina Hurricanes,7,,15383,2:27,
2019-11-01,Dallas Stars,2,Colorado Avalanche,1,,18020,2:35,
2019-11-01,Philadelphia Flyers,4,New Jersey Devils,3,SO,14624,2:58,
2019-11-01,Tampa Bay Lightning,2,New York Islanders,5,,12043,2:27,
2019-11-01,Winnipeg Jets,3,San Jose Sharks,2,,15117,2:27,
2019-11-01,Columbus Blue Jackets,3,St. Louis Blues,4,OT,18096,2:33,
2019-11-01,Buffalo Sabres,1,Washington Capitals,6,,18573,2:42,
2019-11-02,Colorado Avalanche,0,Arizona Coyotes,3,,17125,2:23,
2019-11-02,Ottawa Senators,2,Boston Bruins,5,,17193,3:48,
2019-11-02,New York Islanders,1,Buffalo Sabres,0,,19070,2:16,
2019-11-02,New Jersey Devils,5,Carolina Hurricanes,3,,15079,2:37,
2019-11-02,Calgary Flames,3,Columbus Blue Jackets,0,,15618,2:23,
2019-11-02,Montreal Canadiens,1,Dallas Stars,4,,18532,2:34,
2019-11-02,Detroit Red Wings,0,Florida Panthers,4,,14411,2:22,
2019-11-02,Chicago Blackhawks,3,Los Angeles Kings,4,OT,18230,2:38,
2019-11-02,St. Louis Blues,4,Minnesota Wild,3,OT,18208,2:34,
2019-11-02,New York Rangers,2,Nashville Predators,1,,17371,2:17,
2019-11-02,Toronto Maple Leafs,4,Philadelphia Flyers,3,SO,18441,2:40,
2019-11-02,Edmonton Oilers,2,Pittsburgh Penguins,1,OT,18618,2:41,
2019-11-02,Vancouver Canucks,5,San Jose Sharks,2,,16480,2:28,
2019-11-02,Winnipeg Jets,4,Vegas Golden Knights,3,OT,18276,2:41,
2019-11-03,Chicago Blackhawks,3,Anaheim Ducks,2,OT,15576,2:35,
2019-11-03,Calgary Flames,2,Washington Capitals,4,,18573,2:29,
2019-11-04,Pittsburgh Penguins,4,Boston Bruins,6,,17193,2:33,
2019-11-04,Nashville Predators,6,Detroit Red Wings,1,,18526,2:27,
2019-11-04,Arizona Coyotes,3,Edmonton Oilers,2,OT,17105,2:29,
2019-11-04,Ottawa Senators,6,New York Rangers,2,,16302,2:37,
2019-11-05,Minnesota Wild,4,Anaheim Ducks,2,,15526,2:24,
2019-11-05,Vegas Golden Knights,2,Columbus Blue Jackets,1,,15435,2:29,
2019-11-05,Arizona Coyotes,3,Calgary Flames,4,OT,17824,2:39,
2019-11-05,Colorado Avalanche,1,Dallas Stars,4,,18108,2:34,
2019-11-05,Boston Bruins,4,Montreal Canadiens,5,,21302,2:33,
2019-11-05,Ottawa Senators,1,New York Islanders,4,,11212,2:34,
2019-11-05,Carolina Hurricanes,1,Philadelphia Flyers,4,,16172,2:25,
2019-11-05,Chicago Blackhawks,2,San Jose Sharks,4,,16087,2:21,
2019-11-05,Los Angeles Kings,1,Toronto Maple Leafs,3,,19195,2:25,
2019-11-05,St. Louis Blues,2,Vancouver Canucks,1,OT,18789,2:23,
2019-11-05,New Jersey Devils,2,Winnipeg Jets,1,SO,15325,2:41,
2019-11-06,St. Louis Blues,5,Edmonton Oilers,2,,17068,2:30,
2019-11-06,Detroit Red Wings,1,New York Rangers,5,,16804,2:26,
2019-11-07,Columbus Blue Jackets,3,Arizona Coyotes,2,,12115,2:21,
2019-11-07,New York Rangers,4,Carolina Hurricanes,2,,13878,2:22,
2019-11-07,New Jersey Devils,2,Calgary Flames,5,,18851,2:31,
2019-11-07,Vancouver Canucks,2,Chicago Blackhawks,5,,21418,2:28,
2019-11-07,Nashville Predators,4,Colorado Avalanche,9,,17492,2:32,
2019-11-07,Washington Capitals,5,Florida Panthers,4,OT,14085,2:28,
2019-11-07,Pittsburgh Penguins,4,New York Islanders,3,OT,12613,2:25,
2019-11-07,Los Angeles Kings,2,Ottawa Senators,3,OT,9929,2:32,
2019-11-07,Montreal Canadiens,2,Philadelphia Flyers,3,OT,16788,2:28,
2019-11-07,Minnesota Wild,5,San Jose Sharks,6,,15764,2:33,
2019-11-07,Vegas Golden Knights,1,Toronto Maple Leafs,2,OT,19218,2:34,
2019-11-08,Tampa Bay Lightning,3,Buffalo Sabres,2,,13230,2:33,
2019-11-08,Boston Bruins,2,Detroit Red Wings,4,,19515,2:43,
2019-11-08,New Jersey Devils,0,Edmonton Oilers,4,,17240,2:24,
2019-11-08,Vancouver Canucks,1,Winnipeg Jets,4,,15325,2:19,
2019-11-09,Minnesota Wild,4,Arizona Coyotes,3,,14428,2:25,
2019-11-09,St. Louis Blues,3,Calgary Flames,2,OT,19289,2:34,
2019-11-09,Columbus Blue Jackets,2,Colorado Avalanche,4,,18070,2:25,
2019-11-09,Los Angeles Kings,2,Montreal Canadiens,3,,21302,2:28,
2019-11-09,Florida Panthers,1,New York Islanders,2,,13100,2:43,
2019-11-09,Carolina Hurricanes,1,Ottawa Senators,4,,12276,2:33,
2019-11-09,Chicago Blackhawks,2,Pittsburgh Penguins,3,SO,18653,2:36,
2019-11-09,Nashville Predators,1,San Jose Sharks,2,SO,17562,2:36,
2019-11-09,Buffalo Sabres,3,Tampa Bay Lightning,5,,13339,2:42,
2019-11-09,Philadelphia Flyers,3,Toronto Maple Leafs,2,SO,19279,2:55,
2019-11-09,Vegas Golden Knights,2,Washington Capitals,5,,18573,2:37,
2019-11-10,Edmonton Oilers,6,Anaheim Ducks,2,,16463,2:24,
2019-11-10,Philadelphia Flyers,3,Boston Bruins,2,SO,17193,2:50,
2019-11-10,Toronto Maple Leafs,4,Chicago Blackhawks,5,,21598,2:47,
2019-11-10,Vegas Golden Knights,2,Detroit Red Wings,3,,19057,2:24,
2019-11-10,Florida Panthers,6,New York Rangers,5,SO,17464,2:38,
2019-11-10,New Jersey Devils,2,Vancouver Canucks,1,,18871,2:20,
2019-11-10,Dallas Stars,2,Winnipeg Jets,3,OT,15323,2:30,
2019-11-11,Ottawa Senators,2,Carolina Hurricanes,8,,12356,2:43,
2019-11-11,Arizona Coyotes,4,Washington Capitals,3,SO,18573,2:42,
2019-11-12,Detroit Red Wings,4,Anaheim Ducks,3,OT,15046,2:48,
2019-11-12,Florida Panthers,5,Boston Bruins,4,SO,17850,2:47,
2019-11-12,Minnesota Wild,1,Los Angeles Kings,3,,16099,2:26,
2019-11-12,Columbus Blue Jackets,2,Montreal Canadiens,3,SO,20758,2:44,
2019-11-12,Pittsburgh Penguins,2,New York Rangers,3,OT,16904,2:23,
2019-11-12,Edmonton Oilers,3,San Jose Sharks,6,,15567,2:24,
2019-11-12,Arizona Coyotes,3,St. Louis Blues,2,SO,18096,2:38,
2019-11-12,Nashville Predators,3,Vancouver Canucks,5,,18233,2:25,
2019-11-12,Colorado Avalanche,4,Winnipeg Jets,0,,15325,2:23,
2019-11-13,Dallas Stars,3,Calgary Flames,1,,18257,2:25,
2019-11-13,Ottawa Senators,4,New Jersey Devils,2,,13438,2:55,
2019-11-13,Toronto Maple Leafs,4,New York Islanders,5,,13293,2:17,
2019-11-13,Washington Capitals,2,Philadelphia Flyers,1,SO,18159,2:40,
2019-11-13,Chicago Blackhawks,5,Vegas Golden Knights,3,,18324,2:32,
2019-11-14,San Jose Sharks,5,Anaheim Ducks,3,,16007,2:26,
2019-11-14,Carolina Hurricanes,5,Buffalo Sabres,4,OT,16603,2:49,
2019-11-14,Colorado Avalanche,2,Edmonton Oilers,6,,17188,2:32,
2019-11-14,Winnipeg Jets,4,Florida Panthers,3,,12190,2:20,
2019-11-14,Detroit Red Wings,2,Los Angeles Kings,3,OT,16871,2:26,
2019-11-14,Arizona Coyotes,2,Minnesota Wild,3,,17079,2:31,
2019-11-14,New York Rangers,3,Tampa Bay Lightning,9,,19092,2:41,
2019-11-14,Dallas Stars,4,Vancouver Canucks,2,,18642,2:25,
2019-11-15,St. Louis Blues,2,Columbus Blue Jackets,3,OT,18505,2:36,
2019-11-15,Pittsburgh Penguins,1,New Jersey Devils,2,,16514,2:29,
2019-11-15,Philadelphia Flyers,1,Ottawa Senators,2,,10664,2:21,
2019-11-15,Boston Bruins,4,Toronto Maple Leafs,2,,19434,2:32,
2019-11-15,Montreal Canadiens,5,Washington Capitals,2,,18573,2:30,
2019-11-16,Calgary Flames,0,Arizona Coyotes,3,,13534,2:27,
2019-11-16,Washington Capitals,3,Boston Bruins,2,SO,17850,2:35,
2019-11-16,Ottawa Senators,2,Buffalo Sabres,4,,18555,2:29,
2019-11-16,Dallas Stars,5,Edmonton Oilers,4,OT,17346,2:35,
2019-11-16,New York Rangers,3,Florida Panthers,4,,16512,2:29,
2019-11-16,Vegas Golden Knights,3,Los Angeles Kings,4,,17282,2:27,
2019-11-16,Carolina Hurricanes,4,Minnesota Wild,3,OT,17101,2:32,
2019-11-16,New Jersey Devils,4,Montreal Canadiens,3,OT,21016,2:49,
2019-11-16,Chicago Blackhawks,7,Nashville Predators,2,,17393,2:20,
2019-11-16,New York Islanders,4,Philadelphia Flyers,3,SO,19023,2:35,
2019-11-16,Toronto Maple Leafs,1,Pittsburgh Penguins,6,,18587,2:26,
2019-11-16,Detroit Red Wings,3,San Jose Sharks,4,SO,17562,2:29,
2019-11-16,Anaheim Ducks,4,St. Louis Blues,1,,18096,2:25,
2019-11-16,Winnipeg Jets,4,Tampa Bay Lightning,3,,19092,2:29,
2019-11-16,Colorado Avalanche,5,Vancouver Canucks,4,OT,18409,2:30,
2019-11-17,Buffalo Sabres,1,Chicago Blackhawks,4,,21334,2:26,
2019-11-17,Calgary Flames,0,Vegas Golden Knights,6,,18083,2:36,
2019-11-18,Los Angeles Kings,0,Arizona Coyotes,3,,12210,2:19,
2019-11-18,Anaheim Ducks,2,Washington Capitals,5,,18573,2:34,
2019-11-19,Minnesota Wild,4,Buffalo Sabres,1,,15522,2:28,
2019-11-19,Montreal Canadiens,2,Columbus Blue Jackets,5,,14118,2:24,
2019-11-19,Colorado Avalanche,3,Calgary Flames,2,,18698,2:21,
2019-11-19,Carolina Hurricanes,4,Chicago Blackhawks,2,,21325,2:29,
2019-11-19,Vancouver Canucks,1,Dallas Stars,6,,18198,2:31,
2019-11-19,Ottawa Senators,4,Detroit Red Wings,3,,19156,2:35,
2019-11-19,Philadelphia Flyers,2,Florida Panthers,5,,11515,2:24,
2019-11-19,Boston Bruins,5,New Jersey Devils,1,,15061,2:21,
2019-11-19,Winnipeg Jets,2,Nashville Predators,1,,17165,2:23,
2019-11-19,New York Islanders,5,Pittsburgh Penguins,4,OT,18411,2:41,
2019-11-19,Edmonton Oilers,5,San Jose Sharks,2,,16147,2:22,
2019-11-19,Tampa Bay Lightning,1,St. Louis Blues,3,,18096,2:34,
2019-11-19,Toronto Maple Leafs,2,Vegas Golden Knights,4,,18292,2:27,
2019-11-20,Ottawa Senators,2,Montreal Canadiens,1,OT,20862,2:29,
2019-11-20,Washington Capitals,1,New York Rangers,4,,17239,2:26,
2019-11-21,Toronto Maple Leafs,3,Arizona Coyotes,1,,12495,2:23,
2019-11-21,Buffalo Sabres,2,Boston Bruins,3,,17850,2:29,
2019-11-21,Philadelphia Flyers,5,Carolina Hurricanes,3,,14734,2:31,
2019-11-21,Detroit Red Wings,4,Columbus Blue Jackets,5,,14417,2:39,
2019-11-21,Tampa Bay Lightning,4,Chicago Blackhawks,2,,21336,2:23,
2019-11-21,Winnipeg Jets,3,Dallas Stars,5,,18133,2:32,
2019-11-21,Anaheim Ducks,4,Florida Panthers,5,OT,11316,2:31,
2019-11-21,Edmonton Oilers,1,Los Angeles Kings,5,,15539,2:25,
2019-11-21,Colorado Avalanche,2,Minnesota Wild,3,,17574,2:31,
2019-11-21,Vancouver Canucks,6,Nashville Predators,3,,17168,2:45,
2019-11-21,Pittsburgh Penguins,3,New York Islanders,4,OT,13212,2:46,
2019-11-21,Calgary Flames,0,St. Louis Blues,5,,18096,2:24,
2019-11-21,San Jose Sharks,2,Vegas Golden Knights,1,OT,18275,2:34,
2019-11-22,New York Rangers,1,Ottawa Senators,4,,12349,2:25,
2019-11-22,New Jersey Devils,1,Pittsburgh Penguins,4,,18420,2:31,
2019-11-23,Minnesota Wild,4,Boston Bruins,5,OT,17850,2:46,
2019-11-23,Florida Panthers,2,Carolina Hurricanes,4,,18159,2:22,
2019-11-23,Toronto Maple Leafs,5,Colorado Avalanche,3,,18137,2:32,
2019-11-23,Chicago Blackhawks,1,Dallas Stars,2,SO,18532,2:46,
2019-11-23,Arizona Coyotes,3,Los Angeles Kings,2,,15912,2:29,
2019-11-23,New York Rangers,6,Montreal Canadiens,5,,21302,2:29,
2019-11-23,Detroit Red Wings,1,New Jersey Devils,5,,16514,2:28,
2019-11-23,Calgary Flames,3,Philadelphia Flyers,2,SO,17198,2:47,
2019-11-23,New York Islanders,1,San Jose Sharks,2,OT,16471,2:24,
2019-11-23,Nashville Predators,4,St. Louis Blues,2,,18096,2:29,
2019-11-23,Anaheim Ducks,2,Tampa Bay Lightning,6,,19092,2:33,
2019-11-23,Edmonton Oilers,4,Vegas Golden Knights,2,,18319,2:28,
2019-11-23,Columbus Blue Jackets,3,Winnipeg Jets,4,,15325,2:28,
2019-11-23,Vancouver Canucks,2,Washington Capitals,1,SO,18573,2:40,
2019-11-24,Edmonton Oilers,4,Arizona Coyotes,3,SO,12908,2:35,
2019-11-24,Carolina Hurricanes,2,Detroit Red Wings,0,,18726,2:25,
2019-11-24,Buffalo Sabres,5,Florida Panthers,2,,14443,2:21,
2019-11-25,New York Islanders,0,Anaheim Ducks,3,,16269,2:28,
2019-11-25,Ottawa Senators,0,Columbus Blue Jackets,1,,14730,2:22,
2019-11-25,Vegas Golden Knights,2,Dallas Stars,4,,18532,2:24,
2019-11-25,San Jose Sharks,4,Los Angeles Kings,3,OT,16927,2:29,
2019-11-25,St. Louis Blues,2,Nashville Predators,3,SO,17168,2:39,
2019-11-25,Minnesota Wild,2,New York Rangers,3,OT,18006,2:31,
2019-11-25,Vancouver Canucks,1,Philadelphia Flyers,2,,17083,2:21,
2019-11-25,Calgary Flames,2,Pittsburgh Penguins,3,OT,18437,2:33,
2019-11-25,Buffalo Sabres,2,Tampa Bay Lightning,5,,19092,2:24,
2019-11-26,Dallas Stars,0,Chicago Blackhawks,3,,21210,2:21,
2019-11-26,Boston Bruins,8,Montreal Canadiens,1,,21302,2:27,
2019-11-26,Minnesota Wild,3,New Jersey Devils,2,,14627,2:34,
2019-11-27,Anaheim Ducks,3,Arizona Coyotes,4,SO,14741,2:37,
2019-11-27,Calgary Flames,3,Buffalo Sabres,2,OT,17485,2:25,
2019-11-27,Philadelphia Flyers,3,Columbus Blue Jackets,2,,14975,2:20,
2019-11-27,Edmonton Oilers,1,Colorado Avalanche,4,,18021,2:27,
2019-11-27,Toronto Maple Leafs,6,Detroit Red Wings,0,,19515,2:26,
2019-11-27,New York Islanders,1,Los Angeles Kings,4,,16082,2:26,
2019-11-27,Vegas Golden Knights,4,Nashville Predators,3,OT,17326,2:28,
2019-11-27,Carolina Hurricanes,2,New York Rangers,3,,17269,2:32,
2019-11-27,Boston Bruins,2,Ottawa Senators,1,,13336,2:17,
2019-11-27,Vancouver Canucks,6,Pittsburgh Penguins,8,,18465,2:40,
2019-11-27,Winnipeg Jets,5,San Jose Sharks,1,,16008,2:25,
2019-11-27,St. Louis Blues,4,Tampa Bay Lightning,3,,19092,2:28,
2019-11-27,Florida Panthers,3,Washington Capitals,4,,18573,2:23,
2019-11-28,New Jersey Devils,6,Montreal Canadiens,4,,20876,2:35,
2019-11-29,Winnipeg Jets,3,Anaheim Ducks,0,,16301,2:24,
2019-11-29,New York Rangers,2,Boston Bruins,3,OT,17850,2:28,
2019-11-29,Toronto Maple Leafs,4,Buffalo Sabres,6,,19070,2:28,
2019-11-29,Nashville Predators,3,Carolina Hurricanes,0,,18680,2:25,
2019-11-29,Pittsburgh Penguins,2,Columbus Blue Jackets,5,,17402,2:30,
2019-11-29,Colorado Avalanche,5,Chicago Blackhawks,2,,21822,2:26,
2019-11-29,St. Louis Blues,3,Dallas Stars,1,,18532,2:28,
2019-11-29,Ottawa Senators,2,Minnesota Wild,7,,17112,2:34,
2019-11-29,Detroit Red Wings,1,Philadelphia Flyers,6,,18566,2:23,
2019-11-29,Los Angeles Kings,1,San Jose Sharks,4,,16893,2:17,
2019-11-29,Arizona Coyotes,1,Vegas Golden Knights,2,SO,18326,2:43,
2019-11-29,Tampa Bay Lightning,3,Washington Capitals,4,OT,18573,2:41,
2019-11-30,San Jose Sharks,4,Arizona Coyotes,2,,15485,2:16,
2019-11-30,Ottawa Senators,1,Calgary Flames,3,,18919,2:27,
2019-11-30,Chicago Blackhawks,3,Colorado Avalanche,7,,18015,2:30,
2019-11-30,Washington Capitals,5,Detroit Red Wings,2,,19190,2:26,
2019-11-30,Vancouver Canucks,5,Edmonton Oilers,2,,18035,2:25,
2019-11-30,Nashville Predators,0,Florida Panthers,3,,14285,2:22,
2019-11-30,Winnipeg Jets,1,Los Angeles Kings,2,,17249,2:26,
2019-11-30,Philadelphia Flyers,4,Montreal Canadiens,3,OT,21213,2:31,
2019-11-30,New York Rangers,4,New Jersey Devils,0,,16514,2:30,
2019-11-30,Columbus Blue Jackets,0,New York Islanders,2,,13433,2:13,
2019-11-30,Pittsburgh Penguins,2,St. Louis Blues,5,,18096,2:19,
2019-11-30,Carolina Hurricanes,3,Tampa Bay Lightning,2,,19092,2:29,
2019-11-30,Buffalo Sabres,1,Toronto Maple Leafs,2,OT,19250,2:29,
2019-12-01,Montreal Canadiens,1,Boston Bruins,3,,17850,2:31,
2019-12-01,Dallas Stars,2,Minnesota Wild,3,SO,17096,2:35,
2019-12-01,Edmonton Oilers,3,Vancouver Canucks,2,,18871,2:22,
2019-12-02,Los Angeles Kings,2,Anaheim Ducks,4,,15434,2:28,
2019-12-02,New Jersey Devils,1,Buffalo Sabres,7,,15422,2:25,
2019-12-02,St. Louis Blues,4,Chicago Blackhawks,0,,21204,2:17,
2019-12-02,New York Islanders,4,Detroit Red Wings,1,,17510,2:22,
2019-12-02,Vegas Golden Knights,4,New York Rangers,1,,16325,2:18,
2019-12-03,Carolina Hurricanes,0,Boston Bruins,2,,17850,2:26,
2019-12-03,Arizona Coyotes,4,Columbus Blue Jackets,2,,14455,2:23,
2019-12-03,Minnesota Wild,4,Florida Panthers,2,,10167,2:23,
2019-12-03,New York Islanders,2,Montreal Canadiens,4,,20440,2:32,
2019-12-03,Vegas Golden Knights,4,New Jersey Devils,3,,12831,2:29,
2019-12-03,Tampa Bay Lightning,3,Nashville Predators,2,OT,17163,2:38,
2019-12-03,Toronto Maple Leafs,1,Philadelphia Flyers,6,,15811,2:15,
2019-12-03,Washington Capitals,5,San Jose Sharks,2,,15762,2:15,
2019-12-03,Ottawa Senators,2,Vancouver Canucks,5,,18559,2:24,
2019-12-03,Dallas Stars,1,Winnipeg Jets,5,,15325,2:32,
2019-12-04,Ottawa Senators,5,Edmonton Oilers,2,,17162,2:28,
2019-12-04,Washington Capitals,3,Los Angeles Kings,1,,16102,2:27,
2019-12-04,St. Louis Blues,0,Pittsburgh Penguins,3,,18411,2:22,
2019-12-04,Colorado Avalanche,3,Toronto Maple Leafs,1,,19351,2:20,
2019-12-05,Chicago Blackhawks,4,Boston Bruins,3,OT,17850,2:32,
2019-12-05,San Jose Sharks,2,Carolina Hurricanes,3,SO,14275,2:41,
2019-12-05,New York Rangers,3,Columbus Blue Jackets,2,,15785,2:25,
2019-12-05,Buffalo Sabres,3,Calgary Flames,4,,18085,2:27,
2019-12-05,Winnipeg Jets,2,Dallas Stars,3,OT,17983,2:35,
2019-12-05,Colorado Avalanche,3,Montreal Canadiens,2,,21302,2:31,
2019-12-05,Vegas Golden Knights,2,New York Islanders,3,OT,13117,2:29,
2019-12-05,Arizona Coyotes,3,Philadelphia Flyers,1,,17440,2:27,
2019-12-05,Minnesota Wild,5,Tampa Bay Lightning,4,,19092,2:23,
2019-12-06,Washington Capitals,3,Anaheim Ducks,2,,15945,2:38,
2019-12-06,Los Angeles Kings,1,Edmonton Oilers,2,,17044,2:26,
2019-12-06,Chicago Blackhawks,2,New Jersey Devils,1,SO,15273,2:37,
2019-12-06,Montreal Canadiens,2,New York Rangers,1,,17354,2:21,
2019-12-06,Arizona Coyotes,0,Pittsburgh Penguins,2,,18432,2:25,
2019-12-07,Colorado Avalanche,4,Boston Bruins,1,,17850,2:52,
2019-12-07,Minnesota Wild,2,Carolina Hurricanes,6,,18680,2:27,
2019-12-07,Los Angeles Kings,3,Calgary Flames,4,,19080,2:27,
2019-12-07,New York Islanders,1,Dallas Stars,3,,18532,2:22,
2019-12-07,Pittsburgh Penguins,5,Detroit Red Wings,3,,19515,2:29,
2019-12-07,Columbus Blue Jackets,1,Florida Panthers,4,,11640,2:22,
2019-12-07,New Jersey Devils,4,Nashville Predators,6,,17418,2:29,
2019-12-07,Ottawa Senators,3,Philadelphia Flyers,4,,18031,2:29,
2019-12-07,Toronto Maple Leafs,5,St. Louis Blues,2,,18096,2:24,
2019-12-07,San Jose Sharks,1,Tampa Bay Lightning,7,,19092,2:28,
2019-12-07,Buffalo Sabres,5,Vancouver Canucks,6,OT,18871,2:33,
2019-12-08,Arizona Coyotes,4,Chicago Blackhawks,3,SO,21232,2:33,
2019-12-08,Buffalo Sabres,3,Edmonton Oilers,2,OT,17227,2:22,
2019-12-08,San Jose Sharks,1,Florida Panthers,5,,11340,2:17,
2019-12-08,New York Rangers,5,Vegas Golden Knights,0,,18236,2:35,
2019-12-08,Anaheim Ducks,2,Winnipeg Jets,3,,15325,2:27,
2019-12-09,Calgary Flames,5,Colorado Avalanche,4,OT,17588,2:34,
2019-12-09,Boston Bruins,2,Ottawa Senators,5,,13894,2:34,
2019-12-09,New York Islanders,5,Tampa Bay Lightning,1,,19092,2:21,
2019-12-09,Columbus Blue Jackets,5,Washington Capitals,2,,18573,2:31,
2019-12-10,Calgary Flames,5,Arizona Coyotes,2,,11198,2:26,
2019-12-10,St. Louis Blues,2,Buffalo Sabres,5,,16521,2:21,
2019-12-10,New Jersey Devils,0,Dallas Stars,2,,18134,2:27,
2019-12-10,Carolina Hurricanes,6,Edmonton Oilers,3,,16175,2:31,
2019-12-10,Tampa Bay Lightning,2,Florida Panthers,1,,10685,2:31,
2019-12-10,New York Rangers,1,Los Angeles Kings,3,,17826,2:26,
2019-12-10,Anaheim Ducks,3,Minnesota Wild,2,SO,17154,2:46,
2019-12-10,San Jose Sharks,1,Nashville Predators,3,,17160,2:33,
2019-12-10,Montreal Canadiens,4,Pittsburgh Penguins,1,,18422,2:25,
2019-12-10,Toronto Maple Leafs,4,Vancouver Canucks,1,,18290,2:17,
2019-12-10,Chicago Blackhawks,1,Vegas Golden Knights,5,,18319,2:30,
