id,player_name,team,position,age,dob,birth_city,birth_state,birth_country,nationality,height,weight,draft_year,draft_team,draft_round,draft_round_pick,total_draft_pick
68,Antti Raanta,ARI,G,30,1989-05-12,Rauma,-,FIN,-,72,195,-,-,-,-,-
69,Cal Petersen,L.A,G,25,1994-10-19,Waterloo,-,USA,-,73,185,2013,BUF,5,8,129
70,Marcus Hogberg,OTT,G,25,1994-11-25,Orebro,-,SWE,-,77,209,2013,OTT,3,17,78
71,Juuse Saros,NSH,G,25,1995-04-19,Forssa,-,FIN,-,71,180,2013,NSH,4,8,99
72,Tristan Jarry,PIT,G,24,1995-04-29,Surrey,-,CAN,-,74,194,2013,PIT,2,14,44
73,Eric Comrie,WPG,G,24,1995-07-06,Edmonton,-,CAN,-,73,175,2013,WPG,2,29,59
74,Pheonix Copley,WSH,G,28,1992-01-18,North Pole,-,USA,-,76,200,-,-,-,-,-
75,Thatcher Demko,VAN,G,24,1995-12-08,San Diego,-,USA,-,76,192,2014,VAN,2,6,36
76,Alex Nedeljkovic,CAR,G,24,1996-01-07,Parma,-,USA,-,72,189,2014,CAR,2,7,37
77,Mackenzie Blackwood,N.J,G,23,1996-12-09,Thunder Bay,-,CAN,-,76,225,2015,N.J,2,12,42
78,Sam Montembeault,FLA,G,23,1996-10-30,Bécancour,-,CAN,-,75,199,2015,FLA,3,16,77
79,Adin Hill,ARI,G,23,1996-05-11,Comox,-,CAN,-,78,202,2015,ARI,3,15,76
80,Joey Daccord,OTT,G,23,1996-08-19,Boston,-,USA,-,74,197,2015,OTT,7,18,199
