id,player_name,team,position,gp,toi,goals,assist,first_assist,second_assit,total_points,ipp,sf,sh_pcg,ixg,icf,iff,iscf,ihdcf,rush_attempts,rebounds_created,pim,total_penalties,minor,major,misconduct,penalties_drawn,giveaways,takeaways,hits,hits_taken,shots_blocked,faceoffs_won,faceoffs_lost,faceoffs_won_pcg
194,Jim Slater,WPG,C,27,48.15,0,0,0,0,0,-,3,0.00,0.2,3,3,3,2,0,1,0,0,0,0,0,0,2,3,3,0,2,37,34,52.11
195,Patrick Dwyer,CAR,R,75,134.4,2,0,0,0,2,50.00,7,28.57,0.76,14,10,6,3,3,0,0,0,0,0,0,0,2,8,5,4,12,1,2,33.33
196,Ryan Whitney,FLA,D,7,2.1833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
197,Aaron Rome,DAL,D,25,23.316666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,-
198,Nate Guenin,COL,D,68,179.06666666667,0,0,0,0,0,0.00,3,0.00,0.02,4,3,0,0,0,1,4,2,2,0,0,1,3,1,11,4,26,0,0,-
199,Jonathan Ericsson,DET,D,48,134.06666666667,0,1,0,1,1,100.00,1,0.00,0,1,1,0,0,0,0,6,3,3,0,0,2,5,2,20,1,15,0,0,-
200,Josh Gorges,MTL,D,66,212.51666666667,0,1,0,1,1,33.33,2,0.00,0.02,2,2,0,0,0,0,0,0,0,0,0,1,4,6,9,4,45,0,0,-
201,Alexandre Burrows,VAN,L,49,87.95,0,1,1,0,1,100.00,4,0.00,0.29,7,5,2,1,1,0,2,1,1,0,0,6,1,4,2,1,11,0,2,0.00
202,Andre Benoit,COL,D,79,132.83333333333,0,1,0,1,1,100.00,1,0.00,0.05,2,2,0,0,0,0,4,2,2,0,0,0,4,2,9,2,14,0,0,-
203,Chris Kunitz,PIT,L,78,14.383333333333,0,0,0,0,0,-,1,0.00,0.36,3,3,3,1,0,0,4,2,2,0,0,1,1,0,1,0,2,1,0,100.00
204,Eric Staal,CAR,C,79,63.466666666667,2,2,2,0,4,100.00,7,28.57,0.66,10,9,7,2,1,0,2,1,1,0,0,5,1,4,0,1,1,28,25,52.83
205,Nathan Horton,CBJ,R,35,2.4833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-
206,Thomas Vanek,"BUF, MTL, NYI",L,78,2.3333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
207,Milan Michalek,OTT,L,82,148.85,0,0,0,0,0,-,6,0.00,0.4,12,6,4,2,1,0,4,2,2,0,0,1,3,4,3,10,5,0,0,-
208,Ryan Suter,MIN,D,82,189.21666666667,0,1,0,1,1,50.00,2,0.00,0.22,6,6,2,1,0,0,0,0,0,0,0,1,0,3,6,3,21,0,0,-
209,Braydon Coburn,PHI,D,82,313.26666666667,0,0,0,0,0,0.00,10,0.00,0.3,14,12,3,1,1,2,6,3,3,0,0,3,7,4,9,8,39,0,0,-
210,Dion Phaneuf,TOR,D,80,216.98333333333,0,1,1,0,1,25.00,1,0.00,0.1,4,3,0,0,1,0,13,5,4,1,0,8,11,5,13,2,24,0,0,-
211,Jeff Carter,L.A,C,72,106.8,1,0,0,0,1,50.00,6,16.67,0.74,10,8,8,3,2,0,0,0,0,0,0,0,4,3,3,1,5,16,23,41.03
212,Dustin Brown,L.A,R,79,37.866666666667,0,1,1,0,1,100.00,1,0.00,0.29,4,4,2,2,0,0,4,2,2,0,0,2,0,0,10,0,1,0,1,0.00
213,Brent Seabrook,CHI,D,82,157.7,1,0,0,0,1,25.00,3,33.33,0.23,6,5,3,0,1,0,2,1,1,0,0,3,16,7,11,5,15,0,0,-
214,Steve Bernier,N.J,R,78,0.73333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,10,1,0,0,1,2,0,0,0,0,0,0,0,-
215,Zach Parise,MIN,L,67,68.666666666667,1,0,0,0,1,100.00,9,11.11,0.87,12,10,7,3,1,1,0,0,0,0,0,3,1,5,2,0,5,0,1,0.00
216,Eric Fehr,WSH,C,73,72.433333333333,0,0,0,0,0,-,4,0.00,0.32,7,5,4,1,0,0,4,2,2,0,0,1,1,7,4,2,4,4,4,50.00
217,Ryan Getzlaf,ANA,C,77,158.83333333333,0,0,0,0,0,-,4,0.00,0.47,10,9,4,3,1,0,4,2,2,0,0,2,3,11,10,3,17,89,116,43.41
218,Brent Burns,S.J,D,69,4.1,0,0,0,0,0,-,0,-,0.01,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
219,Mark Stuart,WPG,D,69,202.53333333333,0,0,0,0,0,0.00,4,0.00,0.18,7,5,2,0,1,0,2,1,1,0,0,3,3,2,41,7,37,0,0,-
220,Ryan Kesler,VAN,C,77,157.41666666667,1,0,0,0,1,100.00,7,14.29,0.3,10,7,7,1,2,0,0,0,0,0,0,3,3,7,3,1,15,72,101,41.62
221,Mike Richards,L.A,C,82,124.7,1,1,1,0,2,100.00,4,25.00,0.86,7,6,7,6,3,0,0,0,0,0,0,2,6,6,3,3,2,40,25,61.54
222,Brian Boyle,NYR,C,82,159.51666666667,0,2,1,1,2,66.67,10,0.00,1.12,15,12,11,4,1,2,4,2,2,0,0,1,4,4,5,3,14,83,96,46.37
223,Corey Perry,ANA,R,81,48.883333333333,1,0,0,0,1,100.00,8,12.50,0.97,8,8,6,5,1,2,0,0,0,0,0,4,3,3,1,1,4,1,1,50.00
224,Patrick Eaves,"DET, NSH",R,30,35.116666666667,0,0,0,0,0,-,2,0.00,0.1,4,3,1,1,0,0,0,0,0,0,0,0,1,2,0,0,3,0,1,0.00
225,Loui Eriksson,BOS,L,61,87.45,0,1,1,0,1,100.00,8,0.00,0.42,9,8,6,1,1,0,0,0,0,0,0,1,0,3,2,0,2,0,0,-
226,Kevin Klein,"NSH, NYR",D,77,118.75,0,0,0,0,0,0.00,1,0.00,0.08,2,2,1,0,1,0,0,0,0,0,0,3,4,0,7,0,20,0,0,-
227,Patrice Bergeron,BOS,C,80,147.68333333333,0,3,3,0,3,60.00,8,0.00,0.7,15,12,9,2,0,0,4,2,2,0,0,2,2,7,5,6,11,115,97,54.25
228,Matt Carle,T.B,D,82,184.86666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,5,35,0,0,-
229,Shea Weber,NSH,D,79,203.31666666667,0,0,0,0,0,0.00,10,0.00,0.25,11,11,4,1,1,0,12,2,1,0,1,4,4,4,18,2,37,0,0,-
230,Colin McDonald,NYI,R,70,16.15,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,-
231,B.J. Crombeen,T.B,R,55,79.866666666667,0,1,1,0,1,100.00,1,0.00,0.11,3,2,3,0,1,0,4,2,2,0,0,6,0,5,2,3,4,0,0,-
232,Maxim Lapierre,STL,C,71,105.76666666667,0,0,0,0,0,-,3,0.00,0.27,6,4,2,0,1,0,16,4,3,0,1,2,0,7,3,6,4,20,44,31.25
233,David Backes,STL,R,74,134.31666666667,0,0,0,0,0,-,2,0.00,0.14,5,4,3,0,0,0,12,2,1,0,1,6,3,4,11,2,12,80,61,56.74
234,Colin Fraser,L.A,C,33,20.316666666667,0,0,0,0,0,-,1,0.00,0.03,1,1,0,0,0,0,0,0,0,0,0,3,1,0,1,0,5,2,3,40.00
235,Daniel Carcillo,"L.A, NYR",L,57,0.28333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,5,1,0,1,0,5,0,0,0,0,0,0,0,-
236,Clarke MacArthur,OTT,L,79,113.76666666667,1,2,2,0,3,100.00,8,12.50,0.64,10,8,5,4,2,0,0,0,0,0,0,5,0,5,8,4,2,3,2,60.00
237,Alexander Sulzer,BUF,D,25,46.483333333333,0,1,1,0,1,50.00,1,0.00,0.01,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,0,-
238,Jan Hejda,COL,D,78,212.4,0,0,0,0,0,0.00,3,0.00,0.03,3,3,0,0,0,0,4,2,2,0,0,0,2,5,24,3,29,0,0,-
239,Corey Potter,"BOS, EDM",D,19,21.75,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,4,2,2,0,0,3,1,1,3,0,2,0,0,-
240,Kyle Quincey,DET,D,82,190.15,0,0,0,0,0,0.00,3,0.00,0.17,4,4,1,0,0,0,16,3,2,0,1,2,3,2,14,2,19,0,0,-
241,Tyson Strachan,WSH,D,18,18.966666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,5,0,0,-
242,Lee Stempniak,"CGY, PIT",R,73,96.566666666667,2,3,2,1,5,100.00,8,25.00,0.98,12,10,11,5,6,3,0,0,0,0,0,1,0,5,5,1,1,1,9,10.00
243,John Mitchell,COL,C,75,133.08333333333,0,1,0,1,1,100.00,5,0.00,0.41,6,5,5,2,1,0,0,0,0,0,0,2,0,7,5,3,12,33,51,39.29
244,Brad Richardson,VAN,R,73,141.86666666667,2,1,0,1,3,100.00,6,33.33,0.87,11,9,9,6,0,1,2,1,1,0,0,5,4,8,4,2,5,61,74,45.19
245,Marc Methot,OTT,D,75,187.26666666667,0,0,0,0,0,0.00,4,0.00,0.03,7,6,0,0,1,0,2,1,1,0,0,2,8,5,27,5,12,0,0,-
246,Nate Thompson,T.B,C,81,158.48333333333,2,0,0,0,2,100.00,4,50.00,0.32,6,4,3,1,0,0,0,0,0,0,0,0,3,8,0,3,15,77,89,46.39
247,Drew Miller,DET,L,82,242.51666666667,0,0,0,0,0,-,4,0.00,0.29,5,4,5,2,1,0,0,0,0,0,0,3,2,6,0,4,27,4,9,30.77
248,Joe Pavelski,S.J,C,82,128.06666666667,1,1,1,0,2,100.00,7,14.29,0.5,11,9,8,2,2,0,0,0,0,0,0,4,5,8,1,1,14,69,65,51.49
249,Kyle Brodziak,MIN,C,81,205.91666666667,1,0,0,0,1,100.00,10,10.00,0.81,14,11,7,5,1,0,8,4,4,0,0,5,1,13,3,3,10,73,107,40.56
250,Jay Rosehill,PHI,L,34,0.23333333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-
251,Toby Enstrom,WPG,D,82,156.11666666667,0,0,0,0,0,-,2,0.00,0.04,2,2,0,0,0,0,4,2,2,0,0,1,2,2,5,4,20,0,0,-
252,Dustin Byfuglien,WPG,D,78,123.41666666667,0,0,0,0,0,0.00,4,0.00,0.35,8,7,3,2,0,0,0,0,0,0,0,2,5,10,8,1,16,0,0,-
253,Shane O'Brien,CGY,D,45,3.5666666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,10,1,0,0,1,3,0,0,0,0,0,0,0,-
254,Matt Moulson,"BUF, MIN, NYI",L,75,2.4833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,2,0,0,-
255,Tanner Glass,PIT,L,67,107.75,0,0,0,0,0,-,3,0.00,0.23,4,4,1,1,0,0,19,4,2,1,1,5,2,3,9,4,14,6,5,54.55
256,Troy Bodie,TOR,R,47,0.71666666666667,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,-
257,Chris Porter,STL,L,22,10.883333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.00
258,David Jones,CGY,R,48,6.25,0,0,0,0,0,-,0,-,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,100.00
259,Clayton Stoner,MIN,D,63,80.533333333333,0,0,0,0,0,-,2,0.00,0,3,2,1,0,0,0,0,0,0,0,0,5,0,1,12,1,7,0,0,-
260,David Clarkson,TOR,R,60,0.35,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,15,2,0,1,1,10,0,0,0,0,0,0,0,-
261,Mark Giordano,CGY,D,64,165.81666666667,0,3,1,2,3,50.00,1,0.00,0.09,3,2,2,0,0,0,2,1,1,0,0,7,3,7,6,2,24,0,0,-
262,Curtis Glencross,CGY,L,38,15.733333333333,0,0,0,0,0,-,1,0.00,0.04,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,1,2,33.33
263,Dustin Penner,"ANA, WSH",R,67,1.8166666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
264,Alex Ovechkin,WSH,L,78,2.35,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,100.00
265,Evgeni Malkin,PIT,C,60,2.05,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,100.00
266,Andrew Ladd,WPG,L,78,158.91666666667,0,2,2,0,2,66.67,7,0.00,1.07,17,11,8,6,3,2,0,0,0,0,0,4,4,7,11,3,13,2,4,33.33
267,Blake Wheeler,WPG,R,82,70.066666666667,0,0,0,0,0,-,1,0.00,0.21,4,3,3,1,1,0,2,1,1,0,0,4,1,6,3,3,4,3,6,33.33
268,Rostislav Olesz,N.J,L,10,7.5,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0.00
269,Ladislav Smid,"CGY, EDM",D,73,148.21666666667,0,0,0,0,0,0.00,0,-,0,0,0,0,0,0,0,20,2,0,0,2,2,5,5,10,3,24,0,0,-
270,Drew Stafford,BUF,R,70,106.68333333333,1,0,0,0,1,100.00,4,25.00,0.31,5,5,3,1,1,0,10,1,0,0,1,1,2,0,3,1,4,8,12,40.00
271,Kyle Chipchura,PHX,C,80,4.9833333333333,0,0,0,0,0,-,0,-,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,1,66.67
272,Lauri Korpikoski,PHX,L,64,129.46666666667,0,3,3,0,3,100.00,5,0.00,0.43,11,8,5,1,0,0,0,0,0,0,0,2,1,6,9,2,11,0,2,0.00
273,Travis Zajac,N.J,C,80,153.95,0,0,0,0,0,-,6,0.00,0.59,8,8,5,3,1,0,2,1,1,0,0,2,0,9,1,5,4,73,78,48.34
274,Andrej Meszaros,"BOS, PHI",D,52,43.916666666667,0,0,0,0,0,0.00,0,-,0.02,1,1,0,0,0,1,12,2,1,0,1,1,2,0,2,2,1,0,0,-
